numenc;descricao
2310343129;PROJETO DE SEGURANÇA
2310344125;REGULAMENTA/ALTERA CIRCULACAO
2310344125;REGULAMENTA PREFERENCIAL
2310346128;REGULAMENTA ESTACIONAMENTO
2310347124;HORIZ. SIST. VIARIO PRINCIPAL
2310347124;SINALIZAÇAO DE ADVERTENCIA
2310348120;REGULAMENTA/ALTERA CIRCULACAO
2310348120;REGULAMENTA PREFERENCIAL
2310348120;SINALIZAÇAO DE ADVERTENCIA
2310349127;REGULAMENTA VELOCIDADE
2310350125;REGULAMENTA ESTACIONAMENTO
2310350125;SINALIZAÇAO DE ADVERTENCIA
2310350125;REGULAMENTA VELOCIDADE
2310351121;REGULAMENTA/ALTERA CIRCULACAO
2310353124;PROJETO DE SEGURANÇA
2310354120;REGULAMENTA/ALTERA CIRCULACAO
2310354120;REGULAMENTA PREFERENCIAL
2310355127;REGULAMENTA/ALTERA CIRCULACAO
2310355127;REGULAMENTA PREFERENCIAL
2310356123;REGULAMENTA/ALTERA CIRCULACAO
2310356123;REGULAMENTA PREFERENCIAL
2310357120;REGULAMENTA ESTACIONAMENTO
2310358126;REGULAMENTA ESTACIONAMENTO
2310359122;REGULAMENTA/ALTERA CIRCULACAO
2310359122;REGULAMENTA PREFERENCIAL
2310360120;REGULAMENTA/ALTERA CIRCULACAO
2310360120;REGULAMENTA PREFERENCIAL
2310363120;REGULAMENTA/ALTERA CIRCULACAO
2310363120;REGULAMENTA ESTACIONAMENTO
2310365122;SINALIZAÇAO DE ADVERTENCIA
2310367125;REGULAMENTA/ALTERA CIRCULACAO
2310367125;REGULAMENTA PREFERENCIAL
2310368121;SINALIZAÇAO DE ADVERTENCIA
2310370126;REGULAMENTA/ALTERA CIRCULACAO
2310370126;REGULAMENTA PREFERENCIAL
2310371122;REGULAMENTA VELOCIDADE
2310374121;REGULAMENTA CIRCULAÇAO DE CAMINHOES
2310377120;REGULAMENTA PREFERENCIAL
2310378127;REGULAMENTA ESTACIONAMENTO
2310379123;REGULAMENTA/ALTERA CIRCULACAO
2310379123;REGULAMENTA PREFERENCIAL
2310380121;REGULAMENTA PREFERENCIAL
2310380121;MANUTENÇAO DE MINI-ROTATORIA
2310382124;REGULAMENTA/ALTERA CIRCULACAO
2310382124;REGULAMENTA PREFERENCIAL
2310383120;REGULAMENTA ESTACIONAMENTO
2310384127;REGULAMENTA/ALTERA CIRCULACAO
2310384127;REGULAMENTA PREFERENCIAL
2310385123;SINALIZAÇAO DE ADVERTENCIA
2310387126;REGULAMENTA ESTACIONAMENTO
2310391123;SINALIZAÇAO DE ADVERTENCIA
2310393126;REGULAMENTA/ALTERA CIRCULACAO
2310393126;REGULAMENTA PREFERENCIAL
2310394114;REGULAMENTA ESTACIONAMENTO
2310394114;REGULAMENTA PREFERENCIAL
2310394114;REGULAMENTA VELOCIDADE
2310394122;REGULAMENTA ESTACIONAMENTO
2310395129;REGULAMENTA ESTACIONAMENTO
2310396125;REGULAMENTA ESTACIONAMENTO
2310397121;REGULAMENTA/ALTERA CIRCULACAO
2310398128;SINALIZAÇAO DE ADVERTENCIA
2310399124;REGULAMENTA VELOCIDADE
2310400114;REGULAMENTA ESTACIONAMENTO
2310400122;SINALIZAÇAO DE ADVERTENCIA
2310402125;SINALIZAÇAO DE ADVERTENCIA
2310403121;REGULAMENTA/ALTERA CIRCULACAO
2310403121;REGULAMENTA ESTACIONAMENTO
2310403121;REGULAMENTA PREFERENCIAL
2310405116;PROJETO ESCOLA
2310405116;REGULAMENTA ESTACIONAMENTO
2310405116;HORIZ.SIST.VIARIO SECUNDARIO
2310405116;PAIRE ESCOLA
2310405124;REGULAMENTA/ALTERA CIRCULACAO
2310405124;SINALIZAÇAO DE ADVERTENCIA
2310406120;REGULAMENTA/ALTERA CIRCULACAO
2310406120;REGULAMENTA PREFERENCIAL
2310408123;REGULAMENTA VELOCIDADE
2310409120;REGULAMENTA/ALTERA CIRCULACAO
2310409120;REGULAMENTA CIRCULAÇAO DE CAMINHOES
2310410128;REGULAMENTA/ALTERA CIRCULACAO
2310410128;REGULAMENTA PREFERENCIAL
2310411124;REGULAMENTA ESTACIONAMENTO
2310412120;REGULAMENTA/ALTERA CIRCULACAO
2310412120;REGULAMENTA PREFERENCIAL
2310413127;PROJETO DE SEGURANÇA
2310414123;SINALIZAÇAO DE ADVERTENCIA
2310414123;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
2310416126;HORIZ.SIST.VIARIO SECUNDARIO
2310416126;REGULAMENTA VELOCIDADE
2310416126;PROJETO DE SEGURANÇA
2310416126;DISPOSITIVOS AUXILIARES
2310418129;REGULAMENTA VELOCIDADE
2310422126;REGULAMENTA/ALTERA CIRCULACAO
2310423068;PROJETO GEOMETRICO
2310437115;REGULAMENTA ESTACIONAMENTO
2310437115;HORIZ.SIST.VIARIO SECUNDARIO
2310437115;PAIRE ESCOLA
2410033130;REGULAMENTA ESTACIONAMENTO
2410033130;PAIRE ESCOLA
2410449123;REGULAMENTA ESTACIONAMENTO
2410469124;PAIRE ESCOLA
2910004058;PROJETO DE SEGURANÇA - PEDESTRE
2910005062;SEMAFORO ELETRONICO
2910005062;PROJETO DE SEGURANÇA - PEDESTRE
2910007090;SEMAFORO ELETRONICO
2910008100;SEMAFORO ELETRONICO
2910008134;SEMAFORO ELETRONICO
2910009106;SEMAFORO ELETRONICO
2910011100;SEMAFORO ELETRONICO
2910018121;SEMAFORO ELETRONICO
2910019128;SEMAFORO ELETRONICO
2910024105;SEMAFORO ELETRONICO
2910027120;SEMAFORO ELETRONICO
2910029093;SEMAFORO ELETRONICO
2910030059;PROJETO DE SEGURANÇA - PEDESTRE
2910034046;GARTT - CASA VERDE
2910035093;PROJETO DE SEGURANÇA
2910037096;SEMAFORO ELETRONICO
2910037126;SEMAFORO ELETRONICO
2910038041;SEMAFORO ELETRONICO
2910038092;SEMAFORO ELETRONICO
2910038122;SEMAFORO ELETRONICO
2910039099;SEMAFORO ELETRONICO
2910040046;SEMAFORO ELETRONICO
2910040046;PROJETO DE SEGURANÇA - PEDESTRE
2910043126;PROJETO DE SEGURANÇA - PEDESTRE
2910046060;SEMAFORO ELETRONICO
2910046095;SEMAFORO ELETROMECANICO
2910046125;SEMAFORO ELETRONICO
2910052125;SEMAFORO ELETRONICO
2910061094;SEMAFORO ELETRONICO
2910062066;SEMAFORO ELETRONICO
2910063097;SEMAFORO ELETRONICO
2910065090;SEMAFORO ELETRONICO
2910069044;SEMAFORO ELETRONICO
2910069044;PROJETO DE SEGURANÇA - PEDESTRE
2910073050;SEMAFORO ELETROMECANICO
2910076059;SEMAFORO ELETRONICO
2910076067;SEMAFORO ELETRONICO
2910076121;SEMAFORO ELETRONICO
2910077063;SEMAFORO ELETRONICO
2910088049;SEMAFORO ELETRONICO
2910088049;PROJETO DE SEGURANÇA - PEDESTRE
2910089045;SEMAFORO ELETRONICO
2910089045;PROJETO DE SEGURANÇA - PEDESTRE
2910092046;SEMAFORO ELETRONICO
2910096041;SEMAFORO ELETRONICO
2910096041;PROJETO DE SEGURANÇA - PEDESTRE
2910096041;POLOS GERADORES DE TRAFEGO
2910096050;SEMAFORO ELETRONICO
2910096084;SEMAFORO ELETRONICO
2910098109;SEMAFORO ELETRONICO
2910099067;SEMAFORO ELETROMECANICO
2910099067;PROJETO DE SEGURANÇA - PEDESTRE
2910100081;SEMAFORO ELETRONICO
2910103102;SEMAFORO ELETROMECANICO
2910104060;SEMAFORO ELETRONICO
2910106063;SEMAFORO ELETRONICO
2910107043;PROJETO DE SEGURANÇA
2910108058;SEMAFORO ELETRONICO
2910108066;SEMAFORO ELETRONICO
2910116093;SEMAFORO ELETRONICO
2910119092;SEMAFORO ELETRONICO
2910120090;SEMAFORO ELETRONICO
2910123049;PROJETO DE SEGURANÇA - PEDESTRE
2910130045;SEMAFORO ELETRONICO
2910134040;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910135047;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910135063;SEMAFORO ELETRONICO
2910136043;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910137040;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910138046;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910138054;SEMAFORO ELETRONICO
2910138062;SEMAFORO ELETROMECANICO
2910138097;SEMAFORO ELETRONICO
2910139042;VIA LIVRE - DR. ZUQUIM/NOVA CANTAREIRA
2910139093;SEMAFORO ELETRONICO
2910140040;PROJETO DE SEGURANÇA
2910147061;SEMAFORO ELETRONICO
2910149056;SEMAFORO ELETRONICO
2910149056;PROJETO DE SEGURANÇA - PEDESTRE
2910150062;SEMAFORO ELETROMECANICO
2910153053;SEMAFORO ELETRONICO
2910191087;SEMAFORO ELETROMECANICO
2910199100;SEMAFORO ELETRONICO
2910201104;SEMAFORO ELETRONICO
2910201104;PROJETO DE SEGURANÇA - PEDESTRE
2910203107;SEMAFORO ELETRONICO
2910217108;SEMAFORO ELETRONICO
2910218104;SEMAFORO ELETRONICO
2910220087;SEMAFORO ELETRONICO
2910228053;SEMAFORO ELETROMECANICO
2910232107;SEMAFORO ELETRONICO
2910243052;PROJETO DE SEGURANÇA - PEDESTRE
2910251055;SEMAFORO ELETRONICO
2910263053;SEMAFORO ELETROMECANICO
2910365115;SEMAFORO ELETRONICO
3110049139;PAIRE FARMACIA
3110052130;PAIRE ESCOLA
3210046131;PAIRE ESCOLA
3210070130;REGULAMENTA CARGA/DESCARGA
3210096139;REGULAMENTA CARGA/DESCARGA
3510023137;REGULAMENTA ESTACIONAMENTO
3510038096;REGULAMENTA ESTACIONAMENTO
3510038096;PAIRE ESCOLA
3510073126;PAIRE ESCOLA
3510084063;PAIRE FARMACIA
3510093097;REGULAMENTA ESTACIONAMENTO
3510126106;PAIRE FARMACIA
3510152123;PAIRE FARMACIA
3510169085;PAIRE ESCOLA
3510180070;REGULAMENTA/ALTERA CIRCULACAO
3510180070;REGULAMENTA ESTACIONAMENTO
3510183096;REGULAMENTA CARGA/DESCARGA
3510201108;REGULAMENTA ESTACIONAMENTO
3510201108;REGULAMENTA CARGA/DESCARGA
3510202090;PAIRE FARMACIA
3510205120;REGULAMENTA CARGA/DESCARGA
3510244109;PAIRE FARMACIA
3510256107;REGULAMENTA ESTACIONAMENTO
3510256107;PAIRE ESCOLA
3510293100;PAIRE FARMACIA
3510360095;PAIRE BANCO
3610015047;REGULAMENTA ESTACIONAMENTO
3610015047;HORIZ.SIST.VIARIO SECUNDARIO
3610015047;PAIRE ESCOLA
3610028041;REGULAMENTA/ALTERA CIRCULACAO
3610028041;REGULAMENTA ESTACIONAMENTO
3610028041;SINALIZAÇAO DE ADVERTENCIA
3610028041;HORIZ.SIST.VIARIO SECUNDARIO
3610038128;REGULAMENTA CARGA/DESCARGA
3610039124;PAIRE FARMACIA
3610064099;REGULAMENTA CARGA/DESCARGA
3610067063;REGULAMENTA ESTACIONAMENTO
3610067063;HORIZ.SIST.VIARIO SECUNDARIO
3610067098;REGULAMENTA CARGA/DESCARGA
3610068116;PAIRE FARMACIA
3610081120;REGULAMENTA CARGA/DESCARGA
3610094125;REGULAMENTA CARGA/DESCARGA
3610095121;PAIRE FARMACIA
3610101121;REGULAMENTA CARGA/DESCARGA
3610111127;PAIRE FARMACIA
3610127112;REGULAMENTA ESTACIONAMENTO
3610138106;PAIRE ESCOLA
3610143061;HORIZ. SIST. VIARIO PRINCIPAL
3610168110;REGULAMENTA ESTACIONAMENTO
3610168110;PAIRE ESCOLA
3610188049;HORIZ.SIST.VIARIO SECUNDARIO
3610188049;PROJETO GEOMETRICO
3610192062;PAIRE ESCOLA
3610197129;REGULAMENTA ESTACIONAMENTO
3710010098;REGULAMENTA ESTACIONAMENTO
3710018099;REGULAMENTA/ALTERA CIRCULACAO
3710018099;REGULAMENTA VELOCIDADE
3710018099;REGULAMENTA CIRCULAÇAO DE CAMINHOES
3710020093;HORIZ.SIST.VIARIO SECUNDARIO
3710038103;SINALIZAÇAO DE ORIENTACAO
3710040094;REGULAMENTA ESTACIONAMENTO
3710043115;REGULAMENTA ESTACIONAMENTO
3710061091;HORIZ. SIST. VIARIO PRINCIPAL
3710067081;PAIRE FARMACIA
3710081114;HORIZONTAL RECAPE
3710081114;HORIZ.SIST.VIARIO SECUNDARIO
3710086060;HORIZ.SIST.VIARIO SECUNDARIO
3710119081;HORIZ.SIST.VIARIO SECUNDARIO
3710120080;REGULAMENTA ESTACIONAMENTO
3710145074;REGULAMENTA RUA DE LAZER
3710161070;REGULAMENTA ESTACIONAMENTO
3710166047;PROJETO GEOMETRICO
3710192072;REGULAMENTA ESTACIONAMENTO
3710198062;SINALIZACAO SERVICOS/EDUCATIVA
3710224047;REGULAMENTA RUA DE LAZER
3710230071;REGULAMENTA ESTACIONAMENTO
3710230071;HORIZ.SIST.VIARIO SECUNDARIO
3710251079;REGULAMENTA PREFERENCIAL
3710350115;REGULAMENTA ESTACIONAMENTO
3710350115;SINALIZAÇAO DE ADVERTENCIA
3710350115;REGULAMENTA VELOCIDADE
3810014095;PAIRE DEFICIENTE FISICO
3810024104;REGULAMENTA ESTACIONAMENTO
3810026085;PROJETO DE SEGURANÇA
3810026085;PAIRE ONIBUS
3810027081;HORIZ.SIST.VIARIO SECUNDARIO
3810027081;PROJETO DE SEGURANÇA
3810027081;PROJETO DE SEGURANÇA - PEDESTRE
3810032085;HORIZ.SIST.VIARIO SECUNDARIO
3810043109;SINALIZAÇAO DE ORIENTACAO
3810046094;PAIRE FARMACIA
3810047090;PAIRE FARMACIA
3810048097;PAIRE FARMACIA
3810054089;PROJETO GEOMETRICO
3810054089;REGULAMENTA/ALTERA HORARIO DE CIRCULAÇAO DA VIA
3810058084;HORIZ.SIST.VIARIO SECUNDARIO
3810058084;PROJETO DE SEGURANÇA
3810085090;REGULAMENTA ESTACIONAMENTO
3810085090;PONTO TAXI
3810085090;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
3810087092;REGULAMENTA ESTACIONAMENTO
3910146066;SEMAFORO ELETRONICO
3910147062;SEMAFORO ELETRONICO
3910160069;SEMAFORO ELETRONICO
3910221068;SEMAFORO ELETRONICO
3910439110;PROJETO OBRA CIVIL
3910439110;TRAVESSIA DE PEDESTRES ILUMINADA
4110001145;REGULAMENTA ESTACIONAMENTO
4110002141;REGULAMENTA ESTACIONAMENTO
4110003148;REGULAMENTA ESTACIONAMENTO
4110004144;HORIZ.SIST.VIARIO SECUNDARIO
4110005132;REGULAMENTA VELOCIDADE
4110005140;REGULAMENTA ESTACIONAMENTO
4110006147;REGULAMENTA ESTACIONAMENTO
4110008140;REGULAMENTA ESTACIONAMENTO
4110009138;REGULAMENTA VELOCIDADE
4110011140;REGULAMENTA ESTACIONAMENTO
4110014140;REGULAMENTA PREFERENCIAL
4110015146;REGULAMENTA ESTACIONAMENTO
4110016142;REGULAMENTA ESTACIONAMENTO
4110017149;REGULAMENTA PREFERENCIAL
4110018145;REGULAMENTA ESTACIONAMENTO
4110019141;REGULAMENTA ESTACIONAMENTO
4110022142;REGULAMENTA ESTACIONAMENTO
4110023149;REGULAMENTA ESTACIONAMENTO
4110024145;REGULAMENTA ESTACIONAMENTO
4110026130;MANUTENÇAO DE MINI-ROTATORIA
4110026148;REGULAMENTA ESTACIONAMENTO
4110027144;REGULAMENTA ESTACIONAMENTO
4110038138;PROJETO DE SEGURANÇA
4110138132;REGULAMENTA ESTACIONAMENTO
4110151139;REGULAMENTA ESTACIONAMENTO
4110153131;REGULAMENTA ESTACIONAMENTO
4110167132;REGULAMENTA ESTACIONAMENTO
4110169135;REGULAMENTA ESTACIONAMENTO
4110169135;PAIRE ESCOLA
4110171130;REGULAMENTA ESTACIONAMENTO
4110172136;REGULAMENTA ESTACIONAMENTO
4110175135;REGULAMENTA ESTACIONAMENTO
4110176131;REGULAMENTA ESTACIONAMENTO
4110177138;REGULAMENTA ESTACIONAMENTO
4110178134;SINALIZAÇAO DE ADVERTENCIA
4110182131;REGULAMENTA ESTACIONAMENTO
4110186137;PROJETO DE SEGURANÇA - PEDESTRE
4110187133;REGULAMENTA ESTACIONAMENTO
4110188130;REGULAMENTA CARGA/DESCARGA
4110189136;SINALIZAÇAO DE ADVERTENCIA
4110190134;SINALIZAÇAO DE ADVERTENCIA
4110192137;REGULAMENTA/ALTERA CIRCULACAO
4110193133;REGULAMENTA PREFERENCIAL
4110196132;REGULAMENTA ESTACIONAMENTO
4110197139;REGULAMENTA ESTACIONAMENTO
4110197139;PAIRE ESCOLA
4110198135;REGULAMENTA ESTACIONAMENTO
4110199131;PROJETO DE SEGURANÇA - PEDESTRE
4110200130;PROJETO DE SEGURANÇA - PEDESTRE
4110201136;REGULAMENTA ESTACIONAMENTO
4110203139;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4110205131;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4110206138;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4110209137;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4110211131;REGULAMENTA ESTACIONAMENTO
4110213134;REGULAMENTA ESTACIONAMENTO
4110215137;SINALIZACAO SERVICOS/EDUCATIVA
4110216133;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4110216133;MANUTENÇÃO DE SINALIZAÇÃO JUNTO ÀS ESCOLAS
4210011134;REGULAMENTA ESTACIONAMENTO
4210016136;PAIRE ESCOLA
4210018139;REGULAMENTA ESTACIONAMENTO
4210019135;REGULAMENTA VELOCIDADE
4210020133;PAIRE ESCOLA
4210021130;REGULAMENTA ESTACIONAMENTO
4210023132;REGULAMENTA ESTACIONAMENTO
4210028134;HORIZ.SIST.VIARIO SECUNDARIO
4210059137;REGULAMENTA/ALTERA CIRCULACAO
4210059137;REGULAMENTA ESTACIONAMENTO
4210059137;REGULAMENTA PREFERENCIAL
4210082139;SINALIZAÇAO DE ADVERTENCIA
4210082139;HORIZ.SIST.VIARIO SECUNDARIO
4210091138;PROJETO GEOMETRICO
4210091138;PROJETO FUNCIONAL - CORREDOR DE ONIBUS
4210098132;LOMBADA - REMOÇÃO
4210098132;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
4210110132;REGULAMENTA ESTACIONAMENTO
4210116130;REGULAMENTA ESTACIONAMENTO
4210119130;REGULAMENTA ESTACIONAMENTO
4210119130;SINALIZACAO SERVICOS/EDUCATIVA
4210119130;PAIRE ESCOLA
4210147133;REGULAMENTA ESTACIONAMENTO
4210147133;HORIZ.SIST.VIARIO SECUNDARIO
4210156132;PAIRE ESCOLA
4210165131;PAIRE ESCOLA
4310001149;PAIRE ESCOLA
4310004148;HORIZ. SIST. VIARIO PRINCIPAL
4310006132;REGULAMENTA ESTACIONAMENTO
4310008135;REGULAMENTA ESTACIONAMENTO
4310025137;REGULAMENTA ESTACIONAMENTO
4310034136;HORIZ.SIST.VIARIO SECUNDARIO
4310034136;PROJETO DE SEGURANÇA - PEDESTRE
4310046134;DISPOSITIVOS AUXILIARES
4310069134;SINALIZAÇAO DE ADVERTENCIA
4310077137;REGULAMENTA ESTACIONAMENTO
4310078133;REGULAMENTA ESTACIONAMENTO
4310082130;REGULAMENTA ESTACIONAMENTO
4310082130;PAIRE ESCOLA
4310085130;REGULAMENTA ESTACIONAMENTO
4310089062;HORIZ. SIST. VIARIO PRINCIPAL
4310094139;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4310095135;REGULAMENTA ESTACIONAMENTO
4310096131;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4310097138;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4310098134;REGULAMENTA ESTACIONAMENTO
4310099130;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4310100139;SINALIZAÇAO DE ADVERTENCIA
4310132111;REGULAMENTA ESTACIONAMENTO
4310132111;SINALIZAÇAO DE ADVERTENCIA
4310136125;REGULAMENTA ESTACIONAMENTO
4310137121;REGULAMENTA ESTACIONAMENTO
4310139124;PAIRE ESCOLA
4310148123;PROJETO DE SEGURANÇA
4310148123;DISPOSITIVOS AUXILIARES
4310162126;REGULAMENTA ESTACIONAMENTO
4310196128;SINALIZAÇAO DE ADVERTENCIA
4310204112;HORIZ.SIST.VIARIO SECUNDARIO
4310207111;PAIRE ONIBUS
4310208118;PAIRE ONIBUS
4310209114;PAIRE ONIBUS
4310225128;REGULAMENTA ESTACIONAMENTO
4310242120;REGULAMENTA ESTACIONAMENTO
4310242120;PAIRE ESCOLA
4310253121;HORIZ.SIST.VIARIO SECUNDARIO
4310253121;PROJETO DE SEGURANÇA - PEDESTRE
4310287123;HORIZ.SIST.VIARIO SECUNDARIO
4310287123;PROJETO DE SEGURANÇA - PEDESTRE
4310337112;PROJETO GEOMETRICO
4310399118;REGULAMENTA ESTACIONAMENTO
4310445110;REGULAMENTA ESTACIONAMENTO
4310445110;SINALIZAÇAO DE ADVERTENCIA
4310445110;REGULAMENTA VELOCIDADE
4310447112;REGULAMENTA ESTACIONAMENTO
4410055062;REGULAMENTA ESTACIONAMENTO
4410077074;PROJETO GEOMETRICO
4410131095;HORIZ.SIST.VIARIO SECUNDARIO
4410136097;HORIZ.SIST.VIARIO SECUNDARIO
4410137123;REGULAMENTA RUA DE LAZER
4410146050;REGULAMENTA ESTACIONAMENTO
4410146050;HORIZ.SIST.VIARIO SECUNDARIO
4410184040;REGULAMENTA/ALTERA CIRCULACAO
4410184040;REGULAMENTA ESTACIONAMENTO
4410184040;HORIZ.SIST.VIARIO SECUNDARIO
4410195123;PAIRE ESCOLA
4410210122;REGULAMENTA VELOCIDADE
4410212109;REGULAMENTA ESTACIONAMENTO
4410212109;REGULAMENTA CARGA/DESCARGA
4410212125;REGULAMENTA ESTACIONAMENTO
4410241109;PAIRE FARMACIA
4510034105;REGULAMENTA ESTACIONAMENTO
4510036094;SINALIZACAO SERVICOS/EDUCATIVA
4510038097;SINALIZACAO SERVICOS/EDUCATIVA
4510040091;SINALIZACAO SERVICOS/EDUCATIVA
4510050070;HORIZ.SIST.VIARIO SECUNDARIO
4510077092;REGULAMENTA ESTACIONAMENTO
4610018136;REGULAMENTA ESTACIONAMENTO
4610025132;HORIZ. SIST. VIARIO PRINCIPAL
4610032120;REGULAMENTA ESTACIONAMENTO
4610032120;HORIZ.SIST.VIARIO SECUNDARIO
4610032120;PAIRE ESCOLA
4610034123;REGULAMENTA ESTACIONAMENTO
4610034123;HORIZ.SIST.VIARIO SECUNDARIO
4610034123;PAIRE FARMACIA
4610056100;PROJETO ESCOLA
4610056100;REGULAMENTA ESTACIONAMENTO
4610059096;REGULAMENTA CARGA/DESCARGA
4610064111;PAIRE ESCOLA
4610072114;REGULAMENTA PREFERENCIAL
4610089122;REGULAMENTA ESTACIONAMENTO
4610089122;HORIZ.SIST.VIARIO SECUNDARIO
4610089122;PAIRE ESCOLA
4610099098;PROJETO ESCOLA
4610099098;REGULAMENTA ESTACIONAMENTO
4610099098;PAIRE ESCOLA
4610111098;PROJETO ESCOLA
4610111098;REGULAMENTA ESTACIONAMENTO
4610111098;PAIRE ESCOLA
4610111101;PAIRE ESCOLA
4610113090;PROJETO GEOMETRICO
4610113090;PROJETO OBRA CIVIL
4610114127;REGULAMENTA/ALTERA CIRCULACAO
4610114127;REGULAMENTA ESTACIONAMENTO
4610114127;REGULAMENTA PREFERENCIAL
4610114127;HORIZ.SIST.VIARIO SECUNDARIO
4610114127;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
4610117100;PAIRE ESCOLA
4610121115;HORIZ. SIST. VIARIO PRINCIPAL
4610121115;PAIRE ONIBUS
4610138107;PAIRE DEFICIENTE FISICO
4610141124;PROJETO GEOMETRICO
4610143100;SINALIZAÇAO DE ORIENTACAO
4610144123;REGULAMENTA PREFERENCIAL
4610144123;PAIRE ESCOLA
4610147106;PAIRE ESCOLA
4610151111;REGULAMENTA/ALTERA CIRCULACAO
4610151111;REGULAMENTA ESTACIONAMENTO
4610168081;PAIRE ESCOLA
4610170124;SINALIZAÇAO DE ADVERTENCIA
4610189089;PAIRE ESCOLA
4910002073;SEMAFORO ELETROMECANICO
4910006060;SEMAFORO ELETRONICO
4910017089;SEMAFORO ELETRONICO
4910019057;PROJETO DE SEGURANÇA - PEDESTRE
4910022058;SEMAFORO ELETRONICO
4910022082;SEMAFORO ELETROMECANICO
4910023054;SEMAFORO ELETRONICO
4910025081;SEMAFORO ELETRONICO
4910026088;SEMAFORO ELETRONICO
4910028080;SEMAFORO ELETRONICO
4910032088;SEMAFORO ELETRONICO
4910036083;SEMAFORO ELETRONICO
4910036105;SEMAFORO ELETRONICO
4910040102;SEMAFORO ELETRONICO
4910041079;SEMAFORO ELETRONICO
4910052100;PROJETO DE SEGURANÇA - PEDESTRE
4910056050;PROJETO DE SEGURANÇA - PEDESTRE
4910058079;SEMAFORO ELETRONICO
4910059059;SEMAFORO ELETRONICO
4910060073;SEMAFORO AMARELO PISCANTE
4910067094;SEMAFORO ELETRONICO
4910075100;SEMAFORO ELETRONICO
4910076077;SEMAFORO ELETROMECANICO
4910078100;SEMAFORO ELETRONICO
4910079106;SEMAFORO ELETRONICO
4910079106;PROJETO DE SEGURANÇA - PEDESTRE
4910080066;SEMAFORO ELETRONICO
4910081070;SEMAFORO ELETRONICO
4910084096;SEMAFORO ELETRONICO
4910086064;SEMAFORO ELETRONICO
4910095055;SEMAFORO ELETRONICO
4910100075;SEMAFORO ELETRONICO
4910101055;SEMAFORO ELETROMECANICO
4910101098;PROJETO DE SEGURANÇA - PEDESTRE
4910102060;SEMAFORO ELETRONICO
4910106057;SEMAFORO ELETRONICO
4910106057;PROJETO DE SEGURANÇA - PEDESTRE
4910107096;SEMAFORO ELETRONICO
4910107096;PROJETO DE SEGURANÇA
4910108050;SEMAFORO ELETRONICO
4910109056;SEMAFORO ELETRONICO
4910109072;SEMAFORO ELETRONICO
4910110062;REGULAMENTA ESTACIONAMENTO
4910112057;SEMAFORO ELETRONICO
4910112065;SEMAFORO ELETRONICO
4910112073;SEMAFORO ELETRONICO
4910113053;SEMAFORO ELETRONICO
4910114050;SEMAFORO ELETRONICO
4910114076;SEMAFORO ELETRONICO
4910115056;SEMAFORO ELETRONICO
4910116052;SEMAFORO ELETRONICO
4910117075;SEMAFORO ELETRONICO
4910118055;SEMAFORO ELETRONICO
4910118071;SEMAFORO AMARELO PISCANTE
4910120050;PROJETO DE SEGURANÇA - PEDESTRE
4910121099;SEMAFORO ELETRONICO
4910124098;SEMAFORO ELETROMECANICO
4910126090;SEMAFORO ELETRONICO
4910131060;SEMAFORO ELETRONICO
4910137076;SEMAFORO ELETROMECANICO
4910139095;SEMAFORO ELETRONICO
4910141065;SEMAFORO ELETRONICO
4910144072;SEMAFORO ELETRONICO
4910144099;SEMAFORO ELETRONICO
4910146083;SEMAFORO ELETRONICO
4910147063;SEMAFORO ELETRONICO
4910149090;SEMAFORO ELETRONICO
4910150064;SEMAFORO ELETRONICO
4910151095;SEMAFORO ELETRONICO
4910152083;SEMAFORO ELETRONICO
4910153063;SEMAFORO ELETRONICO
4910156062;SEMAFORO ELETRONICO
4910157069;SEMAFORO ELETRONICO
4910158065;SEMAFORO ELETRONICO
4910162070;SEMAFORO ELETRONICO
4910162070;PROJETO DE SEGURANÇA
4910164065;SEMAFORO ELETROMECANICO
4910164073;SEMAFORO ELETRONICO
4910166068;HORIZ. SIST. VIARIO PRINCIPAL
4910166068;SEMAFORO ELETRONICO
4910167099;SEMAFORO ELETRONICO
4910168060;SEMAFORO ELETRONICO
4910168079;SEMAFORO ELETRONICO
4910170090;SEMAFORO ELETRONICO
4910171061;SEMAFORO ELETRONICO
