numenc;descricao
4910179062;SEMAFORO ELETRONICO
4910183078;SEMAFORO ELETRONICO
4910186077;SEMAFORO ELETROMECANICO
4910187073;SEMAFORO ELETRONICO
4910189076;SEMAFORO ELETRONICO
4910191070;SINALIZAÇAO DE ADVERTENCIA
4910193073;SEMAFORO ELETROMECANICO
4910194070;SEMAFORO ELETRONICO
4910195076;PROJETO DE SEGURANÇA - PEDESTRE
4910195076;POLOS GERADORES DE TRAFEGO
4910196072;SINALIZAÇAO DE ADVERTENCIA
4910209085;SEMAFORO ELETRONICO
4910217088;SEMAFORO ELETRONICO
4910220089;SEMAFORO ELETRONICO
4910227083;SEMAFORO ELETRONICO
4910228080;SEMAFORO ELETRONICO
4910229086;SEMAFORO ELETRONICO
4910230084;SEMAFORO ELETRONICO
4910234080;SEMAFORO ELETRONICO
4910235086;SEMAFORO ELETRONICO
4910247084;SEMAFORO ELETRONICO
4910258086;SEMAFORO ELETRONICO
4910259082;SEMAFORO ELETRONICO
4910268081;SEMAFORO ELETRONICO
4910269088;SEMAFORO ELETRONICO
4910272089;SEMAFORO ELETRONICO
4910273085;SEMAFORO ELETRONICO
4910277080;SEMAFORO ELETRONICO
5110003149;REGULAMENTA ESTACIONAMENTO
5110054134;HORIZ.SIST.VIARIO SECUNDARIO
5110162069;REGULAMENTA/ALTERA CIRCULACAO
5210004066;PROJETO DE SEGURANÇA - PEDESTRE
5210008061;REGULAMENTA PREFERENCIAL
5210043061;SINALIZAÇAO DE ADVERTENCIA
5210043061;REGULAMENTA VELOCIDADE
5210043061;PROJETO DE SEGURANÇA - PEDESTRE
5210044068;SINALIZAÇAO DE ADVERTENCIA
5210044068;REGULAMENTA VELOCIDADE
5210055078;REGULAMENTA VELOCIDADE
5210055078;PROJETO DE SEGURANÇA - PEDESTRE
5210115046;PROJETO DE SEGURANÇA
5210118045;REGULAMENTA CIRCULAÇAO DE CAMINHOES
5210125130;PROJETO MINI ROTATORIA
5210128059;PROJETO ESCOLA
5210128059;REGULAMENTA VELOCIDADE
5210136051;PROJETO ESCOLA
5210136051;REGULAMENTA VELOCIDADE
5210137066;REGULAMENTA ESTACIONAMENTO
5210137066;REGULAMENTA PREFERENCIAL
5210151050;REGULAMENTA/ALTERA CIRCULACAO
5210151050;REGULAMENTA ESTACIONAMENTO
5210160068;REGULAMENTA ESTACIONAMENTO
5210160068;PAIRE ESCOLA
5210164055;PROJETO ESCOLA
5210171051;REGULAMENTA PREFERENCIAL
5210171060;SINALIZAÇAO DE ADVERTENCIA
5210213072;REGULAMENTA ESTACIONAMENTO
5210243060;SINALIZAÇAO DE ORIENTACAO
5210286061;PAIRE CORREIO
5310016040;PROJETO DE SEGURANÇA
5310049088;SINALIZAÇAO DE ORIENTACAO
5310052089;PROJETO ESCOLA
5310068104;HORIZ.SIST.VIARIO SECUNDARIO
5310069100;HORIZ. SIST. VIARIO PRINCIPAL
5310099050;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
5310101098;PROJETO DE SEGURANÇA - PEDESTRE
5310137092;PROJETO MINI ROTATORIA
5310149104;PROJETO ESCOLA
5310152040;REGULAMENTA/ALTERA CIRCULACAO
5310152040;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
5310157050;PROJETO ESCOLA
5310157050;REGULAMENTA VELOCIDADE
5310159053;REGULAMENTA VELOCIDADE
5310166041;SINALIZAÇAO DE ADVERTENCIA
5310166041;REGULAMENTA VELOCIDADE
5310168079;PROJETO DE SEGURANÇA - PEDESTRE
5310170103;PROJETO ESCOLA
5310170103;SINALIZAÇAO DE ADVERTENCIA
5310170103;REGULAMENTA VELOCIDADE
5310173102;PROJETO ESCOLA
5310178058;HORIZ.SIST.VIARIO SECUNDARIO
5310179046;LOMBADA-MANUT. HORIZONTAL
5310196102;PROJETO DE SEGURANÇA
5310230041;SINALIZAÇAO DE ADVERTENCIA
5310230041;REGULAMENTA VELOCIDADE
5310268081;PROJETO DE SEGURANÇA - PEDESTRE
5410004140;HORIZ.SIST.VIARIO SECUNDARIO
5410004140;PROJETO DE SEGURANÇA - PEDESTRE
5410005147;HORIZ.SIST.VIARIO SECUNDARIO
5410005147;PROJETO DE SEGURANÇA - PEDESTRE
5410006070;REGULAMENTA VELOCIDADE
5410007140;HORIZ.SIST.VIARIO SECUNDARIO
5410007140;PROJETO DE SEGURANÇA - PEDESTRE
5410018141;REGULAMENTA ESTACIONAMENTO
5410018141;HORIZ.SIST.VIARIO SECUNDARIO
5410022149;SINALIZAÇAO DE ADVERTENCIA
5410022149;DISPOSITIVOS AUXILIARES
5410023145;SINALIZAÇAO DE ADVERTENCIA
5410023145;HORIZ.SIST.VIARIO SECUNDARIO
5410023145;PROJETO DE SEGURANÇA - PEDESTRE
5410033140;SINALIZAÇAO DE ADVERTENCIA
5410058089;HORIZ.SIST.VIARIO SECUNDARIO
5410101090;REGULAMENTA/ALTERA CIRCULACAO
5410101090;HORIZ. SIST. VIARIO PRINCIPAL
5410101090;PROJETO OBRA CIVIL
5410101090;PROJETO DE SEGURANÇA
5410118073;LOMBADA-MANUT. HORIZONTAL
5410149130;SINALIZAÇAO DE ADVERTENCIA
5410150139;REGULAMENTA/ALTERA CIRCULACAO
5410151135;REGULAMENTA ESTACIONAMENTO
5410156137;REGULAMENTA ESTACIONAMENTO
5410157133;HORIZ. SIST. VIARIO PRINCIPAL
5410159080;HORIZ.SIST.VIARIO SECUNDARIO
5410165136;PROJETO DE SEGURANÇA - PEDESTRE
5410166078;SINALIZAÇAO DE ADVERTENCIA
5410171136;TRAVESSIA DE PEDESTRES ILUMINADA
5410171136;PROJETO DE SEGURANÇA - PEDESTRE
5410171136;FAIXA REVERSÍVEL
5410173139;SINALIZAÇAO DE ADVERTENCIA
5410173139;PROJETO DE SEGURANÇA - PEDESTRE
5410177070;PROJETO DE SEGURANÇA
5410183134;HORIZ.SIST.VIARIO SECUNDARIO
5410183134;PROJETO DE SEGURANÇA - PEDESTRE
5410189078;REGULAMENTA/ALTERA CIRCULACAO
5410189078;HORIZ.SIST.VIARIO SECUNDARIO
5410260082;HORIZ.SIST.VIARIO SECUNDARIO
5410273087;REGULAMENTA VELOCIDADE
5410275080;REGULAMENTA VELOCIDADE
5410306082;PROJETO ESCOLA
5410306082;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
5410376064;HORIZ.SIST.VIARIO SECUNDARIO
5410391080;REGULAMENTA ESTACIONAMENTO
5410391080;HORIZ.SIST.VIARIO SECUNDARIO
5410399080;PAIRE ESCOLA
5410414080;SINALIZAÇAO DE ADVERTENCIA
5410414080;HORIZ.SIST.VIARIO SECUNDARIO
5410414080;REGULAMENTA VELOCIDADE
5910007122;SEMAFORO ELETRONICO
5910009109;SEMAFORO ELETRONICO
5910010107;SEMAFORO ELETRONICO
5910012100;SEMAFORO ELETRONICO
5910013092;SEMAFORO ELETRONICO
5910013106;SEMAFORO ELETRONICO
5910015133;SEMAFORO ELETRONICO
5910028120;SEMAFORO ELETRONICO
5910033093;SEMAFORO ELETRONICO
5910035096;SEMAFORO ELETRONICO
5910038095;SEMAFORO ELETRONICO
5910040120;SEMAFORO ELETRONICO
5910048120;SEMAFORO ELETRONICO
5910048120;POLOS GERADORES DE TRAFEGO
5910049127;SEMAFORO ELETRONICO
5910049127;POLOS GERADORES DE TRAFEGO
5910050125;SEMAFORO ELETRONICO
5910051121;SEMAFORO ELETRONICO
5910052128;SEMAFORO ELETRONICO
5910058126;SEMAFORO ELETRONICO
5910059122;SEMAFORO ELETRONICO
5910060120;SEMAFORO ELETRONICO
5910062093;SEMAFORO ELETRONICO
5910066102;SEMAFORO ELETRONICO
5910067125;PROJETO DE SEGURANÇA - PEDESTRE
5910075110;SEMAFORO ELETRONICO
5910076124;SEMAFORO ELETRONICO
5910090119;SEMAFORO ELETRONICO
5910091115;SEMAFORO ELETRONICO
5910094114;SEMAFORO ELETRONICO
5910107127;SEMAFORO ELETRONICO
5910118129;SEMAFORO ELETRONICO
5910119095;SEMAFORO ELETRONICO
5910121090;SEMAFORO ELETRONICO
5910126091;SINALIZAÇAO DE ORIENTACAO
5910126091;SEMAFORO ELETRONICO
5910131125;SEMAFORO ELETRONICO
5910132105;SEMAFORO ELETRONICO
5910132105;PROJETO DE SEGURANÇA - PEDESTRE
5910133101;SEMAFORO ELETRONICO
5910134116;SEMAFORO ELETRONICO
5910135090;SEMAFORO ELETRONICO
5910139100;SEMAFORO ELETRONICO
5910139100;PROJETO DE SEGURANÇA - PEDESTRE
5910155091;SEMAFORO ELETRONICO
5910157094;SEMAFORO ELETRONICO
5910158112;SEMAFORO ELETRONICO
5910159097;SEMAFORO ELETRONICO
5910167120;SEMAFORO ELETRONICO
5910188100;SEMAFORO ELETRONICO
5910189093;PROJETO DE SEGURANÇA
5910189093;PROJETO DE SEGURANÇA - PEDESTRE
5910190105;SEMAFORO ELETRONICO
5910196103;SEMAFORO ELETRONICO
5910201115;SEMAFORO ELETRONICO
5910202111;SEMAFORO ELETRONICO
5910220101;SEMAFORO ELETRONICO
5910297090;SEMAFORO ELETRONICO
5910301098;SEMAFORO ELETRONICO
5910301101;SEMAFORO ELETRONICO
5910308106;SEMAFORO ELETRONICO
5910310100;SEMAFORO ELETRONICO
5910311107;SEMAFORO ELETRONICO
5910312103;SEMAFORO ELETRONICO
5910314106;SEMAFORO ELETRONICO
6210090060;PROJETO DE SEGURANÇA
6210092063;PROJETO DE SEGURANÇA
6210093060;PROJETO DE SEGURANÇA
6210094066;PROJETO DE SEGURANÇA
6210095062;PROJETO DE SEGURANÇA
6210100066;PROJETO DE SEGURANÇA
6210101062;PROJETO DE SEGURANÇA
6210102069;PROJETO DE SEGURANÇA
6210103065;PROJETO DE SEGURANÇA
6210104061;PROJETO DE SEGURANÇA
6210110061;SINALIZAÇAO DE ORIENTACAO
6210116060;HORIZ. SIST. VIARIO PRINCIPAL
6210116060;TUNEIS, VIADUTOS E PONTES
6210117066;HORIZ. SIST. VIARIO PRINCIPAL
6210117066;TUNEIS, VIADUTOS E PONTES
6210125069;HORIZ. SIST. VIARIO PRINCIPAL
7110001148;REGULAMENTA ESTACIONAMENTO
7110001148;HORIZ.SIST.VIARIO SECUNDARIO
7110004147;PAIRE FARMACIA
7110055132;HORIZ.SIST.VIARIO SECUNDARIO
7110066134;REGULAMENTA ESTACIONAMENTO
7110070131;PAIRE ESCOLA
7110072134;REGULAMENTA CARGA/DESCARGA
7110073130;REGULAMENTA ESTACIONAMENTO
7110073130;HORIZ.SIST.VIARIO SECUNDARIO
7110078132;HORIZ.SIST.VIARIO SECUNDARIO
7110078132;PAIRE ESCOLA
7110082130;PAIRE ONIBUS
7310004140;REGULAMENTA/ALTERA CIRCULACAO
7310004140;REGULAMENTA PREFERENCIAL
7310008138;REGULAMENTA PREFERENCIAL
7310009134;SINALIZAÇAO DE ADVERTENCIA
7310009134;REGULAMENTA VELOCIDADE
7310010140;REGULAMENTA ESTACIONAMENTO
7310011147;SINALIZAÇAO DE ADVERTENCIA
7310011147;LOMBADA  CET
7310011147;HORIZ.SIST.VIARIO SECUNDARIO
7310011147;SINALIZAÇÃO DE CURVAS PERIGOSAS
7310011147;DISPOSITIVOS AUXILIARES
7310012143;SINALIZAÇAO DE ADVERTENCIA
7310012143;HORIZ.SIST.VIARIO SECUNDARIO
7310013140;REGULAMENTA ESTACIONAMENTO
7310014138;REGULAMENTA ESTACIONAMENTO
7310014138;SINALIZAÇAO DE ADVERTENCIA
7310014146;HORIZ.SIST.VIARIO SECUNDARIO
7310018133;SINALIZAÇAO DE ADVERTENCIA
7310018133;REGULAMENTA CIRCULAÇAO DE CAMINHOES
7310021134;REGULAMENTA ESTACIONAMENTO
7310021134;PAIRE ESCOLA
7310021142;HORIZ. SIST. VIARIO PRINCIPAL
7310021142;SINALIZAÇAO DE ADVERTENCIA
7310023145;REGULAMENTA ESTACIONAMENTO
7310024133;REGULAMENTA ESTACIONAMENTO
7310024133;PAIRE ESCOLA
7310032136;REGULAMENTA ESTACIONAMENTO
7310032136;PAIRE FARMACIA
7310033140;SINALIZAÇAO DE ADVERTENCIA
7310033140;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
7310045130;HORIZ.SIST.VIARIO SECUNDARIO
7310045130;LOMBADA-MANUT. HORIZONTAL
7310045130;PROJETO DE SEGURANÇA - PEDESTRE
7310051130;SINALIZAÇAO DE ADVERTENCIA
7310051130;REGULAMENTA CIRCULAÇAO DE CAMINHOES
7310058135;REGULAMENTA ESTACIONAMENTO
7310059131;REGULAMENTA ESTACIONAMENTO
7310059131;SINALIZAÇAO DE ADVERTENCIA
7310059131;PAIRE ESCOLA
7310060130;REGULAMENTA PREFERENCIAL
7310060130;HORIZ.SIST.VIARIO SECUNDARIO
7310061136;SINALIZAÇAO DE ADVERTENCIA
7310073134;REGULAMENTA ESTACIONAMENTO
7310088131;LOMBADA  CET
7310088131;HORIZ.SIST.VIARIO SECUNDARIO
7310088131;LOMBADA - REMOÇÃO
7310088131;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
7310088131;LOMBADA - ADEQUAÇÃO COM OBRA CIVIL
7310092139;SINALIZAÇAO DE ADVERTENCIA
7310092139;SINALIZAÇÃO DE CURVAS PERIGOSAS
7310093135;REGULAMENTA/ALTERA CIRCULACAO
7310100131;REGULAMENTA ESTACIONAMENTO
7310101138;REGULAMENTA ESTACIONAMENTO
7310103130;REGULAMENTA CIRCULAÇAO DE CAMINHOES
7310104137;SINALIZAÇAO DE ADVERTENCIA
7310104137;HORIZ.SIST.VIARIO SECUNDARIO
7310104137;PROGRAMA - CET NO SEU BAIRRO
7310105133;REGULAMENTA ESTACIONAMENTO
7310110137;HORIZ.SIST.VIARIO SECUNDARIO
7310115139;REGULAMENTA ESTACIONAMENTO
7310115139;HORIZ.SIST.VIARIO SECUNDARIO
7310115139;PROJETO DE SEGURANÇA - PEDESTRE
7310116135;HORIZ.SIST.VIARIO SECUNDARIO
7310117131;HORIZ.SIST.VIARIO SECUNDARIO
7310119134;SINALIZAÇAO DE ADVERTENCIA
7310120132;REGULAMENTA PREFERENCIAL
7310120132;HORIZ.SIST.VIARIO SECUNDARIO
7310120132;DISPOSITIVOS AUXILIARES
7310121139;REGULAMENTA/ALTERA CIRCULACAO
7310121139;REGULAMENTA ESTACIONAMENTO
7310121139;SINALIZAÇAO DE ADVERTENCIA
7310121139;HORIZ.SIST.VIARIO SECUNDARIO
7310121139;PAIRE FARMACIA
7310121139;DISPOSITIVOS AUXILIARES
7310124138;SINALIZAÇAO DE ORIENTACAO
7310124138;HORIZ.SIST.VIARIO SECUNDARIO
7310127137;LOMBADA  CET
7310127137;LOMBADA-MANUT. HORIZONTAL
7310135130;SINALIZAÇAO DE ADVERTENCIA
7310135130;REGULAMENTA VELOCIDADE
7310140133;REGULAMENTA/ALTERA CIRCULACAO
7310140133;REGULAMENTA ESTACIONAMENTO
7310140133;SINALIZAÇAO DE ADVERTENCIA
7610002135;REGULAMENTA ESTACIONAMENTO
7610003131;REGULAMENTA ESTACIONAMENTO
7610004138;REGULAMENTA ESTACIONAMENTO
7610013137;REGULAMENTA ESTACIONAMENTO
7610014133;SINALIZAÇAO DE ADVERTENCIA
7610014133;PROJETO DE SEGURANÇA
7610014133;PROGRAMA - CET NO SEU BAIRRO
7610015130;REGULAMENTA ESTACIONAMENTO
7610015130;PROGRAMA - CET NO SEU BAIRRO
7610018139;REGULAMENTA ESTACIONAMENTO
7610024139;REGULAMENTA/ALTERA CIRCULACAO
7610024139;REGULAMENTA ESTACIONAMENTO
7610026123;REGULAMENTA PREFERENCIAL
7610026123;SINALIZAÇAO DE ADVERTENCIA
7610026123;HORIZ.SIST.VIARIO SECUNDARIO
7610028134;REGULAMENTA ESTACIONAMENTO
7610028134;PAIRE ESCOLA
7610030120;REGULAMENTA ESTACIONAMENTO
7610030139;REGULAMENTA ESTACIONAMENTO
7610030139;PAIRE ESCOLA
7610031135;REGULAMENTA ESTACIONAMENTO
7610031135;PAIRE ESCOLA
7610032123;PROJETO DE SEGURANÇA - PEDESTRE
7610032131;REGULAMENTA ESTACIONAMENTO
7610033138;REGULAMENTA ESTACIONAMENTO
7610036137;REGULAMENTA ESTACIONAMENTO
7610036137;REGULAMENTA VELOCIDADE
7610041130;REGULAMENTA/ALTERA CIRCULACAO
7610041130;REGULAMENTA ESTACIONAMENTO
7610045136;REGULAMENTA ESTACIONAMENTO
7610045136;REGULAMENTA VELOCIDADE
7610047120;REGULAMENTA ESTACIONAMENTO
7610050121;REGULAMENTA ESTACIONAMENTO
7610050121;SINALIZAÇAO DE ADVERTENCIA
7610050130;SINALIZAÇAO DE ORIENTACAO
7610050130;REGULAMENTA ESTACIONAMENTO
7610051136;PROJETO DE SEGURANÇA - PEDESTRE
7610052132;REGULAMENTA ESTACIONAMENTO
7610052132;SINALIZAÇAO DE ADVERTENCIA
7610052132;REGULAMENTA VELOCIDADE
7610052132;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
7610056138;REGULAMENTA ESTACIONAMENTO
7610060127;REGULAMENTA ESTACIONAMENTO
7610064122;SINALIZAÇAO DE ADVERTENCIA
7610064122;REGULAMENTA VELOCIDADE
7610064122;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
7610065129;REGULAMENTA ESTACIONAMENTO
7610065129;PAIRE ESCOLA
7610070130;REGULAMENTA/ALTERA CIRCULACAO
7610072125;REGULAMENTA ESTACIONAMENTO
7610076120;REGULAMENTA ESTACIONAMENTO
7610080128;SINALIZAÇAO DE ADVERTENCIA
7610081124;SINALIZAÇAO DE ADVERTENCIA
7610090123;HORIZ.SIST.VIARIO SECUNDARIO
7610090123;PROJETO DE SEGURANÇA - PEDESTRE
7610091138;SINALIZAÇAO DE ADVERTENCIA
7610091138;LOMBADA  CET
7610091138;REGULAMENTA VELOCIDADE
7610091138;LOMBADA - ADEQUAÇÃO SINAL. VERT. / HORIZ.
7610112127;PROJETO MINI ROTATORIA
7610118125;SINALIZAÇAO DE ADVERTENCIA
7610118125;PROJETO DE SEGURANÇA - PEDESTRE
7610122122;REGULAMENTA/ALTERA CIRCULACAO
7610122122;HORIZ.SIST.VIARIO SECUNDARIO
7610130125;HORIZ.SIST.VIARIO SECUNDARIO
7610130125;DISPOSITIVOS AUXILIARES
7610134120;REGULAMENTA/ALTERA CIRCULACAO
7610134120;PROJETO GEOMETRICO
7610149128;REGULAMENTA ESTACIONAMENTO
7610149128;PROJETO DE SEGURANÇA - PEDESTRE
7610169129;PROJETO DE SEGURANÇA - PEDESTRE
7610181129;REGULAMENTA/ALTERA CIRCULACAO
7610181129;REGULAMENTA ESTACIONAMENTO
7610181129;SINALIZAÇAO DE ADVERTENCIA
7610181129;HORIZ.SIST.VIARIO SECUNDARIO
7610181129;SINALIZAÇÃO DE CURVAS PERIGOSAS
7610181129;PROJETO DE SEGURANÇA - PEDESTRE
7610181129;RETIRADA DE TACHÕES TRANSVERSAIS
7610182125;SINALIZAÇAO DE ADVERTENCIA
7610182125;HORIZ.SIST.VIARIO SECUNDARIO
7610182125;PROJETO DE SEGURANÇA
7610182125;LOMBADA-MANUT. HORIZONTAL
7610182125;PROJETO DE SEGURANÇA - PEDESTRE
7610184128;REGULAMENTA/ALTERA CIRCULACAO
7610184128;SINALIZAÇAO DE ADVERTENCIA
7610189120;REGULAMENTA ESTACIONAMENTO
7610190128;REGULAMENTA PREFERENCIAL
7610190128;SINALIZAÇAO DE ADVERTENCIA
7610190128;HORIZ.SIST.VIARIO SECUNDARIO
7610191124;REGULAMENTA/ALTERA CIRCULACAO
7610191124;SINALIZAÇAO DE ADVERTENCIA
7610192120;REGULAMENTA/ALTERA CIRCULACAO
7610192120;REGULAMENTA ESTACIONAMENTO
7610204129;REGULAMENTA PREFERENCIAL
7610204129;SINALIZAÇAO DE ADVERTENCIA
7610204129;HORIZ.SIST.VIARIO SECUNDARIO
7610206121;REGULAMENTA/ALTERA CIRCULACAO
7610210129;PROJETO DE SEGURANÇA - PEDESTRE
7610213128;REGULAMENTA ESTACIONAMENTO
7610214124;REGULAMENTA ESTACIONAMENTO
7610235121;REGULAMENTA ESTACIONAMENTO
7610235121;REGULAMENTA PREFERENCIAL
7610235121;HORIZ.SIST.VIARIO SECUNDARIO
7610235121;DISPOSITIVOS AUXILIARES
7610237124;REGULAMENTA/ALTERA CIRCULACAO
7610238120;PROJETO DE SEGURANÇA - PEDESTRE
7610240125;REGULAMENTA/ALTERA CIRCULACAO
7610240125;REGULAMENTA ESTACIONAMENTO
7610240125;PROJETO DE SEGURANÇA - PEDESTRE
7610245127;PROJETO GEOMETRICO
7610255122;PROJETO GEOMETRICO
7610258121;REGULAMENTA ESTACIONAMENTO
7610261122;REGULAMENTA/ALTERA CIRCULACAO
7610261122;REGULAMENTA ESTACIONAMENTO
7610266124;SINALIZAÇAO DE ADVERTENCIA
7610266124;PROJETO DE SEGURANÇA - PEDESTRE
7610268127;SINALIZAÇAO DE ADVERTENCIA
7610270121;PROJETO DE SEGURANÇA - PEDESTRE
7610273120;REGULAMENTA ESTACIONAMENTO
7610273120;PAIRE DEFICIENTE FISICO
7610273120;PROGRAMA - CET NO SEU BAIRRO
7610279129;SINALIZAÇAO DE ADVERTENCIA
7610287121;REGULAMENTA ESTACIONAMENTO
7610287121;PAIRE DEFICIENTE FISICO
7610296120;REGULAMENTA ESTACIONAMENTO
7610296120;HORIZ.SIST.VIARIO SECUNDARIO
7610300128;REGULAMENTA ESTACIONAMENTO
7610314129;PROJETO GEOMETRICO
7610314129;PROJETO DE SEGURANÇA - PEDESTRE
7610322121;REGULAMENTA/ALTERA CIRCULACAO
7610323128;SINALIZAÇAO DE ADVERTENCIA
7610323128;PROJETO DE SEGURANÇA - PEDESTRE
7610326127;REGULAMENTA ESTACIONAMENTO
7610326127;PAIRE DEFICIENTE FISICO
7610326127;PAIRE ESCOLA
7610336122;REGULAMENTA ESTACIONAMENTO
7610336122;HORIZ.SIST.VIARIO SECUNDARIO
7610336122;PROJETO DE SEGURANÇA
7610338125;REGULAMENTA ESTACIONAMENTO
7610338125;PAIRE ESCOLA
7610339121;REGULAMENTA ESTACIONAMENTO
7610340120;REGULAMENTA ESTACIONAMENTO
7610340120;PAIRE DEFICIENTE FISICO
7610340120;PROJETO DE SEGURANÇA - PEDESTRE
7610340120;PAIRE IDOSO
7610341126;REGULAMENTA ESTACIONAMENTO
7610341126;PAIRE ESCOLA
7610346128;REGULAMENTA PREFERENCIAL
7610346128;PROJETO DE SEGURANÇA - PEDESTRE
7610355127;PROJETO DE SEGURANÇA
7610356123;SINALIZAÇAO DE ADVERTENCIA
7610356123;PROJETO DE SEGURANÇA
7610357120;SINALIZAÇAO DE ADVERTENCIA
7610357120;PROJETO DE SEGURANÇA
7610362123;PROJETO DE SEGURANÇA - PEDESTRE
7610364126;REGULAMENTA ESTACIONAMENTO
7610364126;SINALIZAÇAO DE ADVERTENCIA
7610365122;REGULAMENTA ESTACIONAMENTO
7610371122;REGULAMENTA ESTACIONAMENTO
7610371122;PAIRE ESCOLA
7610371122;PAIRE IDOSO
7610372129;REGULAMENTA/ALTERA CIRCULACAO
7610373125;REGULAMENTA ESTACIONAMENTO
7610373125;SINALIZAÇAO DE ADVERTENCIA
7610373125;REGULAMENTA VELOCIDADE
7610374121;REGULAMENTA ESTACIONAMENTO
7610374121;REGULAMENTA PREFERENCIAL
7610374121;HORIZ.SIST.VIARIO SECUNDARIO
7610375128;PROJETO DE SEGURANÇA - PEDESTRE
7610384127;REGULAMENTA ESTACIONAMENTO
7610385123;REGULAMENTA ESTACIONAMENTO
7610388122;REGULAMENTA ESTACIONAMENTO
7610388122;REGULAMENTA CARGA/DESCARGA
7610389129;REGULAMENTA ESTACIONAMENTO
7610389129;PAIRE ESCOLA
7710068120;REGULAMENTA ESTACIONAMENTO
7710068120;PAIRE FARMACIA
7710095127;PAIRE FARMACIA
8010045055;VIA LIVRE - CAMPO LIMPO
8010106062;PROJETO GEOMETRICO
8010110060;REGULAMENTA ESTACIONAMENTO
8010110060;HORIZ.SIST.VIARIO SECUNDARIO
8010114057;PROJETO DE SEGURANÇA - PEDESTRE
8010126063;PROJETO DE SEGURANÇA
8010140066;REGULAMENTA/ALTERA CIRCULACAO
8010140066;HORIZ.SIST.VIARIO SECUNDARIO
8010178055;PROJETO GEOMETRICO
8010194042;VIA LIVRE - ITABERABA-PARAPUÃ
8010194050;PROJETO GEOMETRICO
8010222054;PROJETO DE SEGURANÇA
8010223050;PROJETO DE SEGURANÇA
8010224057;PROJETO DE SEGURANÇA
8010229067;HORIZ. SIST. VIARIO PRINCIPAL
8010246050;HORIZ.SIST.VIARIO SECUNDARIO
8010255068;PROJETO DE SEGURANÇA
8010255068;PROJETO DE SEGURANÇA - PEDESTRE
8010256064;HORIZ. SIST. VIARIO PRINCIPAL
8010256064;PROJETO DE SEGURANÇA - PEDESTRE
8010257060;SEMAFORO ELETRONICO
8010257060;PROJETO DE SEGURANÇA - PEDESTRE
8010258067;PROJETO GEOMETRICO
8010276057;VIA LIVRE - CAMPO LIMPO
8010283053;HORIZ.SIST.VIARIO SECUNDARIO
8010306061;PROJETO DE SEGURANÇA
8010306061;PROJETO DE SEGURANÇA - PEDESTRE
8010313068;PROJETO DE SEGURANÇA
8010322067;PROJETO GEOMETRICO
8010322067;PROJETO OBRA CIVIL
8010322067;PROJETO DE SEGURANÇA - PEDESTRE
8010323063;PROJETO DE SEGURANÇA
8010323063;PROJETO DE SEGURANÇA - PEDESTRE
8010324060;PROJETO DE SEGURANÇA
8010362069;SEMAFORO ELETRONICO
8010362069;PROLONGAMENTO DA RADIAL LESTE
8010367060;PROJETO GEOMETRICO
8010368067;HORIZ.SIST.VIARIO SECUNDARIO
8010376060;HORIZ. SIST. VIARIO PRINCIPAL
8010376060;HORIZ.SIST.VIARIO SECUNDARIO
8010377066;REGULAMENTA/ALTERA CIRCULACAO
8010378062;SINALIZAÇAO DE ORIENTACAO
8010379069;SEMAFORO ELETRONICO
8010381063;SINALIZAÇAO DE ORIENTACAO
8010381063;REGULAMENTA/ALTERA CIRCULACAO
8010381063;HORIZ. SIST. VIARIO PRINCIPAL
8010381063;PROJETO GEOMETRICO
8010396060;PDDT - CANALIZAÇÃO CÓRREGO PIRAJUSSARA
8010425044;TUNEIS, VIADUTOS E PONTES
8110003087;SINALIZAÇAO DE ORIENTACAO
8110105130;REGULAMENTA ESTACIONAMENTO
8110119131;HORIZ.SIST.VIARIO SECUNDARIO
8110146139;REGULAMENTA ESTACIONAMENTO
8210002040;TRAVESSIA DE PEDESTRES ILUMINADA
8210003046;TRAVESSIA DE PEDESTRES ILUMINADA
8210003054;TRAVESSIA DE PEDESTRES ILUMINADA
8210004042;PROJETO DE SEGURANÇA - PEDESTRE
8210006045;TRAVESSIA DE PEDESTRES ILUMINADA
8210008048;TRAVESSIA DE PEDESTRES ILUMINADA
8210009044;TRAVESSIA DE PEDESTRES ILUMINADA
8210009060;PROJETO MINI ROTATORIA
8210010042;TRAVESSIA DE PEDESTRES ILUMINADA
8210010050;TRAVESSIA DE PEDESTRES ILUMINADA
8210012045;TRAVESSIA DE PEDESTRES ILUMINADA
8210013041;TRAVESSIA DE PEDESTRES ILUMINADA
8210014048;PROJETO DE SEGURANÇA
8210016040;PROJETO DE SEGURANÇA
8210020064;PROGRAMA DE REPINTURA DE FAIXA DE PEDESTRES
8210021060;TRAVESSIA DE PEDESTRES ILUMINADA
8210023055;TRAVESSIA DE PEDESTRES ILUMINADA
8210025040;TRAVESSIA DE PEDESTRES ILUMINADA
8210029061;TRAVESSIA DE PEDESTRES ILUMINADA
8210033069;TRAVESSIA DE PEDESTRES ILUMINADA
