Ciclofaixa Operacional de Lazer Periódica;Resp./Implant.;Implantação/Inauguração;Extensão Total (km)
"Ciclofaixa de Lazer Periódica– Natal 2012  
(Ciclofaixa Paulista até Parque do Ibirapuera) 
 Ativada das 22hs de 22/12 à 16hs de 23/12/12";CET;dez-12;24.20
