MODALIDADE;LICENÇA;TIPO_TERMO;NRO_TERMO;TIPO_ATUACAO
ESCOLAR;627200;Termo Permissão;1510;TITULAR
ESCOLAR;627300;Termo Permissão;2890;TITULAR
ESCOLAR;627500;Termo Permissão;1930;TITULAR
ESCOLAR;627600;Termo Permissão;4440;TITULAR
ESCOLAR;628200;Termo Permissão;2150;TITULAR
ESCOLAR;628400;Termo Permissão;3100;TITULAR
ESCOLAR;629400;Termo Permissão;4110;TITULAR
ESCOLAR;629500;Termo Permissão;2020;TITULAR
ESCOLAR;629600;Termo Permissão;3060;TITULAR
ESCOLAR;629800;Termo Permissão;2920;TITULAR
ESCOLAR;630100;Termo Permissão;1020;TITULAR
ESCOLAR;630200;Termo Permissão;1020;TITULAR
ESCOLAR;630300;Termo Permissão;1020;TITULAR
ESCOLAR;630400;Termo Permissão;1020;TITULAR
ESCOLAR;631000;Termo Permissão;2150;TITULAR
ESCOLAR;631300;Termo Permissão;3660;TITULAR
ESCOLAR;631800;Termo Permissão;2210;TITULAR
ESCOLAR;631900;Termo Permissão;2290;TITULAR
ESCOLAR;632100;Termo Permissão;1180;TITULAR
ESCOLAR;632600;Termo Permissão;2720;TITULAR
ESCOLAR;633000;Termo Permissão;3590;TITULAR
ESCOLAR;633100;Termo Permissão;3590;TITULAR
ESCOLAR;633200;Termo Permissão;3170;TITULAR
ESCOLAR;634700;Termo Permissão;2830;TITULAR
ESCOLAR;634800;Termo Permissão;3060;TITULAR
ESCOLAR;635600;Termo Permissão;3630;TITULAR
ESCOLAR;636200;Termo Permissão;4460;TITULAR
ESCOLAR;637300;Termo Permissão;3170;TITULAR
ESCOLAR;637400;Termo Permissão;3170;TITULAR
ESCOLAR;638900;Termo Permissão;2850;TITULAR
ESCOLAR;639000;Termo Permissão;1870;TITULAR
ESCOLAR;640400;Termo Permissão;1180;TITULAR
ESCOLAR;641200;Termo Permissão;2910;TITULAR
ESCOLAR;641300;Termo Permissão;4490;TITULAR
ESCOLAR;641500;Termo Permissão;4590;TITULAR
ESCOLAR;642300;Termo Permissão;4530;TITULAR
ESCOLAR;642500;Termo Permissão;3390;TITULAR
ESCOLAR;642600;Termo Permissão;3390;TITULAR
ESCOLAR;642700;Termo Permissão;3390;TITULAR
ESCOLAR;642800;Termo Permissão;3390;TITULAR
ESCOLAR;642900;Termo Permissão;3390;TITULAR
ESCOLAR;643000;Termo Permissão;3390;TITULAR
ESCOLAR;643100;Termo Permissão;3390;TITULAR
ESCOLAR;643200;Termo Permissão;3390;TITULAR
ESCOLAR;643500;Termo Permissão;1480;TITULAR
ESCOLAR;644400;Termo Permissão;2950;TITULAR
ESCOLAR;645800;Termo Permissão;2580;TITULAR
ESCOLAR;646000;Termo Permissão;2580;TITULAR
ESCOLAR;646100;Termo Permissão;2580;TITULAR
ESCOLAR;647100;Termo Permissão;2860;TITULAR
ESCOLAR;647400;Termo Permissão;272;TITULAR
ESCOLAR;649600;Termo Permissão;1720;TITULAR
ESCOLAR;652000;Termo Permissão;1560;TITULAR
ESCOLAR;654600;Termo Permissão;3660;TITULAR
ESCOLAR;655800;Termo Permissão;2320;TITULAR
ESCOLAR;656700;Termo Permissão;3570;TITULAR
ESCOLAR;656800;Termo Permissão;3570;TITULAR
ESCOLAR;658600;Termo Permissão;2350;TITULAR
ESCOLAR;662400;Termo Permissão;1550;TITULAR
ESCOLAR;662500;Termo Permissão;1550;TITULAR
ESCOLAR;662600;Termo Permissão;4100;TITULAR
ESCOLAR;662800;Termo Permissão;4180;TITULAR
ESCOLAR;663000;Termo Permissão;3510;TITULAR
ESCOLAR;663600;Termo Permissão;1220;TITULAR
ESCOLAR;663700;Termo Permissão;1220;TITULAR
ESCOLAR;663800;Termo Permissão;1220;TITULAR
ESCOLAR;663900;Termo Permissão;1220;TITULAR
ESCOLAR;664000;Termo Permissão;1220;TITULAR
ESCOLAR;664200;Termo Permissão;1850;TITULAR
ESCOLAR;664600;Termo Permissão;3280;TITULAR
ESCOLAR;664700;Termo Permissão;6742;TITULAR
ESCOLAR;665000;Termo Permissão;1690;TITULAR
ESCOLAR;665700;Termo Permissão;2940;TITULAR
ESCOLAR;665800;Termo Permissão;3800;TITULAR
ESCOLAR;666200;Termo Permissão;3700;TITULAR
ESCOLAR;666900;Termo Permissão;2370;TITULAR
ESCOLAR;667500;Termo Permissão;1130;TITULAR
ESCOLAR;667800;Termo Permissão;4590;TITULAR
ESCOLAR;667900;Termo Permissão;4590;TITULAR
ESCOLAR;668000;Termo Permissão;4590;TITULAR
ESCOLAR;668100;Termo Permissão;1420;TITULAR
ESCOLAR;668400;Termo Permissão;1130;TITULAR
ESCOLAR;669100;Termo Permissão;4620;TITULAR
ESCOLAR;669400;Termo Permissão;4520;TITULAR
ESCOLAR;669500;Termo Permissão;4520;TITULAR
ESCOLAR;670500;Termo Permissão;3700;TITULAR
ESCOLAR;671000;Termo Permissão;1400;TITULAR
ESCOLAR;671200;Termo Permissão;3110;TITULAR
ESCOLAR;671500;Termo Permissão;1110;TITULAR
ESCOLAR;671600;Termo Permissão;1110;TITULAR
ESCOLAR;672800;Termo Permissão;3220;TITULAR
ESCOLAR;672900;Termo Permissão;3220;TITULAR
ESCOLAR;673000;Termo Permissão;3220;TITULAR
ESCOLAR;673100;Termo Permissão;3220;TITULAR
ESCOLAR;675500;Termo Permissão;1550;TITULAR
ESCOLAR;675800;Termo Permissão;3340;TITULAR
ESCOLAR;678500;Termo Permissão;2020;TITULAR
ESCOLAR;678600;Termo Permissão;4160;TITULAR
ESCOLAR;679700;Termo Permissão;1560;TITULAR
ESCOLAR;682400;Termo Permissão;4160;TITULAR
ESCOLAR;683100;Termo Permissão;4100;TITULAR
ESCOLAR;686900;Termo Permissão;2970;TITULAR
ESCOLAR;687600;Termo Permissão;2760;TITULAR
ESCOLAR;687700;Termo Permissão;2760;TITULAR
ESCOLAR;688000;Termo Permissão;2250;TITULAR
ESCOLAR;689300;Termo Permissão;2770;TITULAR
ESCOLAR;689700;Termo Permissão;1300;TITULAR
ESCOLAR;690000;Termo Permissão;1600;TITULAR
ESCOLAR;690600;Termo Permissão;3340;TITULAR
ESCOLAR;693300;Termo Permissão;1120;TITULAR
ESCOLAR;694100;Termo Permissão;3460;TITULAR
ESCOLAR;695900;Termo Permissão;4570;TITULAR
ESCOLAR;697700;Termo Permissão;2100;TITULAR
ESCOLAR;698800;Termo Permissão;1270;TITULAR
ESCOLAR;701200;Termo Permissão;1740;TITULAR
ESCOLAR;705400;Termo Permissão;1680;TITULAR
ESCOLAR;707000;Termo Permissão;4570;TITULAR
ESCOLAR;707500;Termo Permissão;1550;TITULAR
ESCOLAR;707600;Termo Permissão;1550;TITULAR
ESCOLAR;709500;Termo Permissão;4100;TITULAR
ESCOLAR;710000;Termo Permissão;1690;TITULAR
ESCOLAR;710600;Termo Permissão;4440;TITULAR
ESCOLAR;711300;Termo Permissão;1880;TITULAR
ESCOLAR;712000;Termo Permissão;4070;TITULAR
ESCOLAR;715500;Termo Permissão;1560;TITULAR
ESCOLAR;715700;Termo Permissão;2090;TITULAR
ESCOLAR;715800;Termo Permissão;1560;TITULAR
ESCOLAR;716300;Termo Permissão;3310;TITULAR
ESCOLAR;716500;Termo Permissão;1910;TITULAR
ESCOLAR;717500;Termo Permissão;1040;TITULAR
ESCOLAR;717600;Termo Permissão;2730;TITULAR
ESCOLAR;718600;Termo Permissão;3200;TITULAR
ESCOLAR;718900;Termo Permissão;4130;TITULAR
ESCOLAR;721800;Termo Permissão;3890;TITULAR
ESCOLAR;722400;Termo Permissão;2060;TITULAR
ESCOLAR;722500;Termo Permissão;2930;TITULAR
ESCOLAR;723300;Termo Permissão;1000;TITULAR
ESCOLAR;724900;Termo Permissão;2280;TITULAR
ESCOLAR;725600;Termo Permissão;4240;TITULAR
ESCOLAR;726600;Termo Permissão;1110;TITULAR
ESCOLAR;727900;Termo Permissão;1410;TITULAR
ESCOLAR;728000;Termo Permissão;1410;TITULAR
ESCOLAR;728100;Termo Permissão;1410;TITULAR
ESCOLAR;728400;Termo Permissão;1180;TITULAR
ESCOLAR;729300;Termo Permissão;1750;TITULAR
ESCOLAR;729600;Termo Permissão;2740;TITULAR
ESCOLAR;730200;Termo Permissão;4700;TITULAR
ESCOLAR;730300;Termo Permissão;4700;TITULAR
ESCOLAR;731400;Termo Permissão;1520;TITULAR
ESCOLAR;731500;Termo Permissão;1520;TITULAR
ESCOLAR;731600;Termo Permissão;1520;TITULAR
ESCOLAR;732000;Termo Permissão;4500;TITULAR
ESCOLAR;732700;Termo Permissão;1980;TITULAR
ESCOLAR;733100;Termo Permissão;1490;TITULAR
ESCOLAR;733700;Termo Permissão;1090;TITULAR
ESCOLAR;734600;Termo Permissão;1550;TITULAR
ESCOLAR;734700;Termo Permissão;3090;TITULAR
ESCOLAR;735300;Termo Permissão;2750;TITULAR
ESCOLAR;739200;Termo Permissão;3800;TITULAR
ESCOLAR;740300;Termo Permissão;3790;TITULAR
ESCOLAR;740800;Termo Permissão;1220;TITULAR
ESCOLAR;740900;Termo Permissão;4490;TITULAR
ESCOLAR;741100;Termo Permissão;4130;TITULAR
ESCOLAR;744100;Termo Permissão;4070;TITULAR
ESCOLAR;745000;Termo Permissão;2400;TITULAR
ESCOLAR;745200;Termo Permissão;2520;TITULAR
ESCOLAR;745800;Termo Permissão;3160;TITULAR
ESCOLAR;745900;Termo Permissão;3160;TITULAR
ESCOLAR;746000;Termo Permissão;3160;TITULAR
ESCOLAR;746300;Termo Permissão;3180;TITULAR
ESCOLAR;746600;Termo Permissão;3330;TITULAR
ESCOLAR;746700;Termo Permissão;3330;TITULAR
ESCOLAR;749100;Termo Permissão;1420;TITULAR
ESCOLAR;749400;Termo Permissão;4260;TITULAR
ESCOLAR;750500;Termo Permissão;3320;TITULAR
ESCOLAR;751500;Termo Permissão;4720;TITULAR
ESCOLAR;751700;Termo Permissão;4720;TITULAR
ESCOLAR;751800;Termo Permissão;4720;TITULAR
ESCOLAR;751900;Termo Permissão;4720;TITULAR
ESCOLAR;752800;Termo Permissão;2050;TITULAR
ESCOLAR;753400;Termo Permissão;1010;TITULAR
ESCOLAR;753500;Termo Permissão;1650;TITULAR
ESCOLAR;755300;Termo Permissão;3390;TITULAR
ESCOLAR;755800;Termo Permissão;3700;TITULAR
ESCOLAR;756300;Termo Permissão;4610;TITULAR
ESCOLAR;759600;Termo Permissão;2510;TITULAR
ESCOLAR;762200;Termo Permissão;1210;TITULAR
ESCOLAR;762300;Termo Permissão;1210;TITULAR
ESCOLAR;763300;Termo Permissão;2360;TITULAR
ESCOLAR;763700;Termo Permissão;4060;TITULAR
ESCOLAR;764500;Termo Permissão;2520;TITULAR
ESCOLAR;766000;Termo Permissão;2160;TITULAR
ESCOLAR;766100;Termo Permissão;2160;TITULAR
ESCOLAR;766200;Termo Permissão;2160;TITULAR
ESCOLAR;767000;Termo Permissão;3610;TITULAR
ESCOLAR;767800;Termo Permissão;4680;TITULAR
ESCOLAR;768600;Termo Permissão;2460;TITULAR
ESCOLAR;769500;Termo Permissão;3100;TITULAR
ESCOLAR;770700;Termo Permissão;4040;TITULAR
ESCOLAR;771700;Termo Permissão;3100;TITULAR
ESCOLAR;772600;Termo Permissão;1800;TITULAR
ESCOLAR;775700;Termo Permissão;1510;TITULAR
ESCOLAR;776400;Termo Permissão;1320;TITULAR
ESCOLAR;776700;Termo Permissão;3010;TITULAR
ESCOLAR;777100;Termo Permissão;3640;TITULAR
ESCOLAR;777900;Termo Permissão;2700;TITULAR
ESCOLAR;778500;Termo Permissão;3650;TITULAR
ESCOLAR;778700;Termo Permissão;2300;TITULAR
ESCOLAR;778800;Termo Permissão;2300;TITULAR
ESCOLAR;781000;Termo Permissão;3690;TITULAR
ESCOLAR;782700;Termo Permissão;1230;TITULAR
ESCOLAR;783300;Termo Permissão;2280;TITULAR
ESCOLAR;784300;Termo Permissão;4680;TITULAR
ESCOLAR;784500;Termo Permissão;2370;TITULAR
ESCOLAR;785000;Termo Permissão;4060;TITULAR
ESCOLAR;786500;Termo Permissão;2900;TITULAR
ESCOLAR;788200;Termo Permissão;1800;TITULAR
ESCOLAR;788400;Termo Permissão;1150;TITULAR
ESCOLAR;789000;Termo Permissão;4080;TITULAR
ESCOLAR;789100;Termo Permissão;4080;TITULAR
ESCOLAR;791600;Termo Permissão;4440;TITULAR
ESCOLAR;792800;Termo Permissão;2480;TITULAR
ESCOLAR;793300;Termo Permissão;1330;TITULAR
ESCOLAR;793400;Termo Permissão;3140;TITULAR
ESCOLAR;793700;Termo Permissão;2580;TITULAR
ESCOLAR;795700;Termo Permissão;1200;TITULAR
ESCOLAR;795900;Termo Permissão;7370;TITULAR
ESCOLAR;796100;Termo Permissão;1030;TITULAR
ESCOLAR;798100;Termo Permissão;3050;TITULAR
ESCOLAR;798200;Termo Permissão;3050;TITULAR
ESCOLAR;798300;Termo Permissão;3050;TITULAR
ESCOLAR;798400;Termo Permissão;3050;TITULAR
ESCOLAR;798500;Termo Permissão;3050;TITULAR
ESCOLAR;799500;Termo Permissão;2840;TITULAR
ESCOLAR;800700;Termo Permissão;3650;TITULAR
ESCOLAR;801500;Termo Permissão;4080;TITULAR
ESCOLAR;801700;Termo Permissão;108;TITULAR
ESCOLAR;802600;Termo Permissão;3530;TITULAR
ESCOLAR;803200;Termo Permissão;1210;TITULAR
ESCOLAR;803900;Termo Permissão;2590;TITULAR
ESCOLAR;804300;Termo Permissão;1070;TITULAR
ESCOLAR;804700;Termo Permissão;2990;TITULAR
ESCOLAR;805300;Termo Permissão;1200;TITULAR
ESCOLAR;805500;Termo Permissão;1630;TITULAR
ESCOLAR;805900;Termo Permissão;4130;TITULAR
ESCOLAR;806300;Termo Permissão;4650;TITULAR
ESCOLAR;806700;Termo Permissão;4290;TITULAR
ESCOLAR;807000;Termo Permissão;1190;TITULAR
ESCOLAR;807600;Termo Permissão;3120;TITULAR
ESCOLAR;807700;Termo Permissão;4460;TITULAR
ESCOLAR;808700;Termo Permissão;2330;TITULAR
ESCOLAR;809300;Termo Permissão;2190;TITULAR
ESCOLAR;809400;Termo Permissão;2530;TITULAR
ESCOLAR;811300;Termo Permissão;3640;TITULAR
ESCOLAR;813100;Termo Permissão;7986;TITULAR
ESCOLAR;813600;Termo Permissão;1150;TITULAR
ESCOLAR;813900;Termo Permissão;4640;TITULAR
ESCOLAR;814000;Termo Permissão;2640;TITULAR
ESCOLAR;814100;Termo Permissão;2640;TITULAR
ESCOLAR;814200;Termo Permissão;2640;TITULAR
ESCOLAR;814300;Termo Permissão;2640;TITULAR
ESCOLAR;815000;Termo Permissão;1930;TITULAR
ESCOLAR;817200;Termo Permissão;4650;TITULAR
ESCOLAR;817500;Termo Permissão;5247;TITULAR
ESCOLAR;817600;Termo Permissão;5247;TITULAR
ESCOLAR;817700;Termo Permissão;5247;TITULAR
ESCOLAR;817800;Termo Permissão;5247;TITULAR
ESCOLAR;817900;Termo Permissão;5247;TITULAR
ESCOLAR;818000;Termo Permissão;5247;TITULAR
ESCOLAR;818100;Termo Permissão;5247;TITULAR
ESCOLAR;818200;Termo Permissão;5247;TITULAR
ESCOLAR;818600;Termo Permissão;1400;TITULAR
ESCOLAR;819400;Termo Permissão;3270;TITULAR
ESCOLAR;819600;Termo Permissão;3270;TITULAR
ESCOLAR;819800;Termo Permissão;3270;TITULAR
ESCOLAR;820600;Termo Permissão;2220;TITULAR
ESCOLAR;823500;Termo Permissão;4410;TITULAR
ESCOLAR;823800;Termo Permissão;2430;TITULAR
ESCOLAR;825000;Termo Permissão;2930;TITULAR
ESCOLAR;825300;Termo Permissão;5247;TITULAR
ESCOLAR;825400;Termo Permissão;5247;TITULAR
ESCOLAR;825500;Termo Permissão;5247;TITULAR
ESCOLAR;825600;Termo Permissão;1630;TITULAR
ESCOLAR;828400;Termo Permissão;1140;TITULAR
ESCOLAR;829300;Termo Permissão;4230;TITULAR
ESCOLAR;829400;Termo Permissão;3030;TITULAR
ESCOLAR;830300;Termo Permissão;2600;TITULAR
ESCOLAR;830800;Termo Permissão;1050;TITULAR
ESCOLAR;831400;Termo Permissão;1470;TITULAR
ESCOLAR;831500;Termo Permissão;3680;TITULAR
ESCOLAR;831700;Termo Permissão;4660;TITULAR
ESCOLAR;832000;Termo Permissão;1280;TITULAR
ESCOLAR;833400;Termo Permissão;2110;TITULAR
ESCOLAR;833500;Termo Permissão;1620;TITULAR
ESCOLAR;834100;Termo Permissão;2810;TITULAR
ESCOLAR;834300;Termo Permissão;3190;TITULAR
ESCOLAR;834400;Termo Permissão;3070;TITULAR
ESCOLAR;834600;Termo Permissão;2570;TITULAR
ESCOLAR;835500;Termo Permissão;3880;TITULAR
ESCOLAR;835900;Termo Permissão;2810;TITULAR
ESCOLAR;836000;Termo Permissão;4260;TITULAR
ESCOLAR;836900;Termo Permissão;4746;TITULAR
ESCOLAR;837200;Termo Permissão;3070;TITULAR
ESCOLAR;837500;Termo Permissão;1110;TITULAR
ESCOLAR;837600;Termo Permissão;3070;TITULAR
ESCOLAR;837800;Termo Permissão;3480;TITULAR
ESCOLAR;838700;Termo Permissão;1610;TITULAR
ESCOLAR;840300;Termo Permissão;4050;TITULAR
ESCOLAR;841100;Termo Permissão;3070;TITULAR
ESCOLAR;841600;Termo Permissão;1240;TITULAR
ESCOLAR;841800;Termo Permissão;3280;TITULAR
ESCOLAR;841900;Termo Permissão;4843;TITULAR
ESCOLAR;842100;Termo Permissão;1200;TITULAR
ESCOLAR;842200;Termo Permissão;3280;TITULAR
ESCOLAR;843100;Termo Permissão;3190;TITULAR
ESCOLAR;843200;Termo Permissão;4050;TITULAR
ESCOLAR;844400;Termo Permissão;3460;TITULAR
ESCOLAR;844700;Termo Permissão;2600;TITULAR
ESCOLAR;844900;Termo Permissão;7455;TITULAR
ESCOLAR;845100;Termo Permissão;3850;TITULAR
ESCOLAR;845200;Termo Permissão;3850;TITULAR
ESCOLAR;845500;Termo Permissão;7447;TITULAR
ESCOLAR;845700;Termo Permissão;2860;TITULAR
ESCOLAR;845800;Termo Permissão;2860;TITULAR
ESCOLAR;846100;Termo Permissão;2750;TITULAR
ESCOLAR;847500;Termo Permissão;5043;TITULAR
ESCOLAR;848000;Termo Permissão;1350;TITULAR
ESCOLAR;849000;Termo Permissão;2590;TITULAR
ESCOLAR;850100;Termo Permissão;7045;TITULAR
ESCOLAR;850200;Termo Permissão;1020;TITULAR
ESCOLAR;850700;Termo Permissão;1670;TITULAR
ESCOLAR;850900;Termo Permissão;3190;TITULAR
ESCOLAR;851600;Termo Permissão;2150;TITULAR
ESCOLAR;851800;Termo Permissão;2900;TITULAR
ESCOLAR;853100;Termo Permissão;3480;TITULAR
ESCOLAR;853200;Termo Permissão;3480;TITULAR
ESCOLAR;853900;Termo Permissão;1050;TITULAR
ESCOLAR;854000;Termo Permissão;5140;TITULAR
ESCOLAR;854100;Termo Permissão;5541;TITULAR
ESCOLAR;855000;Termo Permissão;5247;TITULAR
ESCOLAR;855500;Termo Permissão;2240;TITULAR
ESCOLAR;856400;Termo Permissão;6942;TITULAR
ESCOLAR;856700;Termo Permissão;2510;TITULAR
ESCOLAR;856800;Termo Permissão;2510;TITULAR
ESCOLAR;856900;Termo Permissão;2510;TITULAR
ESCOLAR;857000;Termo Permissão;2510;TITULAR
ESCOLAR;857100;Termo Permissão;2510;TITULAR
ESCOLAR;857200;Termo Permissão;2510;TITULAR
ESCOLAR;857400;Termo Permissão;5344;TITULAR
ESCOLAR;858200;Termo Permissão;1020;TITULAR
ESCOLAR;858300;Termo Permissão;1020;TITULAR
ESCOLAR;858900;Termo Permissão;6942;TITULAR
ESCOLAR;859500;Termo Permissão;1770;TITULAR
ESCOLAR;859600;Termo Permissão;5541;TITULAR
ESCOLAR;859700;Termo Permissão;5541;TITULAR
ESCOLAR;860200;Termo Permissão;5645;TITULAR
ESCOLAR;860300;Termo Permissão;5645;TITULAR
ESCOLAR;860700;Termo Permissão;3390;TITULAR
ESCOLAR;860800;Termo Permissão;1020;TITULAR
ESCOLAR;860900;Termo Permissão;5541;TITULAR
ESCOLAR;861000;Termo Permissão;5541;TITULAR
ESCOLAR;861100;Termo Permissão;1020;TITULAR
ESCOLAR;861700;Termo Permissão;6146;TITULAR
ESCOLAR;861800;Termo Permissão;5541;TITULAR
ESCOLAR;863400;Termo Permissão;4650;TITULAR
ESCOLAR;863700;Termo Permissão;4610;TITULAR
ESCOLAR;864500;Termo Permissão;3980;TITULAR
ESCOLAR;864700;Termo Permissão;5645;TITULAR
ESCOLAR;865000;Termo Permissão;4530;TITULAR
ESCOLAR;865100;Termo Permissão;5541;TITULAR
ESCOLAR;865400;Termo Permissão;4010;TITULAR
ESCOLAR;865500;Termo Permissão;4010;TITULAR
ESCOLAR;865600;Termo Permissão;4010;TITULAR
ESCOLAR;865700;Termo Permissão;5843;TITULAR
ESCOLAR;866000;Termo Permissão;5946;TITULAR
ESCOLAR;866400;Termo Permissão;5843;TITULAR
ESCOLAR;866500;Termo Permissão;1000;TITULAR
ESCOLAR;867400;Termo Permissão;3830;TITULAR
ESCOLAR;868000;Termo Permissão;3620;TITULAR
ESCOLAR;868700;Termo Permissão;2680;TITULAR
ESCOLAR;869500;Termo Permissão;1030;TITULAR
ESCOLAR;870300;Termo Permissão;1970;TITULAR
ESCOLAR;870400;Termo Permissão;2400;TITULAR
ESCOLAR;871500;Termo Permissão;6340;TITULAR
ESCOLAR;872300;Termo Permissão;3880;TITULAR
ESCOLAR;872700;Termo Permissão;6243;TITULAR
ESCOLAR;872800;Termo Permissão;6243;TITULAR
ESCOLAR;872900;Termo Permissão;1160;TITULAR
ESCOLAR;873000;Termo Permissão;6243;TITULAR
ESCOLAR;873100;Termo Permissão;6243;TITULAR
ESCOLAR;873400;Termo Permissão;3550;TITULAR
ESCOLAR;873800;Termo Permissão;1150;TITULAR
ESCOLAR;874500;Termo Permissão;6447;TITULAR
ESCOLAR;875600;Termo Permissão;3390;TITULAR
ESCOLAR;876300;Termo Permissão;2910;TITULAR
ESCOLAR;876400;Termo Permissão;2910;TITULAR
ESCOLAR;877200;Termo Permissão;2780;TITULAR
ESCOLAR;877900;Termo Permissão;3390;TITULAR
ESCOLAR;878300;Termo Permissão;1090;TITULAR
ESCOLAR;880100;Termo Permissão;7447;TITULAR
ESCOLAR;882000;Termo Permissão;4680;TITULAR
ESCOLAR;883900;Termo Permissão;4620;TITULAR
ESCOLAR;885600;Termo Permissão;4540;TITULAR
ESCOLAR;886300;Termo Permissão;7142;TITULAR
ESCOLAR;886400;Termo Permissão;1020;TITULAR
ESCOLAR;886500;Termo Permissão;4130;TITULAR
ESCOLAR;887100;Termo Permissão;2550;TITULAR
ESCOLAR;887200;Termo Permissão;1146;TITULAR
ESCOLAR;889900;Termo Permissão;1750;TITULAR
ESCOLAR;890400;Termo Permissão;1440;TITULAR
ESCOLAR;892300;Termo Permissão;3650;TITULAR
ESCOLAR;893300;Termo Permissão;1480;TITULAR
ESCOLAR;893400;Termo Permissão;1480;TITULAR
ESCOLAR;893500;Termo Permissão;1480;TITULAR
ESCOLAR;893600;Termo Permissão;3650;TITULAR
ESCOLAR;894500;Termo Permissão;1200;TITULAR
ESCOLAR;894600;Termo Permissão;3540;TITULAR
ESCOLAR;896300;Termo Permissão;2020;TITULAR
ESCOLAR;900200;Termo Permissão;2210;TITULAR
ESCOLAR;901900;Termo Permissão;3060;TITULAR
ESCOLAR;902000;Termo Permissão;3060;TITULAR
ESCOLAR;902100;Termo Permissão;3060;TITULAR
ESCOLAR;902200;Termo Permissão;3060;TITULAR
ESCOLAR;902300;Termo Permissão;3060;TITULAR
ESCOLAR;902400;Termo Permissão;3060;TITULAR
ESCOLAR;902500;Termo Permissão;3060;TITULAR
ESCOLAR;902600;Termo Permissão;3060;TITULAR
ESCOLAR;906200;Termo Permissão;7161;TITULAR
ESCOLAR;906500;Termo Permissão;4700;TITULAR
ESCOLAR;906600;Termo Permissão;4700;TITULAR
ESCOLAR;909000;Termo Permissão;7176;TITULAR
ESCOLAR;910400;Termo Permissão;3320;TITULAR
ESCOLAR;910700;Termo Permissão;1440;TITULAR
ESCOLAR;911200;Termo Permissão;1300;TITULAR
ESCOLAR;911400;Termo Permissão;2180;TITULAR
ESCOLAR;911700;Termo Permissão;4590;TITULAR
ESCOLAR;912100;Termo Permissão;1440;TITULAR
ESCOLAR;914200;Termo Permissão;4440;TITULAR
ESCOLAR;914800;Termo Permissão;2640;TITULAR
ESCOLAR;914900;Termo Permissão;1610;TITULAR
ESCOLAR;916500;Termo Permissão;7192;TITULAR
ESCOLAR;918500;Termo Permissão;3370;TITULAR
ESCOLAR;922100;Termo Permissão;7207;TITULAR
ESCOLAR;923400;Termo Permissão;1440;TITULAR
ESCOLAR;924000;Termo Permissão;3460;TITULAR
ESCOLAR;924800;Termo Permissão;1740;TITULAR
ESCOLAR;926100;Termo Permissão;7215;TITULAR
ESCOLAR;926200;Termo Permissão;1020;TITULAR
ESCOLAR;927200;Termo Permissão;7223;TITULAR
ESCOLAR;928500;Termo Permissão;4640;TITULAR
ESCOLAR;928600;Termo Permissão;4660;TITULAR
ESCOLAR;929400;Termo Permissão;7231;TITULAR
ESCOLAR;930600;Termo Permissão;1720;TITULAR
ESCOLAR;930800;Termo Permissão;1410;TITULAR
ESCOLAR;930900;Termo Permissão;1410;TITULAR
ESCOLAR;931900;Termo Permissão;7242;TITULAR
ESCOLAR;932100;Termo Permissão;2860;TITULAR
ESCOLAR;932200;Termo Permissão;1020;TITULAR
ESCOLAR;932300;Termo Permissão;1020;TITULAR
ESCOLAR;932400;Termo Permissão;1020;TITULAR
ESCOLAR;932500;Termo Permissão;1020;TITULAR
ESCOLAR;932600;Termo Permissão;1020;TITULAR
ESCOLAR;934400;Termo Permissão;2720;TITULAR
ESCOLAR;937700;Termo Permissão;7257;TITULAR
ESCOLAR;939200;Termo Permissão;3650;TITULAR
ESCOLAR;939700;Termo Permissão;7265;TITULAR
ESCOLAR;939800;Termo Permissão;7207;TITULAR
ESCOLAR;940600;Termo Permissão;7273;TITULAR
ESCOLAR;941000;Termo Permissão;2430;TITULAR
ESCOLAR;941200;Termo Permissão;2980;TITULAR
ESCOLAR;941500;Termo Permissão;7142;TITULAR
ESCOLAR;942900;Termo Permissão;1410;TITULAR
ESCOLAR;943600;Termo Permissão;7293;TITULAR
ESCOLAR;943900;Termo Permissão;4050;TITULAR
ESCOLAR;947900;Termo Permissão;4240;TITULAR
ESCOLAR;948100;Termo Permissão;1440;TITULAR
ESCOLAR;948700;Termo Permissão;1110;TITULAR
ESCOLAR;949000;Termo Permissão;5541;TITULAR
ESCOLAR;949100;Termo Permissão;1160;TITULAR
ESCOLAR;949300;Termo Permissão;4130;TITULAR
ESCOLAR;950100;Termo Permissão;1320;TITULAR
ESCOLAR;950500;Termo Permissão;5247;TITULAR
ESCOLAR;950700;Termo Permissão;7312;TITULAR
ESCOLAR;951400;Termo Permissão;2300;TITULAR
ESCOLAR;951900;Termo Permissão;3320;TITULAR
ESCOLAR;952200;Termo Permissão;5541;TITULAR
ESCOLAR;952500;Termo Permissão;7320;TITULAR
ESCOLAR;953000;Termo Permissão;7331;TITULAR
ESCOLAR;953100;Termo Permissão;4540;TITULAR
ESCOLAR;954400;Termo Permissão;1190;TITULAR
ESCOLAR;954500;Termo Permissão;7633;TITULAR
ESCOLAR;954600;Termo Permissão;7633;TITULAR
ESCOLAR;954700;Termo Permissão;5645;TITULAR
ESCOLAR;955200;Termo Permissão;3830;TITULAR
ESCOLAR;959500;Termo Permissão;5541;TITULAR
ESCOLAR;960400;Termo Permissão;2180;TITULAR
ESCOLAR;960600;Termo Permissão;280;TITULAR
ESCOLAR;961600;Termo Permissão;3480;TITULAR
