MODALIDADE;LICENÇA;SITUAÇÃO;VALIDADE;CATEGORIA
TAXI;33928;ATIVO;25/06/2014;COMUM
TAXI;34029;ATIVO;25/06/2014;COMUM
TAXI;34126;CANCELADO;25/05/1988;COMUM
TAXI;34223;ATIVO;25/06/2014;COMUM
TAXI;34320;ATIVO;25/06/2014;COMUM RADIO
TAXI;34428;CANCELADO;30/06/1980;COMUM
TAXI;34525;ATIVO;25/06/2014;COMUM
TAXI;34622;ATIVO;25/06/2014;COMUM
TAXI;34720;ATIVO;25/06/2014;COMUM
TAXI;34827;ATIVO;25/06/2014;COMUM
TAXI;34924;ATIVO;25/06/2014;COMUM
TAXI;35025;ATIVO;25/06/2014;COMUM
TAXI;35122;ATIVO;25/02/2015;COMUM
TAXI;35220;ATIVO;25/05/2014;COMUM
TAXI;35327;ATIVO;25/06/2014;COMUM
TAXI;35424;ATIVO;25/06/2014;COMUM
TAXI;35521;ATIVO;25/06/2014;COMUM
TAXI;35629;ATIVO;25/06/2014;COMUM
TAXI;35726;ATIVO;25/05/2014;COMUM
TAXI;35823;CANCELADO;25/06/2009;COMUM
TAXI;35920;ATIVO;25/06/2014;COMUM
TAXI;36021;ATIVO;25/06/2014;COMUM
TAXI;36129;ATIVO;25/06/2014;COMUM
TAXI;36226;ATIVO;25/05/2014;COMUM
TAXI;36323;CANCELADO;25/06/1989;COMUM
TAXI;36420;ATIVO;25/05/2014;COMUM
TAXI;36528;ATIVO;25/06/2014;COMUM
TAXI;36625;ATIVO;25/06/2014;COMUM
TAXI;36722;ATIVO;25/06/2014;COMUM RADIO
TAXI;36820;ATIVO;25/06/2014;COMUM
TAXI;36927;ATIVO;25/06/2014;COMUM
TAXI;37028;ATIVO;25/06/2014;COMUM
TAXI;37125;ATIVO;25/05/2014;COMUM
TAXI;37222;ATIVO;05/02/2015;COMUM
TAXI;37320;ATIVO;25/10/2014;LUXO
TAXI;37427;ATIVO;25/06/2014;COMUM
TAXI;37524;ATIVO;25/04/2014;COMUM
TAXI;37621;ATIVO;25/06/2014;COMUM
TAXI;37729;ATIVO;25/06/2014;COMUM RADIO
TAXI;37826;ATIVO;25/06/2014;COMUM
TAXI;37923;ATIVO;25/06/2014;COMUM
TAXI;38024;ATIVO;25/06/2014;COMUM
TAXI;38121;CANCELADO;25/06/1985;COMUM
TAXI;38229;ATIVO;25/06/2014;COMUM
TAXI;38326;ATIVO;25/06/2014;COMUM
TAXI;38423;ATIVO;25/06/2014;COMUM
TAXI;38520;ATIVO;25/06/2014;COMUM RADIO
TAXI;38628;ATIVO;25/06/2014;COMUM
TAXI;38725;ATIVO;25/06/2014;COMUM
TAXI;38822;CANCELADO;25/06/1988;COMUM
TAXI;38920;ATIVO;25/06/2014;COMUM
TAXI;39020;ATIVO;25/10/2014;COMUM
TAXI;39128;ATIVO;25/06/2014;COMUM
TAXI;39225;ATIVO;25/06/2014;COMUM RADIO
TAXI;39322;CANCELADO;30/06/1978;COMUM
TAXI;39420;ATIVO;25/06/2014;COMUM
TAXI;39527;ATIVO;25/06/2014;COMUM
TAXI;39624;ATIVO;25/06/2014;COMUM RADIO
TAXI;39721;ATIVO;25/06/2014;COMUM
TAXI;39829;ATIVO;25/06/2014;COMUM
TAXI;39926;ATIVO;25/06/2014;COMUM
TAXI;40029;ATIVO;25/06/2014;COMUM
TAXI;40126;CANCELADO;25/06/1990;COMUM RADIO
TAXI;40223;ATIVO;25/05/2014;COMUM
TAXI;40320;ATIVO;25/06/2014;COMUM
TAXI;40525;ATIVO;25/05/2014;COMUM
TAXI;40622;ATIVO;25/06/2014;COMUM
TAXI;40720;ATIVO;25/06/2014;COMUM
TAXI;40827;ATIVO;25/06/2014;COMUM
TAXI;40924;ATIVO;25/06/2014;COMUM
TAXI;41025;ATIVO;25/06/2014;COMUM
TAXI;41122;ATIVO;25/06/2014;COMUM
TAXI;41220;ATIVO;25/06/2014;COMUM RADIO
TAXI;41327;ATIVO;25/06/2014;COMUM
TAXI;41424;ATIVO;25/06/2014;COMUM
TAXI;41521;ATIVO;25/05/2014;COMUM
TAXI;41629;ATIVO;25/06/2014;COMUM
TAXI;41726;ATIVO;25/06/2014;COMUM
TAXI;41823;ATIVO;25/06/2014;COMUM
TAXI;41920;ATIVO;25/06/2014;COMUM
TAXI;42021;CANCELADO;25/06/1990;COMUM
TAXI;42129;ATIVO;25/06/2014;COMUM
TAXI;42226;ATIVO;25/06/2014;COMUM
TAXI;42323;ATIVO;25/05/2014;COMUM RADIO
TAXI;42420;CANCELADO;25/06/2003;COMUM
TAXI;42528;ATIVO;25/06/2014;COMUM RADIO
TAXI;42625;ATIVO;25/05/2014;COMUM
TAXI;42722;ATIVO;25/06/2014;COMUM
TAXI;42820;ATIVO;25/06/2014;COMUM
TAXI;42927;ATIVO;25/06/2014;COMUM
TAXI;43028;ATIVO;25/06/2014;COMUM
TAXI;43125;ATIVO;25/05/2014;COMUM
TAXI;43222;ATIVO;25/06/2014;COMUM
TAXI;43320;ATIVO;25/06/2014;COMUM
TAXI;43427;ATIVO;25/06/2014;COMUM
TAXI;43524;ATIVO;25/06/2014;ESPECIAL
TAXI;43621;ATIVO;25/06/2014;COMUM RADIO
TAXI;43729;ATIVO;25/06/2014;COMUM RADIO
TAXI;43826;ATIVO;25/06/2014;COMUM
TAXI;43923;ATIVO;25/06/2014;COMUM RADIO
TAXI;44024;CANCELADO;25/06/1988;COMUM
TAXI;44121;ATIVO;25/06/2014;COMUM
TAXI;44229;ATIVO;25/06/2014;COMUM
TAXI;44326;ATIVO;25/05/2014;COMUM
TAXI;44423;ATIVO;25/06/2014;COMUM RADIO
TAXI;44520;ATIVO;25/06/2014;COMUM
TAXI;44628;ATIVO;25/06/2014;COMUM
TAXI;44725;ATIVO;25/06/2014;COMUM
TAXI;44822;ATIVO;25/06/2014;COMUM
TAXI;44920;ATIVO;25/06/2014;COMUM RADIO
TAXI;45020;ATIVO;25/06/2014;COMUM
TAXI;45128;ATIVO;25/06/2014;ESPECIAL
TAXI;45225;ATIVO;25/06/2014;COMUM
TAXI;45322;ATIVO;25/06/2014;COMUM
TAXI;45420;ATIVO;25/06/2014;COMUM
TAXI;45527;ATIVO;25/06/2014;COMUM
TAXI;45624;ATIVO;25/06/2014;ESPECIAL
TAXI;45721;ATIVO;25/06/2014;COMUM
TAXI;45829;ATIVO;25/06/2014;COMUM
TAXI;45926;ATIVO;05/11/2014;ESPECIAL
TAXI;46027;ATIVO;25/05/2014;COMUM
TAXI;46124;ATIVO;25/06/2014;COMUM
TAXI;46221;ATIVO;25/06/2014;COMUM RADIO
TAXI;46329;ATIVO;25/06/2014;COMUM
TAXI;46426;ATIVO;25/06/2014;COMUM
TAXI;46523;ATIVO;25/05/2014;COMUM
TAXI;46620;CANCELADO;25/06/1990;COMUM
TAXI;46728;CANCELADO;25/06/1992;COMUM
TAXI;46825;ATIVO;25/05/2014;COMUM
TAXI;46922;ATIVO;25/06/2014;COMUM
TAXI;47023;BLOQUEADO;25/06/2014;COMUM
TAXI;47120;ATIVO;25/06/2014;COMUM
TAXI;47228;CANCELADO;25/06/1991;COMUM
TAXI;47325;ATIVO;25/06/2014;COMUM
TAXI;47422;ATIVO;25/05/2014;COMUM RADIO
TAXI;47520;ATIVO;25/06/2014;COMUM
TAXI;47627;ATIVO;25/06/2014;COMUM
TAXI;47724;ATIVO;25/06/2014;COMUM
TAXI;47821;BLOQUEADO;25/06/2009;COMUM
TAXI;47929;ATIVO;25/06/2014;COMUM
TAXI;48020;ATIVO;25/06/2014;COMUM RADIO
TAXI;48127;ATIVO;25/06/2014;COMUM
TAXI;48224;ATIVO;25/06/2014;ESPECIAL
TAXI;48429;ATIVO;25/03/2014;COMUM
TAXI;48526;ATIVO;25/06/2014;COMUM RADIO
TAXI;48623;ATIVO;25/06/2014;COMUM
TAXI;48720;CANCELADO;25/05/1990;COMUM
TAXI;48828;ATIVO;25/06/2014;COMUM RADIO
TAXI;48925;ATIVO;25/06/2014;ESPECIAL
TAXI;49026;ATIVO;25/06/2014;COMUM
TAXI;49123;ATIVO;25/06/2014;COMUM
TAXI;49220;ATIVO;25/06/2014;COMUM
TAXI;49328;CANCELADO;25/05/2011;COMUM RADIO
TAXI;49425;ATIVO;25/05/2014;COMUM RADIO
TAXI;49522;CANCELADO;30/06/1980;COMUM
TAXI;49620;ATIVO;25/06/2014;COMUM
TAXI;49727;ATIVO;25/06/2014;COMUM
TAXI;49824;ATIVO;25/05/2014;COMUM
TAXI;49921;ATIVO;25/06/2014;COMUM
TAXI;50024;ATIVO;25/06/2014;COMUM
TAXI;50121;CANCELADO;25/06/1986;COMUM
