idLombada;codLomb;tipo;altura;comprimento;dataPublicacaoImplantacao;codlog;logradouro;alturaNumerica;referencia;siglaSubprefeitura;nomeSubprefeitura;classificacaoViaria;declividade;larguraPista;temCalcada;larguraCalcada;volumePedestre;tipoVolumeVeiculo;tipoPavimento;condicaoPavimento;temVisibilidadePrejudicada;temEscola;nomeEscola;temColetivo;temRiscoAcidente;substituidaPor;observacao
17270;522358;I;0.08;1.10;18/03/1999 00:00;31178;ANTONIO FORTINO, R;18;NULL;MB;M'BOI MIRIM;1;6.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
17271;522359;I;0.10;1.40;18/03/1999 00:00;31178;ANTONIO FORTINO, R;259;NULL;MB;M'BOI MIRIM;1;6.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
17272;522360;I;0.09;1.50;18/03/1999 00:00;31178;ANTONIO FORTINO, R;75;NULL;MB;M'BOI MIRIM;1;6.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
10698;200064;II;0.11;3.90;18/03/1999 00:00;31350;CAROLINA MONELLI, R;113;Bloco 07;PI;PINHEIROS;1;5.00;7.50;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
22077;532053;II;0.10;3.00;NULL;31402;AGAMENON PEREIRA DA SILVA, R;107;ATUAL N.351;CL;CAMPO LIMPO;2;6.00;6.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
22078;532054;II;0.11;3.70;NULL;31402;AGAMENON PEREIRA DA SILVA, R;477;NULL;MB;M'BOI MIRIM;2;6.00;8.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
10961;220129;II;0.10;3.70;26/09/1998 00:00;31529;MANOEL DOMINGOS PINTO, AV;586;NULL;LA;LAPA;2;0.00;10.50;1;1.50;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
10962;220130;II;0.10;3.60;26/09/1998 00:00;31529;MANOEL DOMINGOS PINTO, AV;552;NULL;LA;LAPA;2;0.00;10.50;1;1.50;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
10776;200143;II;0.14;3.30;01/03/2011 00:00;31593;HERMAN BISSEN, R;NULL;15M - DORALICE;PI;PINHEIROS;1;3.00;6.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
28380;100055;II;0.10;3.70;03/05/2012 00:00;31832;IBIAPINOPOLIS, R;919;R. CARLOS MILAN;PI;PINHEIROS;1;0.00;9.60;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
28366;100056;II;0.10;3.70;03/05/2012 00:00;31832;IBIAPINOPOLIS, R;781;R. JACAREZINHO;PI;PINHEIROS;1;0.00;9.60;0;NULL;NULL;0;1;0;0;0;NULL;0;0;NULL;NULL
