idLombada;codLomb;tipo;altura;comprimento;dataPublicacaoImplantacao;codlog;logradouro;alturaNumerica;referencia;siglaSubprefeitura;nomeSubprefeitura;classificacaoViaria;declividade;larguraPista;temCalcada;larguraCalcada;volumePedestre;tipoVolumeVeiculo;tipoPavimento;condicaoPavimento;temVisibilidadePrejudicada;temEscola;nomeEscola;temColetivo;temRiscoAcidente;substituidaPor;observacao
13263;420028;II;0.12;3.50;26/09/1998 00:00;15;ABAGIBA, R;1229;FRENTE Nº1223, A 40M R. DOM VILLARES;IP;IPIRANGA;1;2.00;9.00;1;1.45;NULL;1;1;1;0;0;NULL;1;0;NULL;Sptrans informou em 21/6/10 os trechos com tráfego de ônibus: da R. Alcides Boscolo a R. Martinho Guedes e R. Italva a Av. Dom Vilares  Em vistoria realizada em 19.07.2011 ref. a atendimento de P.S. 0025.03706/11-89, 00.25.05177/11-20 e 00.25.05120/11-03, a mesma será remanejada para o número 1195.
13267;420034;I;0.10;2.30;26/09/1998 00:00;15;ABAGIBA, R;253;30M R. ALCIDES BOSCOLI;IP;IPIRANGA;1;1.00;10.10;1;NULL;NULL;0;1;2;0;0;NULL;0;0;NULL;21/4/10- h=0.10, c=2.30, declividade = 0%  - ELABORAR PROJETO READEQUANDO
13268;420035;I;0.11;2.50;26/09/1998 00:00;15;ABAGIBA, R;197;30M R. PE LUIS DO GRA;IP;IPIRANGA;1;1.00;10.10;1;NULL;NULL;0;1;2;0;0;NULL;1;0;NULL;21/4/10- h=0.11,c=2.50, declive= 0% - ELABORAR PROJETO READEQUANDO
13269;420036;I;0.10;2.00;26/09/1998 00:00;15;ABAGIBA, R;115;20M R. JOSE P. ANDRADE;IP;IPIRANGA;1;0.00;10.10;0;NULL;NULL;0;1;2;0;0;NULL;0;0;NULL;21/4/10 - h=0.10, c=2.0 - ELABORAR PROJETO READEQUANDO
13270;420037;I;0.10;2.00;26/09/1998 00:00;15;ABAGIBA, R;NULL;S/Nº, 23 M R. STO. ALBANO, a 10 metros do nº39;IP;IPIRANGA;1;0.00;10.00;0;NULL;NULL;0;1;2;0;0;NULL;0;0;NULL;21/4/10 - h=0.10, c=2.0- ELABORAR PROJETO READEQUANDO
9909;210011;I;0.10;1.50;26/09/1998 00:00;19;PEDRO OSORIO FILHO, R;819;NULL;CV;CASA VERDE / CACHOEIRINHA;1;1.00;8.00;0;NULL;NULL;0;1;1;0;1;E.E. PROFª MARLY DIVA BONFANTI;0;0;NULL;NULL
9912;210012;I;0.10;1.50;26/09/1998 00:00;19;PEDRO OSORIO FILHO, R;963;NULL;CV;CASA VERDE / CACHOEIRINHA;1;1.00;8.00;0;NULL;NULL;0;1;1;0;1;E.E. PROFª MARLY DIVA BONFANTI;0;0;NULL;NULL
26690;510305;II;0.10;3.75;26/09/1998 00:00;47;ABIGAIL ALVES PIRES, R PROFA;76;NULL;BT;BUTANTÃ;1;2.00;10.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
9511;230845;I;0.08;1.50;18/03/1999 00:00;56;ABILIO SAMPAIO, AV DR;386;NULL;MG;VILA MARIA / VILA GUILHERME;1;1.00;8.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9512;230846;I;0.08;1.50;18/03/1999 00:00;56;ABILIO SAMPAIO, AV DR;510;NULL;MG;VILA MARIA / VILA GUILHERME;1;1.00;8.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
11454;220588;II;0.13;3.70;13/09/2011 00:00;64;ABRAHAM LINCOLN, R;126;NULL;PJ;PIRITUBA;1;2.00;9.00;1;2.00;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
8882;230367;II;0.10;3.70;26/09/1998 00:00;68;FRANCISCO AMOS CONNOR, R PDE;340;NULL;JT;TREMEMBÉ / JAÇANÃ;1;1.00;9.20;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
8883;230368;II;0.10;3.70;26/06/1998 00:00;68;FRANCISCO AMOS CONNOR, R PDE;264;NULL;JT;TREMEMBÉ / JAÇANÃ;1;1.00;9.20;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
10545;210631;I;0.08;1.50;03/05/2012 00:00;79;ABURA, R;362;NULL;CV;CASA VERDE / CACHOEIRINHA;1;2.00;7.00;1;2.00;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
10546;210632;I;0.08;1.50;03/05/2012 00:00;79;ABURA, R;563;NULL;CV;CASA VERDE / CACHOEIRINHA;1;2.00;7.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
17813;520028;II;0.11;2.80;18/03/1999 00:00;83;FEITICO DA VILA, R;850;849/110a;CL;CAMPO LIMPO;1;3.00;10.00;1;1.50;NULL;0;1;1;0;1;EMEF Jorge Americano;0;0;NULL;NULL
17814;520029;II;0.05;3.70;18/03/1999 00:00;83;FEITICO DA VILA, R;747;NULL;CL;CAMPO LIMPO;1;7.00;9.20;1;1.50;NULL;0;1;1;0;1;EMEF Jorge Americano;0;0;NULL;NULL
17815;520030;II;NULL;NULL;18/03/1999 00:00;83;FEITICO DA VILA, R;361;NULL;CL;CAMPO LIMPO;1;2.00;9.00;1;2.20;NULL;0;1;1;0;0;NULL;0;0;522691;NULL
17816;520031;II;0.07;3.00;18/03/1999 00:00;83;FEITICO DA VILA, R;140;135;CL;CAMPO LIMPO;1;3.00;9.00;1;1.50;NULL;0;1;1;0;1;CEU Feitíço da Vila;0;0;NULL;NULL
18036;520027;II;0.09;2.70;18/03/1999 00:00;83;FEITICO DA VILA, R;957;NULL;CL;CAMPO LIMPO;1;5.00;10.00;1;1.60;NULL;0;1;1;0;1;EMEF Herbert de Souza;0;0;NULL;NULL
16304;410138;I;0.09;1.50;18/03/1999 00:00;95;ACACIO VASCONCELOS, R;452;NULL;SA;SANTO AMARO;1;0.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
16318;410135;I;0.09;1.50;18/03/1999 00:00;95;ACACIO VASCONCELOS, R;168;NULL;SA;SANTO AMARO;1;0.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
16319;410136;I;0.08;1.50;18/03/1999 00:00;95;ACACIO VASCONCELOS, R;270;NULL;SA;SANTO AMARO;1;0.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
7199;302702;I;0.08;1.50;24/01/2012 00:00;96;ACAIACA, R;326;NULL;IQ;ITAQUERA;1;1.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
4430;302612;I;0.08;1.50;24/01/2012 00:00;96;ACAIACA, R;404;NULL;IQ;ITAQUERA;1;6.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
5564;301104;I;0.08;1.50;24/01/2012 00:00;96;ACAIACA, R;182;NULL;IQ;ITAQUERA;1;1.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
5566;301106;I;0.08;1.50;24/01/2012 00:00;96;ACAIACA, R;112;NULL;IQ;ITAQUERA;1;5.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9048;230221;I;0.08;1.50;26/09/1998 00:00;115;AQUILES, R;24;NULL;JT;TREMEMBÉ / JAÇANÃ;1;1.00;7.20;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9049;230222;I;0.08;1.50;26/09/1998 00:00;115;AQUILES, R;97;NULL;JT;TREMEMBÉ / JAÇANÃ;1;2.00;7.20;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
13226;400094;II;0.12;3.80;18/03/1999 00:00;124;ACORES, R DOS;90;NULL;VM;VILA MARIANA;1;1.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
13227;400095;II;0.11;3.80;18/03/1999 00:00;124;ACORES, R DOS;222;NULL;VM;VILA MARIANA;1;0.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
13184;400052;II;0.11;3.80;18/03/1999 00:00;124;ACORES, R DOS;355;NULL;VM;VILA MARIANA;1;0.00;10.20;0;NULL;NULL;0;1;1;0;1;LAR ESCOLA SÃO FRANCISCO;0;0;400108;Esta lombada foi equivocadamente homologada, pois será substituída pela 400.108 (frente ao número 310A),conforme projeto 451.0112/00-9 que foi cancelado face o tempo decorrido e deverá ser substituído por outro atualizado, em futura oportunidade de vistoria.CALFA.
10726;200091;II;0.11;3.70;18/03/1999 00:00;140;ACURUA, R;198;NULL;LA;LAPA;1;6.00;8.00;0;NULL;NULL;0;1;1;0;1;NULL;0;0;NULL;Vistoriada em 21/08/10 - Reginaldo
10727;200092;II;0.11;4.00;18/03/1999 00:00;140;ACURUA, R;278;NULL;LA;LAPA;1;6.00;8.00;0;NULL;NULL;0;1;1;0;1;NULL;0;0;NULL;Vistoria realizada em 21/08/10 - Reginaldo
359;320620;II;0.08;3.70;18/03/1999 00:00;141;ACURUI, R;560;NULL;AF;ARICANDUVA;3;1.00;10.80;1;2.80;NULL;0;1;1;0;1;EMEF PRES. KENNEDY;1;0;NULL;NULL
360;320621;II;0.10;3.50;18/03/1999 00:00;141;ACURUI, R;196;NULL;AF;ARICANDUVA;3;6.00;10.80;1;3.30;NULL;0;1;1;0;0;NULL;1;0;NULL;LARGURA DA OUTRA CALÇADA = 3.50.
20336;530293;I;0.08;1.50;03/07/2012 00:00;143;ACUTI, R;134;NULL;CS;SOCORRO;1;2.00;7.00;0;NULL;NULL;0;1;1;0;1;NULL;0;0;NULL;NULL
23439;533594;I;0.08;1.50;03/07/2012 00:00;143;ACUTI, R;50;NULL;CS;SOCORRO;1;3.00;7.00;0;NULL;NULL;0;1;1;0;1;NULL;0;0;NULL;NULL
26697;510684;II;0.10;3.70;18/03/1999 00:00;154;ADALIVIA DE TOLEDO, R;426;NULL;BT;BUTANTÃ;2;6.00;7.00;1;1.20;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
26698;510685;II;0.10;2.60;18/03/1999 00:00;154;ADALIVIA DE TOLEDO, R;521;NULL;BT;BUTANTÃ;2;4.00;8.60;1;1.60;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
28995;432601;I;0.08;1.50;24/01/2012 00:00;159;ADAO LORENZINI, R;233;NULL;SM;SÃO MATEUS;1;0.00;7.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
1446;310638;I;0.10;1.50;18/03/1999 00:00;179;ADELINA LINHARES, R;177;NULL;PE;PENHA;1;0.00;6.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
1447;310639;I;0.10;1.50;18/03/1999 00:00;179;ADELINA LINHARES, R;12;NULL;PE;PENHA;1;0.00;6.50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2837;312002;I;0.10;1.50;18/03/1999 00:00;181;MANUEL NUNES FIGUEIRA, R;81;NULL;MP;SÃO MIGUEL;1;4.00;10.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2838;312003;I;0.10;1.50;29/05/1999 00:00;181;MANUEL NUNES FIGUEIRA, R;183;NULL;MP;SÃO MIGUEL;1;5.00;10.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
6836;302346;I;0.10;3.70;22/12/2012 00:00;184;ADELINO, R;71;NULL;IQ;ITAQUERA;1;5.00;9.00;1;1.80;NULL;0;1;1;0;1;NULL;0;0;NULL;NULL
8543;330226;I;0.09;1.45;18/03/1999 00:00;187;ADELINO DE ALMEIDA CASTILHO, R;45;NULL;MO;MOOCA;2;2.00;8.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
26656;510219;II;0.10;3.75;29/05/1998 00:00;203;ADIBO ARES, AV COMEN;444;NULL;BT;BUTANTÃ;2;2.00;13.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26712;510217;II;0.10;3.75;26/09/1998 00:00;203;ADIBO ARES, AV COMEN;602;NULL;BT;BUTANTÃ;1;2.00;13.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26713;510218;II;0.08;3.70;13/09/2011 00:00;203;ADIBO ARES, AV COMEN;290;NULL;BT;BUTANTÃ;2;0.00;12.00;1;2.00;NULL;0;1;1;0;0;NULL;1;0;NULL;NULL
26714;510220;II;0.10;3.75;26/09/1998 00:00;203;ADIBO ARES, AV COMEN;702;NULL;BT;BUTANTÃ;2;1.00;13.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
3592;312759;I;0.10;1.50;18/03/1999 00:00;211;ANTONIO DE SOUZA LANDIM, R;105;NULL;PE;PENHA;1;2.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
25496;501186;I;0.10;1.50;18/03/1999 00:00;229;HERBERT MAYA DE VASCONCELLOS, R;212;NULL;AD;CIDADE ADEMAR;1;0.00;5.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
24565;500602;I;0.08;1.50;29/05/1999 00:00;259;AFONSO BOCCHIGLIERI, AL;117;NULL;SA;SANTO AMARO;1;6.00;8.00;1;0.90;NULL;0;1;1;0;1;E.E.Joaquim Adolfo  Araújo;0;0;NULL;lombada danificada reofrmar.
28283;120004;II;0.10;3.70;03/05/2012 00:00;271;AFONSO DE FREITAS, R;810;NULL;VM;VILA MARIANA;2;0.00;8.10;1;1.50;NULL;0;1;1;1;0;NULL;0;0;NULL;NULL
466;320179;I;0.10;1.50;18/03/1999 00:00;279;AFONSO MILLIET, R;22;NULL;MO;MOOCA;1;5.00;5.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
5572;301152;II;0.10;3.70;18/03/1999 00:00;304;AGAPANTOS, AV DOS;131;NULL;IQ;ITAQUERA;1;4.00;12.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
5620;301150;II;0.10;3.75;18/03/1999 00:00;304;AGAPANTOS, AV DOS;126;NULL;IQ;ITAQUERA;1;4.00;12.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
6508;302019;II;0.10;3.70;22/12/2012 00:00;304;AGAPANTOS, AV DOS;17;NULL;IQ;ITAQUERA;1;2.00;12.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
2240;311405;I;0.10;1.50;18/03/1999 00:00;311;AGENOR ROCHA, R;192;NULL;MP;SÃO MIGUEL;1;0.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2241;311406;I;0.10;1.50;18/03/1999 00:00;311;AGENOR ROCHA, R;86;NULL;MP;SÃO MIGUEL;1;2.00;7.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
16997;521300;I;0.08;1.50;18/03/1999 00:00;315;AGLAE REIS, R;350;NULL;MB;M'BOI MIRIM;1;6.00;6.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2133;311299;II;0.10;3.70;18/03/1999 00:00;316;AGNELO, AV MONS;281;NULL;MP;SÃO MIGUEL;1;0.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2134;311300;II;0.10;3.70;18/03/1999 00:00;316;AGNELO, AV MONS;298;NULL;MP;SÃO MIGUEL;1;0.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2135;311301;II;0.10;3.70;18/03/1999 00:00;316;AGNELO, AV MONS;515;NULL;MP;SÃO MIGUEL;1;3.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
2136;311302;II;0.10;3.70;18/03/1999 00:00;316;AGNELO, AV MONS;741;NULL;MP;SÃO MIGUEL;1;6.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
26720;510448;II;0.10;3.75;26/09/1998 00:00;324;AGOSTINHO CANTU, R;419;NULL;BT;BUTANTÃ;1;1.00;10.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26721;510449;II;0.10;3.75;26/09/1998 00:00;324;AGOSTINHO CANTU, R;346;NULL;BT;BUTANTÃ;1;1.00;10.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
16794;420151;II;0.10;3.70;18/03/1999 00:00;331;AGOSTINHO GOMES, R;488;NULL;IP;IPIRANGA;2;0.00;12.00;0;NULL;NULL;0;1;1;0;1;NULL;0;0;NULL;NULL
10078;210175;II;0.10;3.70;18/03/1999 00:00;344;AGUA COMPRIDA, R;384;NULL;ST;SANTANA / TUCURUVI;1;6.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
920;310113;I;0.10;1.50;26/09/1998 00:00;350;ALICIO CLARA SIMEAO, R;252;NULL;IT;ITAIM PAULISTA;1;0.00;10.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
16656;420426;I;0.08;1.50;01/03/2011 00:00;354;LUIZ DA COSTA RAMOS, R;53;NULL;IP;IPIRANGA;1;NULL;6.80;0;NULL;NULL;0;1;2;0;0;NULL;0;0;NULL;NULL
33;320032;I;NULL;NULL;26/09/1998 00:00;358;AGUA RASA, R;111;NULL;MO;MOOCA;1;0.00;5.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
34;320033;I;0.08;1.50;26/09/1998 00:00;361;AGUA SANTA, R;35;NULL;MO;MOOCA;1;0.00;5.00;1;1.30;NULL;0;1;2;0;0;NULL;0;0;NULL;LARGURA DA OUTRA CALÇADA = 1.50.
14887;431000;I;0.08;1.50;09/12/2010 00:00;369;AGUAS DE LINDOIA, R;129;NULL;VP;VILA PRUDENTE / SAPOPEMBA;1;2.00;7.30;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;Projeto 441.0054/00-7 foi cancelado e substituído pelo projeto 441.0180/02-9.
9905;210004;II;0.10;3.70;26/09/1998 00:00;371;AGUAS VIRTUOSAS, R;687;NULL;CV;CASA VERDE / CACHOEIRINHA;2;2.00;9.50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
9902;210001;II;0.10;3.70;26/09/1998 00:00;371;AGUAS VIRTUOSAS, R;769;NULL;CV;CASA VERDE / CACHOEIRINHA;2;2.00;9.50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
9565;230905;I;0.12;1.50;18/03/1999 00:00;377;AGUIAR CARDOSO, R;94;NULL;MG;VILA MARIA / VILA GUILHERME;1;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9566;230906;I;0.08;1.50;18/03/1999 00:00;377;AGUIAR CARDOSO, R;200;NULL;MG;VILA MARIA / VILA GUILHERME;1;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9567;230907;I;0.08;1.50;18/03/1999 00:00;377;AGUIAR CARDOSO, R;355;NULL;MG;VILA MARIA / VILA GUILHERME;1;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
24575;500024;I;0.10;1.50;26/09/1998 00:00;379;AGUIAR TOLEDO, R VISC DE;244;NULL;SA;SANTO AMARO;1;2.00;7.00;1;1.60;NULL;0;1;1;0;0;NULL;0;0;NULL;lombada muito alta
24577;500026;I;0.10;1.50;26/09/1998 00:00;379;AGUIAR TOLEDO, R VISC DE;398;NULL;SA;SANTO AMARO;1;0.00;7.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
11064;220233;II;0.10;3.70;18/03/1999 00:00;381;AGUIAR WHITAKER, R DR;139;NULL;FO;FREGUESIA / BRASILÂNDIA;1;2.00;7.00;1;1.50;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
1681;310847;I;0.10;1.50;18/03/1999 00:00;398;BRAS DA ROCHA CARDOSO, AV;35;NULL;MP;SÃO MIGUEL;1;0.00;9.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
8547;330230;I;0.07;1.60;24/01/2012 00:00;409;AIRI, R;239;NULL;MO;MOOCA;1;0.00;10.30;1;2.90;NULL;0;1;2;0;0;NULL;0;0;NULL;NULL
8524;330205;I;0.08;1.50;09/12/2010 00:00;409;AIRI, R;114;NULL;MO;MOOCA;1;0.00;10.10;1;NULL;NULL;0;3;2;0;0;NULL;0;0;NULL;NULL
10763;200130;I;0.09;1.50;01/03/2011 00:00;418;AJURAPEIA, R;65;1,5M + N 65;PI;PINHEIROS;1;5.00;6.50;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
1553;310722;II;0.10;3.70;18/03/1999 00:00;431;ALAGOAS, AV BR DE;1145;NULL;IT;ITAIM PAULISTA;2;6.00;11.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
16664;420436;II;0.10;3.70;18/03/1999 00:00;457;ALBERNAZ, R VIG;522;NULL;IP;IPIRANGA;2;2.00;9.20;1;3.10;NULL;1;1;1;0;0;NULL;1;0;NULL;Vistoriada em 11.04.2012  Necessita repintura  Sinalização vertical em boas condições
16584;420338;II;0.10;3.70;18/03/1999 00:00;457;ALBERNAZ, R VIG;637;NULL;IP;IPIRANGA;2;3.00;9.22;1;3.10;NULL;1;1;1;0;0;NULL;1;0;NULL;Vistoriada em 11.04.2012  Sinalização vertical em boas condições  Necessita de repintura
9945;210199;II;0.10;3.70;18/03/1999 00:00;463;ALBERTINA V. DA SILVA GORDO, R;275;NULL;ST;SANTANA / TUCURUVI;1;0.00;7.10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
9020;230190;II;0.10;3.70;26/09/1998 00:00;468;ALBERTO, R REI;515;NULL;JT;TREMEMBÉ / JAÇANÃ;1;2.00;9.50;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9022;230192;II;0.10;3.70;26/09/1998 00:00;468;ALBERTO, R REI;73;NULL;JT;TREMEMBÉ / JAÇANÃ;1;2.00;9.50;0;NULL;NULL;0;1;1;0;0;NULL;1;0;NULL;Moradores não deixaram reconstruir a lombada fr. nº 73
26730;510002;II;0.10;3.75;26/09/1998 00:00;473;ALBERTO BONFIGLIOLI, AV COMEN;312;NULL;BT;BUTANTÃ;2;3.00;9.50;0;NULL;NULL;0;0;0;0;1;NULL;0;0;NULL;NULL
9212;230539;II;0.10;3.70;13/09/2011 00:00;475;ALBERTO BYINGTON, AV;2018;OPOSTO AO Nº 2022;MG;VILA MARIA / VILA GUILHERME;2;4.00;12.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
9213;230540;II;0.10;3.70;13/09/2011 00:00;475;ALBERTO BYINGTON, AV;2143;NULL;MG;VILA MARIA / VILA GUILHERME;2;4.00;12.00;1;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
14015;431853;I;0.10;1.50;18/03/1999 00:00;482;ALBERTO DA BELGICA, R REI;582;NULL;AF;ARICANDUVA;2;0.00;7.00;1;NULL;NULL;0;1;1;0;1;E. E. Profª Almerinda Rodrigues Mello.;0;0;NULL;NULL
26737;510745;I;0.10;1.50;18/03/1999 00:00;483;ALBERTO DA SILVEIRA, R DR;245;NULL;BT;BUTANTÃ;1;4.00;7.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26738;510746;I;0.10;1.50;18/03/1999 00:00;483;ALBERTO DA SILVEIRA, R DR;172;NULL;BT;BUTANTÃ;1;4.00;7.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26739;510747;I;0.10;1.50;18/03/1999 00:00;483;ALBERTO DA SILVEIRA, R DR;91;NULL;BT;BUTANTÃ;1;4.00;7.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
26740;510748;I;0.10;1.50;18/03/1999 00:00;483;ALBERTO DA SILVEIRA, R DR;18;NULL;BT;BUTANTÃ;1;4.00;7.00;0;NULL;NULL;0;0;0;0;0;NULL;0;0;NULL;NULL
15506;430174;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;NULL;S/N 13M R. PASCOAL DIAS;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;1;CEI LUIS GONZAGA DO NASCIMENTO JR.;1;0;NULL;Adequação altura / largura.Adequação sinalização vertical / horizontal.
15508;430176;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;138;NULL;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;1;E.E. PROFº. ADELINO JOSE DA SILVA D'AZEVEDO;1;0;NULL;NULL
15512;430177;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;190;NULL;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;1;E.E. PROFº. ADELINO JOSE DA SILVA D'AZEVEDO;1;0;NULL;NULL
15513;430178;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;273;261 e 266;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;1;0;NULL;NULL
15514;430179;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;336;337;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;1;0;NULL;NULL
16127;430835;II;0.10;3.70;08/01/2011 00:00;485;ALBERTO DE MACEDO, R;NULL;S/N A 13M DO N.381;SM;SÃO MATEUS;2;1.00;10.00;1;NULL;NULL;0;1;1;0;0;NULL;1;0;NULL;NULL
10773;200150;I;0.09;1.40;18/03/1999 00:00;489;ALBERTO FARIA, R;2233;NULL;PI;PINHEIROS;1;0.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;Esta lombado foi reconfigurada pela SUB-PI, em 23/05/11, pois a mesma foi encontrava-se danificada por obra da Sabesp. Atualmente está dentro dos padrões CET(T-1). Reginaldo, em 24/05/11.
10691;200053;I;0.07;1.50;18/03/1999 00:00;489;ALBERTO FARIA, R;784;NULL;PI;PINHEIROS;1;0.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
10692;200054;I;0.08;1.50;13/09/2011 00:00;489;ALBERTO FARIA, R;884;NULL;PI;PINHEIROS;1;0.00;8.00;0;NULL;NULL;0;1;1;0;0;NULL;0;0;NULL;NULL
24594;500504;II;0.10;3.70;29/05/1999 00:00;493;ALBERTO HODGE, R;82;NULL;SA;SANTO AMARO;1;5.00;11.00;1;1.50;NULL;0;1;1;0;0;NULL;0;0;NULL;lombada danificada
24596;500506;II;0.10;3.70;29/05/1999 00:00;493;ALBERTO HODGE, R;247;NULL;SA;SANTO AMARO;1;5.00;11.00;1;1.70;NULL;0;1;1;0;0;NULL;0;0;NULL;readequar devido a lombada estar danificada
