Id Placa;Categoria;Município;Marca Veículo CET;Marca Veículo Denatran;Tipo Veículo Cet;Tipo Veículo Denatran;Cor Denatran;Ano Modelo;Tipo Registro;Espécie
575;1;6551;51;108205;6;6;27;1995;1;0
576;1;7131;51;146505;6;6;140;1995;1;19
577;1;7107;51;108205;6;6;159;1995;1;19
578;1;6949;51;102620;6;6;140;1996;1;19
579;1;7107;299;107314;6;6;159;1995;1;19
580;1;6401;35;222801;25;23;140;1996;1;27
581;1;6377;51;108205;6;6;51;1995;1;19
582;2;7107;2585;412801;8;7;43;1995;1;19
583;1;7107;19;117005;6;6;27;1987;1;19
584;1;7057;35;149502;6;6;159;1995;1;19
585;1;7107;51;204718;25;23;51;1995;1;27
586;1;7107;51;102613;6;6;27;1996;1;19
587;1;7107;35;149501;6;6;159;1995;1;19
588;1;7107;51;204721;25;13;27;1996;1;27
589;1;6789;35;149503;6;6;43;1995;1;19
590;1;7107;35;132814;6;6;159;1995;1;19
591;1;7107;35;132814;6;6;27;1995;1;19
592;1;7017;388;218330;25;13;140;2008;1;35
593;1;7107;19;160625;6;6;108;2012;1;19
594;1;7107;94;4779;4;4;43;2013;1;19
595;1;7107;51;108205;6;6;116;1995;1;19
596;1;7107;2488;146763;6;6;43;2012;1;19
597;1;7107;329;161311;6;6;108;2008;1;19
598;1;7107;175;114825;6;6;108;2011;1;19
599;1;7107;78;105805;6;6;159;1996;1;19
600;1;7107;2585;145304;6;6;108;2014;1;19
601;1;6661;78;105804;6;6;116;1995;1;19
602;1;6875;94;36415;4;4;43;2012;1;19
603;1;7057;19;160105;6;6;108;2004;1;19
604;1;7107;35;308815;25;14;51;2002;1;27
605;1;7107;35;220509;25;23;108;2006;1;27
606;1;7107;167;114117;6;6;159;2012;1;19
607;1;6477;94;11199;4;4;27;1990;1;19
608;1;7107;19;203458;25;23;51;2011;1;60
609;1;7107;213;111009;6;6;51;1995;1;19
610;1;7071;1651;211766;25;25;43;2014;1;35
611;1;7107;1261;125505;6;6;43;1994;1;19
612;1;7107;35;149502;6;6;159;1995;1;19
613;1;6663;19;160605;6;6;116;2006;1;19
614;1;7107;19;203016;25;25;116;2011;1;35
615;1;6291;51;102616;6;6;159;1995;1;0
616;1;7107;27;103306;6;6;43;1990;1;19
617;1;6579;19;203016;25;25;43;2014;1;35
618;1;7107;27;203626;25;13;116;2013;1;35
619;1;6597;19;148202;6;6;108;1993;1;19
620;1;7057;51;152407;6;6;43;2002;1;19
621;1;7107;2488;221056;25;13;116;2012;1;35
622;1;7107;51;108268;6;6;86;2012;1;19
623;1;7107;167;106524;6;6;116;2005;1;19
624;1;7107;2488;221053;25;13;108;2013;1;35
625;1;6291;2488;221044;25;25;108;2011;1;35
626;1;6213;108;107205;6;6;140;1996;1;19
627;1;6929;94;2602;4;4;116;2008;1;19
628;1;7107;19;116613;6;6;159;1994;1;19
629;1;7151;27;153309;6;6;116;2011;1;19
630;1;7107;19;160625;6;6;108;2013;1;19
631;1;7107;175;114825;6;6;116;2011;1;19
632;1;7107;27;135699;6;6;43;1971;1;19
633;1;6141;19;117011;6;6;27;1993;1;19
634;1;7107;2488;221059;25;13;108;2011;1;35
635;1;6219;213;167017;6;6;116;2013;1;19
636;1;7107;1686;685401;59;10;51;2007;1;27
637;1;6563;35;149502;6;6;27;1995;1;19
638;1;7099;19;112266;6;6;51;2010;1;19
639;1;7107;2488;221030;25;13;116;2006;1;35
640;1;6131;345;105201;6;6;43;1990;1;19
641;1;7107;35;132807;6;6;43;1994;1;19
642;1;7107;35;149532;6;6;108;2009;1;19
643;1;6427;35;149553;6;6;108;2011;1;19
644;1;6249;35;132809;6;6;51;1993;1;19
645;1;7107;51;108205;6;6;43;1994;1;19
646;1;7107;2101;218339;25;25;43;2011;1;35
647;1;6477;27;159914;6;6;116;2004;1;19
648;1;6249;35;149501;6;6;159;1995;1;19
649;1;7107;94;15110;4;4;116;2008;1;19
650;1;7107;1295;106006;6;6;51;1995;1;19
651;1;7077;35;201204;25;13;35;1986;1;0
652;1;6619;60;124102;6;6;108;2002;1;19
653;1;7107;19;112292;6;6;116;2011;1;19
654;1;7107;175;114826;6;6;116;2012;1;19
655;1;7107;51;102616;6;6;27;1994;1;19
656;1;7107;35;132814;6;6;159;1994;1;19
657;1;6589;35;149558;6;6;51;2011;1;19
658;1;7017;35;220507;25;23;108;2004;1;27
659;1;7107;35;220509;25;23;116;2008;1;27
660;1;7107;175;114808;6;6;35;2003;1;19
661;1;7107;51;165017;6;6;51;2012;1;19
662;1;7107;1651;222232;25;25;108;2012;1;35
663;1;6503;19;203404;25;13;159;1992;1;0
664;1;7157;175;114826;6;6;116;2011;1;19
665;1;7107;108;107223;6;6;116;2007;1;19
666;1;7107;94;15199;4;4;159;1991;1;19
667;1;7107;51;222413;25;23;116;2006;1;60
668;1;7107;19;160633;6;6;108;2012;1;19
669;1;7047;19;112266;6;6;108;2012;1;19
670;1;7107;973;141245;6;6;116;2011;1;19
671;1;7107;2488;221044;25;25;108;2011;1;35
672;1;7107;35;104727;6;6;108;1996;1;19
673;1;6251;27;135646;6;6;116;2011;1;19
674;1;7107;27;203854;25;13;116;2009;1;35
675;1;6377;35;201204;25;13;51;1988;1;0
676;1;7107;329;161311;6;6;108;2008;1;19
677;1;7107;329;160855;6;6;116;2011;1;19
678;1;7107;19;116612;6;6;159;1994;1;19
679;1;7237;27;103302;6;6;27;1991;1;19
680;1;7107;19;160625;6;6;108;2012;1;19
681;1;7107;19;112207;6;6;108;1994;1;19
682;1;7107;108;202838;25;25;116;2012;1;35
683;1;7107;175;111809;6;6;140;1997;1;19
684;1;7107;19;115730;6;6;116;1996;1;19
685;1;6477;60;109663;6;6;108;2009;1;19
686;3;6291;19;116913;6;6;116;1996;1;0
687;1;6291;108;107230;6;6;116;2008;1;19
688;1;6669;1651;222213;25;23;27;2004;1;60
689;1;7057;27;153309;6;6;43;2013;1;19
690;1;7107;35;107122;6;6;51;2012;1;19
691;1;6689;973;141204;6;6;116;1993;1;19
692;1;7107;2488;221053;25;13;116;2012;1;35
693;1;7107;213;167001;6;6;108;2010;1;19
694;1;7107;27;159933;6;6;108;2014;1;19
695;1;7107;2488;221040;25;25;116;2008;1;35
696;1;7107;51;108205;6;6;51;1995;1;19
697;1;7107;1651;222232;25;25;108;2010;1;35
698;1;7107;43;216017;25;13;116;2010;1;35
699;1;6645;51;146505;6;6;51;1995;1;19
700;1;6789;51;153011;6;6;108;2007;1;19
701;1;6291;27;135699;6;6;19;1929;1;19
702;1;7107;35;149542;6;6;108;2007;1;19
