Codigo;Marca
512658;I/MO LIEBHERR 1400-7.1             
512660;I/MO LIEBHERR LTM11200             
512661;I/MO LIEBHERR LTM1350-61           
512662;I/MO LIEBHERR LTM11200-9           
512701;IMP/M.A. JCB 214                   
512899;IMP/M.A. SCORZA                    
512901;I/MO DEMAG AC60                    
512902;I/MO DEMAG AC155                   
512903;I/MO DEMAG AC75                    
512904;I/MO DEMAG AC150                   
512905;I/MO DEMAG AC205                   
512906;I/MO DEMAG AC265                   
512907;I/MO DEMAG AC395                   
512908;I/MO DEMAG AC180 24067             
512911;I/MO DEMAG AC 100 77017            
512916;I/MO DEMAG AC 120                  
512920;I/MO DEMAG AC160 1                 
512922;I/MO DEMAG AC 500-1                
512999;IMP/M.A. MDF                       
513099;IMP/DEUTZ FAHR                     
513101;IMP/WU LING QY 20                  
513102;IMP/WU LING QY 25                  
513103;I/MO PUYUAN QY35H                  
513201;I/MO LUNA AT 6040                  
513202;I/MO LUNA AT90 58                  
513301;I/MO MARCHETTI MG 8041             
513400;MO/FORD CARGO 2630 MD300           
513402;MO/SCANIA R124 MD60010X4           
513500;I/MO COMPACT TRUCK CT 3            
513501;I/MO COMPACT TRUCK CT2             
513600;MO/PIONEIRA BOB BOD                
513700;I/MO KRUPP KMK 2025                
513701;I/MO KRUPP KMK 3045                
513702;I/MO KRUPP KMK 4080                
513800;I/PACIFIC P12 W                    
513900;MO/TDB TS 500B 3                   
513901;MO/TDB GT 600B 1                   
514000;MO/JCB 214E                        
514100;I/MO XCMG QY 65K                   
514101;I/MO XCMG QY 50K                   
514102;I/MO XCMG 35K                      
514103;I/MO XCMG QY 25K                   
514104;I/MO XCMG QY 40K                   
514105;I/MO XCMG QY 35K                   
514106;I/MO XCMG QY 25K 5                 
514107;I/MO XCMG QY 130K                  
514108;I/MO XCMG QY 60K                   
514109;I/MO XCMG QY 30K5                  
514110;I/MO XCMG QY 16K                   
514111;I/MO XCMG QY 70K                   
514112;I/MO XCMG QY 20B                   
514113;I/MO XCMG QAY 25                   
514114;I/MO XCMG QY 100K                  
514115;I/MO XCMG QAY 130                  
514117;I/MO XCMG QY 20G                   
514118;I/MO XCMG QAY 240                  
514119;I/MO XCMG QY 70K-I                 
514120;I/MO XCMG QY 25K 5-I               
514121;I/MO XCMG QY 90K                   
514122;I/MO XCMG QY 110K                  
514123;I/MO XCMG QY 30K5-I                
514124;I/MO XCMG QY 50K-II                
514126;I/MO XCMG QY 130K-I                
514127;I/MO XCMG QY 100K-I                
514128;I/MO XCMG QAY 180                  
514130;I/MO XCMG QY 75KN                  
514131;I/MO XCMG QAY 220A                 
514133;I/MO XCMG BR750                    
514200;MA/GURGEL TA 01                    
514300;I/MO PUYUAN QY50D                  
514301;I/MO ZOOMLION QY70 V               
514303;I/MO ZOOMLION QY30V                
514305;I/MO ZOOMLION QY50H                
514306;I/MO ZOOMLION QY20H                
514312;I/MO ZOOMLION QAY 180              
514314;I/MO ZOOMLION QY 25V               
514315;I/MO ZOOMLION QY25V432             
514316;I/MO ZOOMLION QY 60V               
514317;I/MO ZOOMLION ZMC75                
514400;I/MO CHANGJIANG LT1130             
514401;I/MO CHANGJIANG LT1055             
514402;I/MO CHANGJIANG LT1070             
514403;I/MO CHANGJIANG LT1036             
514404;I/MO CHANGJIANG LT1055 2           
514405;I/MO CHANGJIANG LT1070/1           
514406;I/MO CHANGJIANG LT1025             
514407;I/MO CHANGJIANG LT1025 2           
514700;I/MO LINK BELT HTC 8660            
514701;I/MO LINK BELT HTC 8690            
531700;I/MU KRUPP KMK 2025                
581502;REB/REAL MERLUSA                   
587104;R/EMPRETEC C TRE 8T                
599999;M. AGRICOLA                        
600001;REB/NELSON CAR                     
600199;REB/A JOIA                         
600200;R/BUTURA CA500                     
600204;I/SR MO STECO LOADER ST            
600211;R/MALTA AB 500                     
600216;I/R OMFTT AESYS                    
600299;REB/A B CHANCE                     
600300;R/WRTRAILER GRAN LUXO CF           
600301;R/WRTRAILER LAGOEIRO CA            
600310;R/JLF CARRESUL CA                  
600311;R/JLF CARRESUL CF                  
600399;REB/A GUERRA                       
600499;REB/ABE                            
600500;R/MELOEAGUIAR CA 500               
600501;I/SR MO BUILT PN 4200              
600599;REB/ADEJAN                         
600699;REB/ADEPAR                         
600700;R/BONDAN CA 1E                     
600702;R/BONDAN CA 2E                     
600704;SR/METALFORT CF 03E                
600705;R/ALUFLEX NINJA                    
600799;REB/ADIL                           
600800;SR/SIDERSUL SID 2E                 
600801;SR/SIDERSUL SID 3E                 
600802;R/SIDERSUL DOLLY 2E                
600805;SR/SIDERSUL PC2E EXT               
600806;SR/SIDERSUL PC3E EXT               
600899;REB/ADLER                          
600903;SR/FROTA SRPR 3E                   
600999;REB/ADOL                           
601000;R/HIPERFORT BC500                  
601099;REB/AGRIMAO                        
601100;R/ROBUST BRC                       
601101;R/ROBUST CRG                       
601199;REB/ALBERTIM                       
601200;R/RIVEL ALPINA                     
601201;R/RIVEL CAIAPO                     
601202;R/RIVEL TRIANON                    
601203; R/RIVEL TAPAJOS                   
601204;R/RIVEL TAIGUARA                   
601205;R/RIVEL MINICARGO                  
601210;SR/ATHOS CF 2E                     
601299;REB/ALIANCA                        
601399;REB/ALUMISA                        
601499;REB/ALVORADA                       
601500;I/SR HEIL PETRO 3E                 
601501;I/SR HEIL PETRO BT                 
601502;I/SR HEIL PETRO 2E                 
601599;REB/AMERICAN                       
601600;R/BR CARRETAS PRATA 01             
601699;REB/ANCORA                         
601701;R/HIDRAULASER RDR HL710            
601799;REB/ANDRAVOLKS                     
601899;REB/ANHANGUERA                     
601901;REB/ANTONINI SRA BB                
601902;REB/ANTONINI RA CN                 
601903;REB/ANTONINI SRA FG                
601904;REB/ANTONINI SRA SI                
601905;SR/ANTONINI SRA CN                 
601906;R/ANTONINI RA FG                   
601909;R/NEWHALLEY 2ANCOMPACT             
601910;R/NEWHALLEY 4AN                    
601999;REB/ANTONINI                       
602099;REB/AO MAR                         
602199;REB/APACHE                         
602299;REB/APOLO                          
602300;R/NAU ELR1                         
602301;R/NAU ELR 2                        
602302;R/NAU ELR 3                        
602399;REB/APV                            
602404;I/R BAXLEY ST001                   
602499;REB/AQUASPORT                      
602599;REB/ARCOFER                        
602600;SR/MO CIBER UACF 14PMI             
602601;SR/MO CIBER UADM 1 4P              
602602;SR/MO CIBER FM 30P                 
602603;SR/CIBER TM 3020P                  
602605;SR/CIBER TM 6020P                  
602606;SR/MO CIBER UACF 14PME             
602607;SR/MO CIBER DA P                   
602608;SR/MO CIBER MX P                   
602612;SR/MO CIBER UACF 1517PME           
602614;I/R MO SCHWARZE SP 10              
602699;REB/ARGI                           
602799;REB/ARMETAL                        
602899;REB/ARTESANAL                      
602999;REB/ARUJAMAR                       
603099;REB/ASTRO LINEAR                   
603100;R/JK TROPICAL                      
603199;REB/ATLANTICA                      
603201;REB/ATLAS COPCO ST 71              
603202;REB/ATLAS COPCO XA 80              
603299;REB/ATLAS COPCO                    
603399;REB/AURELIO                        
603400;SR/LORANDA MOLDE UM                
603401;SR/LORANDA SRBT L                  
603402;SR/LORANDA SRBD K                  
603499;REB/AUTOESTE                       
603599;REB/AZEMAR                         
603699;REB/B L C                          
603799;REB/BABY                           
603899;REB/BACCARIN                       
603901;REB/BARROS BARCO                   
603902;REB/BARROS MOTO                    
603903;REB/BARROS CARGA                   
603904;REB/BARROS CAMPING                 
603905;REB/BARROS MINI                    
603906;REB/BARROS CURTA                   
603907;REB/BARROS MEDIO                   
603908;REB/BARROS LONGA                   
603999;REB/BARROS                         
604099;REB/BATTOCCHIO                     
604199;REB/BAZZA                          
604200;R/SERNAUTO 001                     
604299;REB/BELEM                          
604399;REB/BENINCASA                      
604499;REB/BERGAMASHI                     
604599;REB/BETANIA                        
604699;REB/BEUX                           
604799;REB/BIANCHINI                      
604899;REB/BIKINI                         
604901;REB/BISELLI SRB GG                 
604902;REB/BISELLI SRB TT                 
604903;REB/BISELLI TQ 1                   
604904;SR/BISELLI SRB TT                  
604999;REB/BISELLI                        
605099;REB/BLM MANGRO                     
605199;REB/BRASCAR                        
605299;REB/BRASIL                         
605399;REB/BRECOVEL                       
605499;REB/BRM                            
605599;REB/BRUSOU                         
605699;REB/BUDAGG                         
605799;REB/BUGG                           
605899;REB/BULLING                        
605999;REB/CABRINI                        
606099;REB/CAIMA                          
606199;REB/CAMAPAGIBE                     
606299;REB/CAMBE                          
606301;REB/CAMPINGCAR FAMILY              
606302;REB/CAMPINGCAR MAX C               
606303;REB/CAMPINGCAR MAX J               
606304;REB/CAMPINGCAR MAX M               
606399;REB/CAMPING-CAR                    
606400;R/ CAMPING STAR 01                 
606499;REB/CAMPING-STAR                   
606599;REB/CAMPONEZA                      
606699;REB/CANDOTTI                       
606799;REB/CANTIN                         
606899;REB/CARBRUNO                       
606999;REB/CARGO VAN                      
607001;REB/CARMETAL CL 3                  
607099;REB/CARMETAL                       
607199;REB/CARRETA                        
607299;REB/CARRETA MIRIM                  
607399;REB/CARRIAL                        
607499;REB/CASARINI                       
607599;REB/CASTOR                         
607699;REB/CATERPILLAR                    
607799;REB/CATORSOL                       
607899;REB/CBS                            
607999;REB/CCS                            
608099;REB/CEAM                           
608199;REB/CECAGNO                        
608299;REB/CENTRAL                        
608300;R/EVM NAUTICO 1E                   
608301;R/EVM MOTO 1E                      
608302;R/EVM BAU 1E                       
608399;REB/CENTRO NAUTICO                 
608499;REB/CESMEL                         
608599;REB/CHAPASUL                       
608699;REB/CIL                            
608799;REB/CIMAN                          
608899;REB/CM-PINGO                       
608901;REB/COAST MISTRAL JB               
608999;REB/COAST CAMARAN                  
609099;REB/CODEMA                         
609101;REB/CORDIMAQ 900A                  
609199;REB/CODIMAQ                        
609299;REB/COLIBRI                        
609399;REB/COLIVE                         
609499;REB/COMIL                          
609599;REB/COMIN                          
609699;REB/COMMER                         
609701;REB/CONTIN SRC GR                  
609702;REB/CONTIN SRC TA                  
609799;REB/CONTIN                         
609899;REB/CONTINENTAL                    
609999;REB/COPECAS                        
610099;REB/CORONA                         
610199;REB/COTRASA                        
610299;REB/CRIS                           
610399;REB/CRP                            
610499;REB/CRUZEIRO                       
610599;REB/DAB                            
610699;REB/DADUKA                         
610799;REB/DALCONTI                       
610899;REB/DALLA COSTA                    
610901;REB/DAMBROZ EA113                  
610902;REB/DAMBROZ EA113E                 
610903;REB/DAMBROZ EA115                  
610904;REB/DAMBROZ SRTC                   
610905;REB/DAMBROZ SRPV                   
610906;REB/DAMBROZ SFR2                   
610907;REB/DAMBROZ SFR3                   
610908;REB/DAMBROZ SFP2                   
610909;REB/DAMBROZ SFP3                   
610910;SR/DAMCAR CT45 3EPL                
610911;SR/DAMCAR CT30 2EPL                
610916;R/DAMBROZ DOLLY                    
610917;SR/DAMBROZ CT 4E                   
610918;SR/DAMBROZ SRBL                    
610919;SR/DAMBROZ SRPC 3E                 
610920;SR/DAMBROZ SRCT 6E                 
610999;REB/DAMBROZ                        
611099;REB/DAYSON                         
611199;REB/DEBONA                         
611299;REB/DESTIL                         
611399;REB/DIAMAR                         
611499;REB/DIPLOMATA                      
611599;IMP/DKW                            
611699;REB/DOLLY                          
611799;REB/DOUAT                          
611899;REB/DUNGA                          
611999;REB/DURIGAN                        
612099;REB/E L                            
612101;REB/EDRA APT                       
612199;REB/EDRA                           
612299;REB/EMECAR                         
612399;REB/EMIR                           
612499;REB/EMIS                           
612599;REB/ENKO                           
612699;REB/EQUIPAL                        
612799;REB/ERCIL                          
612899;REB/ESCUNA                         
612999;REB/ESPERANCA                      
613099;REB/ESTRELA                        
613199;REB/ETUL                           
613299;REB/FABRIS                         
613399;REB/FAHAR                          
613499;REB/FANAVIA JUNIOR                 
613599;REB/FAPINHA                        
613699;REB/FESTUGATO                      
613799;REB/FEVE                           
613899;REB/FIAT                           
613999;REB/FIBER GLASS                    
614099;REB/FIBERPLAST                     
614199;REB/FIBRASAO                       
614299;REB/FIEDLER                        
614301;I/R FAHNENBRUCK MOZART             
614499;REB/FOFINHA                        
614599;REB/FORMIGHIERI                    
614699;REB/FRANCENER                      
614799;REB/FRANCIELI                      
614899;REB/FRANCO                         
614999;REB/FRANCO FORTE                   
615099;REB/FRANCOPHER                     
615199;REB/FRANSLIMA                      
615299;REB/FUCAM                          
615399;REB/FUENTES                        
615499;REB/FUJI ELETRIC                   
615599;REB/FUNIVOLKS                      
615699;REB/FURCARE                        
615799;REB/FURGARE                        
615899;REB/FURGLASS                       
615999;REB/GEIZIG                         
616099;REB/GEMINI                         
616199;REB/GENIAL                         
616299;REB/GERMANNI                       
616399;REB/GIONGO                         
616499;REB/GOBBO                          
616501;REB/GOCEANO SRTPQI                 
616502;REB/GOCEANO SRTPQC                 
616503;REB/GOCEANO SRTPQRI                
616504;REB/GOCEANO SRTPQRC                
616505;REB/GOCEANO SRTPQTI                
616506;REB/GOCEANO SRTPQTC                
616507;REB/GOCEANO SRTC                   
616508;REB/GOCEANO SRTAF                  
616509;REB/GOCEANO SRTE                   
616510;REB/GOCEANO SRTG                   
616511;REB/GOCEANO SRC                    
616512;REB/GOCEANO SRCC                   
616513;REB/GOCEANO SRCT                   
616514;REB/GOCEANO SRCE                   
616515;REB/GOCEANO SRCS                   
616516;REB/GOCEANO SRCSG                  
616517;REB/GOCEANO SRL                    
616518;REB/GOCEANO SRCBT                  
616519;REB/GOCEANO SRA                    
616520;REB/GOCEANO SRF                    
616521;REB/GOCEANO SRFR                   
616522;REB/GOCEANO SRFF                   
616523;REB/GOCEANO DI                     
616599;REB/GOCEANO                        
616699;REB/GOLIVE                         
616701;REB/GOTTI SRB3E 088                
616702;REB/GOTTI SRB3E 097                
616703;REB/GOTTI SRTQCL3E 100             
616704;REB/GOTTI SRTQCL3E 123             
616705;REB/GOTTI SRTACL3 115              
616706;REB/GOTTI SRTACL3E 120             
616707;REB/GOTTI SRTACL3E 125             
616708;REB/GOTTI SRTQC3E  115             
616709;REB/GOTTI SRTQC3E  125             
616710;REB/GOTTI SRTQC3E  127             
616711;REB/GOTTI SRTQL2E 095D             
616712;REB/GOTTI SRTQL2E 092              
616713;REB/GOTTI SRTQL2E 101              
616714;REB/GOTTI SRTQL3E 115              
616715;REB/GOTTI SRTQL3E 125              
616716;REB/GOTTI SRTQL3E 127              
616717;REB/GOTTI SRG3E 126                
616718;REB/GOTTI SRTACL2E 088             
616719;R/GOTTI DOLLIE2E 5AR               
616720;SR/GOTTI SRBTL3E 095               
616721;SR/GOTTI SRTQ01E 075               
616722;SR/GOTTI SRTA3ED 36                
616799;REB/GOTTI                          
616801;REB/GOYDO REG CAN                  
616802;REB/GOYDO REG TOR                  
616803;REB/GOYDO SRG BSC                  
616804;REB/GOYDO SRG GAS                  
616805;REB/GOYDO SRG GRA                  
616806;R/GOYDO RCAB CP02                  
616807;R/GOYDO RTOR TO04                  
616808;R/GOYDO RCAB CP04                  
616809;SR/GOYDO SRCAB TG03                
616810;SR/GOYDO SRCAB CP02                
616811;SR/GOYDO SRCAB PR02                
616812;SR/GOYDO SRCAB TB02                
616813;R/GOYDO RBTA BT02                  
616814;R/GOYDO RDL 02                     
616815;SR/GOYDO SRBAS BA03                
616816;SR/GOYDO SRMEO MO02                
616817;SR/GOYDO SRTOR TO02                
616818;SR/GOYDO SRCAB PR03                
616819;SR/GOYDO SRBTA BT03                
616820;SR/GOYDO SRCPR PR02                
616899;REB/GOYDO                          
616999;REB/GR TR 0332                     
617099;REB/GRAHL                          
617199;REB/GRAJAU                         
617299;REB/GRAN LUXO                      
617399;REB/GRIEGER                        
617499;REB/GT                             
617501;REB/GUERRA AG GR                   
617502;REB/GUERRA AG CS                   
617503;REB/GUERRA AG PC                   
617504;REB/GUERRA AG TQ                   
617505;REB/GUERRA AG BS                   
617506;REB/GUERRA AG SI                   
617507;REB/GUERRA AG RGR                  
617508;REB/GUERRA CHARGER GR              
617509;REB/GUERRA CHARGER CS              
617510;REB/GUERRA CHARGER PC              
617511;REB/GUERRA CHARGER TQ              
617512;REB/GUERRA CHARGER 8S              
617513;REB/GUERRA CHARGER SI              
617514;SR/GUERRA AG GR                    
617515;SR/GUERRA AG TQ                    
617516;SR/GUERRA AG BS                    
617517;SR/GUERRA AG CS                    
617518;SR/GUERRA CHARGER TQ               
617519;SR/GUERRA CHARGER GR               
617520;SR/GUERRA CHARGER SI               
617521;SR/GUERRA CHARGER CS               
617522;SR/GUERRA AG SI                    
617523;SR/GUERRA AG BS                    
617524;SR/GUERRA AG FG                    
617525;SR/GUERRA AG PC                    
617526;SR/GUERRA CHARGER FG               
617527;SR/GUERRA CHARGER PC               
617528;R/GUERRA AG DL                     
617529;R/GUERRA CHARGER DL                
617530;R/GUERRA AG FG                     
617531;R/GUERRA AG CV                     
617536;SR/GUERRA CHARGER CV               
617537;SR/GUERRA AG CV                    
617538;SR/GUERRA AG GV                    
617539;SR/GUERRA AG TO                    
617547;SR/GUERRA GCT 3E                   
617599;REB/GUERRA                         
617699;REB/H C                            
617799;REB/H P N                          
617801;REB/HALLEY COMPACT HOUSE           
617802;REB/HALLEY HOUSE IV                
617803;REB/HALLEY TEAM  HOPE              
617804;REB/HALLEY TURIASSU                
617899;REB/HALLEY                         
617999;REB/HANN                           
618099;REB/HARVEST                        
618199;REB/HAWAY                          
618299;REB/HIDROPLAS                      
618399;REB/HM                             
618499;REB/HOBIE CAR                      
618599;REB/HOLAMBRA                       
618699;REB/HOOS                           
618799;REB/HORBACH                        
618899;REB/HORIZONTE                      
618999;REB/HORNBURG                       
619099;REB/HT                             
619199;REB/I A C                          
619299;REB/ICAAP                          
619399;REB/ICAFEL                         
619499;REB/ICOPAS                         
619501;REB/IDEROL SRI CS                  
619502;REB/IDEROL SRI GR                  
619503;REB/IDEROL SRI FE                  
619504;REB/IDEROL SRI FG                  
619505;REB/IDEROL SRI BS                  
619506;REB/IDEROL SRI TQ                  
619507;REB/IDEROL SRI PC                  
619508;REB/IDEROL SRI ES                  
619509;REB/IDEROL RBI CS                  
619510;REB/IDEROL RBI ES                  
619511;REB/IDEROL RBI CA                  
619599;REB/IDEROL                         
619699;REB/IGUACU                         
619799;REB/IMACO                          
619899;REB/IMAROL                         
619999;REB/IMBRAVE                        
620099;REB/IMESA                          
620199;REB/IMPLEMAC                       
620299;REB/INCAL                          
620399;REB/INCODEMA                       
620499;REB/INCOMAC                        
620599;REB/INCOMARCA                      
620601;REB/INCREAL 96C 02                 
620699;REB/INCREAL                        
620799;REB/INOMATA                        
620899;REB/INTERMOBAL                     
620999;REB/IOWA MFG                       
621099;REB/ITAIPU                         
621199;REB/ITALSUISS                      
621299;REB/ITATIAIA                       
621399;REB/ITP                            
621499;REB/JACTO                          
621599;REB/JAEGER                         
621699;REB/JAKDB THALER                   
621799;REB/JAMANTA                        
621899;REB/JANAINA                        
621999;REB/JES                            
622099;REB/JNB                            
622199;REB/JOFEIR                         
622299;REB/JOIA                           
622399;REB/JULIETA                        
622400;R/JUPER GP300                      
622499;REB/JUPER                          
622599;REB/KARMANN C.KC 270               
622699;REB/KARMANN C.KC 330               
622799;REB/KARMANN C.KC 380               
622899;REB/KARMANN C.KC 450               
622999;REB/KARMANN C.KC 520               
623099;REB/KARMANN C.KC 640               
623199;REB/KARMANN C.KC 740               
623299;REB/KARMANN C.KCC 330              
623399;REB/KARMANN C.KCC 450              
623499;REB/KARMANN C.KCC 520              
623501;REB/KARMANN C RE 350CM             
623502;REB/KARMANN C RE 600CM             
623503;REB/KARMANN C RE 550               
623599;REB/KARMANN CARAVAN                
623601;REB/KARMANN GHIA RE280             
623602;REB/KARMANN-GHIA RE-500            
623603;REB/KARMANN GHIA RM304AT           
623604;REB/KARMANN GHIA RM311TL           
623605;REB/KARMANN GHIA RE700             
623699;REB/KARMANN GHIA                   
623799;REB/KARRIGO                        
623899;REB/KIBRAS                         
623999;REB/KIMURA                         
624001;REB/KRONE BAO92 20                 
624002;REB/KRONE BAO93 30                 
624003;REB/KRONE BF123 27F                
624004;REB/KRONE BF 143 27R               
624005;REB/KRONE BF143 27                 
624006;REB/KRONE CAO82 RQCG1E1E           
624007;REB/KRONE CAO82 RQTT1E1E           
624008;REB/KRONE CAO83 RQTT1E2E           
624009;REB/KRONE CA122 CS22               
624010;REB/KRONE CA123 CG27               
624011;REB/KRONE CA123 CS27               
624012;REB/KRONE CA133 TT30               
624013;REB/KRONE CA142 CS22R              
624014;REB/KRONE CC082 22                 
624015;REB/KRONE CC083 27                 
624016;REB/KRONE CC122 22                 
624017;REB/KRONE CC123 27                 
624018;REB/KRONE PR142 30R280             
624019;REB/KRONE PR143 45280              
624020;REB/KRONE PR163 45R280             
624021;REB/KRONE TQ123 27BT               
624022;REB/KRONE TQ123 30                 
624023;REB/KRONE TQ123 35                 
624024;REB/KRONE TQ123 32                 
624025;REB/KRONE CA102 TC24               
624026;REB/KRONE CA71 ATT                 
624027;REB/KRONE CA98 ATD                 
624028;REB/KRONE TQ952 ATD                
624029;REB/KRONE PR144 34260              
624030;REB/KRONE TQ692 ATT                
624099;REB/KRONE                          
624199;REB/KUBITZ                         
624201;REB/KUME SR-BD3K                   
624202;REB/KUME SR-BD2K                   
624203;REB/KUME SR-CS3K                   
624204;REB/KUME SR-CS2K                   
624205;REB/KUME SR-PT3K                   
624206;REB/KUME SR-PT2K                   
624207;REB/KUME SR-GR3K                   
624208;REB/KUME SR-GR2K                   
624299;REB/KUME                           
624399;REB/LACS                           
624499;REB/LANDULFO                       
624599;REB/LARES                          
624699;REB/LENZ                           
624701;REB/LEVEFORT SR 19                 
624702;REB/LEVEFORT SR 510                
624799;REB/LEVEFORT                       
624800;SR/LIESS SILO                      
624801;REB/LIESS TQ A 3 EI                
624899;REB/LIESS                          
624999;REB/LONDRINENSE                    
625099;REB/LOTUS                          
625199;REB/LUMIFLEX                       
625299;REB/M.R.L.                         
625399;REB/M.W.M.                         
625499;REB/MABEL                          
625599;REB/MACIFE                         
625699;REB/MADEIRO                        
625799;REB/MAFRO                          
625899;REB/MALCI                          
625999;REB/MANABU                         
626099;REB/MARAJO                         
626199;REB/MARCATONI                      
626299;REB/MARCOFRIGO                     
626399;REB/MARGOTTI                       
626499;REB/MARINGA BOX                    
626599;REB/MARINI                         
626699;REB/MARITIMA                       
626799;REB/MAROSO                         
626801;REB/MARRECO B500                   
626802;REB/MARRECO B600                   
626803;REB/MARRECO M201                   
626899;REB/MARRECO                        
626999;REB/MARSOL                         
627099;REB/MARTINATO                      
627199;REB/MARVEL                         
627299;REB/MASSAI                         
627301;REB/MASSARI SRTCI                  
627302;REB/MASSARI SRTOC                  
627303;REB/MASSARI SRTAF                  
627304;REB/MASSARI SRTPQ                  
627305;REB/MASSARI SRTNF                  
627306;REB/MASSARI SRTAS                  
627307;REB/MASSARI SREAG                  
627308;REB/MASSARI SRTAN                  
627309;REB/MASSARI SRTLE                  
627310;REB/MASSARI SRTSC                  
627311;REB/MASSARI SRTAM                  
627312;REB/MASSARI SRCT                   
627313;REB/MASSARI SRFF                   
627314;REB/MASSARI SRFCS                  
627315;REB/MASSARI SRCBN                  
627316;REB/MASSARI SRCSC                  
627317;REB/MASSARI SREVE                  
627318;REB/MASSARI SRCS                   
627319;REB/ MASSARI SRCC                  
627320;REB/MASSARI SRELA                  
627321;REB/MASSARI RCSC                   
627322;REB/MASSARI RCS                    
627323;REB/MASSARI REBA                   
627399;REB/MASSARI                        
627499;REB/MEBOL                          
627599;REB/MESBLA                         
627699;REB/METALPA                        
627799;REB/METALPI                        
627899;REB/MICROFER                       
627999;REB/MINER TONNER                   
628099;REB/MINUANO                        
628199;REB/MIRIM REBOQUE                  
628299;REB/MOBY                           
628399;REB/MODELO                         
628499;REB/MODULAR CAMPING                
628599;REB/MOELLERS                       
628699;REB/MOGI MIRIM                     
628799;REB/MORENO                         
628801;REB/MORINI M4                      
628802;REB/MORINI M28                     
628803;REB/MORINI M 3L                    
628899;REB/MORINI                         
628999;REB/MOTO                           
629099;REB/MOTOMAR                        
629199;REB/MOTORS CENTER                  
629299;REB/MOVERAMA                       
629399;REB/MURARO                         
629499;REB/MW                             
629599;REB/NANCIN                         
629699;REB/NAUPLAS                        
629799;REB/NAUTEC                         
629899;REB/NIMBUS                         
629901;REB/NOMA SR3E27 BF                 
629902;REB/NOMA SR3E27 BCG                
629903;REB/NOMA SR3E27 BCM                
629904;REB/NOMA SR2E22 CC                 
629905;REB/NOMA SR3E27 CC                 
629906;REB/NOMA SR2ED22 CG                
629907;REB/NOMA SR3E27 CG                 
629908;REB/NOMA SR3E27 CBG                
629909;REB/NOMA SRT3E27 CL                
629910;REB/NOMA RB1E2E22 CM               
629911;REB/NOMA SR3E27 CS                 
629912;REB/NOMA SR2E18RT1 CG              
629913;REB/NOMA SR2E18RT2 CG              
629914;REB/NOMA SR3E27 TB                 
629915;REB/NOMA SR3E27 CGPC               
629916;REB/NOMA SR3E27 RT CG              
629917;REB/NOMA SR3E27 CSPC               
629918;REB/NOMA SR3E27 BL                 
629919;SR/NOMA SR2E17T1 CL                
629920;SR/NOMA SR2E17T2 CL                
629921;R/NOMA DOLLIE 2E                   
629922;SR/NOMA SRT1E AP                   
629923;SR/NOMA SRCT3E                     
629924;SR/NOMA SRTT2E BTD                 
629925;SR/NOMA SRCT2E                     
629926;SR/NOMA SRTT2E BTT                 
629927;SR/NOMA SRAB2E18 BCMT              
629928;SR/NOMA SRAB2E18 BCMD              
629929;R/NOMA RB1E1E18 CC                 
629930;SR/NOMA SRTD3E TACLD               
629931;SR/NOMA SRTT3E TACLT               
629932;SR/NOMA SRFT2E BIFLT               
629933;SR/NOMA SRFD2E BIFLD               
629934;SR/NOMA SRAT3E SRCAT               
629935;SR/NOMA SRAD3E SRCAD               
629936;SR/NOMA SRSILOD2E SILOD            
629937;SR/NOMA SRSILOT2E SILOT            
629938;SR/NOMA                            
629999;REB/NOMA                           
630099;REB/NOMAD                          
630199;REB/NORMAN KOROVAN                 
630299;REB/NOVA KABI                      
630399;REB/NUDLER                         
630499;REB/OGAWA                          
630599;REB/OTTO POZZEBON                  
630699;REB/PACHA                          
630799;REB/PAGMA                          
630899;REB/PALOCO                         
630999;REB/PALU                           
631099;REB/PARANA                         
631199;REB/PARANAVE                       
631299;REB/PARATI                         
631301;REB/PASTRE SRCS                    
631302;REB/PASTRE SRGR                    
631303;REB/PASTRE SRTA                    
631304;REB/PASTRE SRBF                    
631305;REB/PASTRE SRPC                    
631306;REB/PASTRE SRBA                    
631307;REB/PASTRE SRBA 26                 
631308;REB/PASTRE SRGG                    
631309;R /PASTRE CARCONTEINER 2R          
631310;SR/PASTRE SRBA 2E                  
631311;R/PASTRE DOLLY2E 5RODA             
631312;SR/PASTRE SRCT P2E                 
631313;SR/PASTRE SRBFURG 3E               
631314;SR/PASTRE SRCAB 2E                 
631315;SR/PASTRE SRCAB 2EDT               
631316;R/PASTRE CARCONTEINER 3E           
631317;SR/PASTRE SRCT R3E                 
631318;SR/PASTRE SRBA 2EDT                
631319;SR/PASTRE SRCT P 4E                
631320;R/PASTRE CAB 3E                    
631321;R/PASTRE CAB 2E                    
631322;SR/PASTRE PCONTEINER 3E            
631324;SR/PASTRE SRCT 5E                  
631325;SR/PASTRE SRBA 03EE                
631399;REB/PASTRE                         
631499;REB/PAVANI                         
631599;REB/PELISON                        
631613;SR/PASTRE SRBFURG 3E               
631699;REB/PENGO                          
631799;REB/PESCADOR                       
631899;REB/PHANTER TATUI                  
631999;REB/PICOLINO                       
632099;REB/PICOLOTTO                      
632199;REB/PILIFIBRA                      
632299;REB/PINGO                          
632399;REB/PINHAL                         
632499;REB/PIRACICABANO                   
632599;REB/PISMEL                         
632699;REB/PISSAIA                        
632799;REB/POLSTER                        
632899;REB/POWER GLASS                    
632999;REB/PROGRESSO                      
