Codigo;Marca
108550;I/PACKARD 1901 DSW                 
108551;I/VOLKSWAGEN SEDAN COUPE           
108552;I/CHRYSLER AIRFLOW COUPE           
108554;I/DESOTO FIRELITE SEDAN            
108555;I/MERCURY COUGAR HARDTOP           
108558;I/CHEVROLET CORVETTE L82           
108560;I/PORSCHE 911 S COUPE              
108563;I/CADILLAC 62S SEDAN               
108564;I/MG MIDGET MK IV CONV             
108566;I/GRAHAM SUPERCHARGER HD           
108567;I/BUICK ELECTRA SEDAN              
108568;I/FORD MERCURY SERIE 9CM           
108570;I/DODGE CHARGER SE HARDT           
108571;I/MERCURY 1949                     
108572;I/DELOREAN DMC-12 COUPE            
108573;I/MERCURY PARK LANE CONV           
108576;I/FERRARI 166                      
108577;I/EXCALIBUR PHAETON CONV           
108579;I/CADILLAC ELDORADO BRO            
108581;I/CHRYSLER LE BARON SED            
108582;I/ALFA ROMEO 2600 SPRINT           
108583;I/M.BENZ 208 SL CONV               
108585;I/OLDSMOBILE CUTLASS CON           
108587;I/M.BENZ 450SL ROADSTER            
108588;I/PORSCHE 911E S WIND TG           
108589;I/PORSCHE 911 CABRIOLET            
108590;I/M.BENZ 380 SL                    
108591;I/ROLLS ROYCE SILVERSPUR           
108592;I/CITROEN TRACTION                 
108593;I/CADILLAC HT6                     
108594;I/ROLLS ROYCE SILVER SPI           
108595;I/DODGE DELUXE BUSINESS            
108596;I/FORD MODEL A CONV                
108599;IMP/HYLLMAN                        
108601;IMP/HONDA ACCORD LX                
108602;IMP/HONDA ACCORD EX                
108603;IMP/HONDA ACCORD 5D LX             
108604;IMP/HONDA ACCORD 5D EX             
108605;IMP/HONDA CIVIC LX                 
108606;IMP/HONDA CIVIC EX                 
108607;IMP/HONDA CIVIC LSI                
108608;IMP/HONDA CIVIC VTI                
108609;IMP/HONDA PRELUDE S                
108610;IMP/HONDA PRELUDE SI               
108611;IMP/HONDA CIVIC CRX VTI            
108612;IMP/HONDA LEGEND                   
108613;IMP/HONDA CIVIC 2D EX              
108614;IMP/HONDA CIVIC 2D EXS             
108615;IMP/HONDA CIVIC 3D DX              
108616;IMP/HONDA CIVIC 3D SI              
108617;IMP/HONDA ODYSSEY LX               
108618;IMP/HONDA ODYSSEY EX               
108619;IMP/HONDA ACCORD                   
108620;IMP/HONDA ACCORD 5D EXR            
108621;IMP/HONDA CR V RVI                 
108622;I/HONDA MRE CGPI                   
108623;I/HONDA JAZZ S                     
108625;I/HONDA INSIGHT                    
108626;I/HONDA FIT LS                     
108627;I/HONDA ACCORD V6                  
108629;I/HONDA ACCORD EX V6               
108630;I/HONDA ACCORD EX-L                
108631;I/HONDA CIVIC SI COUPE             
108634;I/HONDA CIVIC EX-L                 
108637;I/HONDA FIT                        
108638;I/HONDA CITY LX FLEX               
108640;I/HONDA CITY EX FLEX               
108642;I/HONDA ACCORD SE                  
108643;I/HONDA ACCORD SPORT               
108699;IMP/HONDA                          
108799;IMP/HUDSON                         
108899;IMP/IMPALA                         
108901;IMP/JAGUAR XJS V12 CP              
108902;IMP/JAGUAR XJS V12 CV              
108903;IMP/JAQUAR XJ12 6.0                
108904;IMP/JAGUAR XJ6 4.0                 
108905;IMP/JAGUAR XJS 4.0 CP              
108906;IMP/JAGUAR SOVEREIGN 4.0           
108907;IMP/JAGUAR XK8 COUPE               
108908;IMP/JAGUAR XK8 CV                  
108909;IMP/JAGUAR XJ 220 3.5I             
108910;IMP/JAGUAR V8 XJ8                  
108911;IMP/JAGUAR V8 DAIM EIGHT           
108912;IMP/JAGUAR V8 SOVEREIGN            
108913;IMP/JAGUAR V8 EXECUTIVE            
108914;I/JAGUAR XK 150                    
108915;IMP/JAGUAR S-TYPE V6 SE            
108916;I/JAGUAR S-TYPE V8                 
108917;I/JAGUAR  E-TYPE  4.2              
108918;I/JAGUAR X-TYPE 2.5 SE             
108919;I/JAGUAR X-TYPE 3.0 SE             
108920;I/JAGUAR XKE                       
108921;I/JAGUAR E-TYPE ROADSTER           
108922;I/JAGUAR E-TYPE COUPE 22           
108923;I/JAGUAR S-TYPE V8 R               
108924;I/JAGUAR S-TYPE V8 SE              
108925;I/JAGUAR X-TYPE 3.0                
108926;I/JAGUAR S TYPE R                  
108927;I/JAGUAR XKR COUPE                 
108929;I/JAGUAR X-TYPE 2.5                
108930;I/JAGUAR XJ8 4.2                   
108931;I/JAGUAR XJR 4.2                   
108932;I/JAGUAR SUPER V8 4.2              
108933;I/JAGUAR MARK IV CONV              
108936;I/JAGUAR X-TYPE 3.0 SW             
108937;I/JAGUAR E-TYPE XKE OTS            
108938;I/JAGUAR E-TYPE COUPE              
108939;I/JAGUAR XJ6 COUPE                 
108940;I/JAGUAR XK COUPE                  
108941;I/JAGUAR XK CONVERSIVEL            
108942;I/JAGUAR S-TYPE V8 SPORT           
108943;I/JAGUAR S-TYPE V6 SPORT           
108944;I/JAGUAR XKE COUPE 22              
108945;I/JAGUAR XF V8 H LUXURY            
108946;I/JAGUAR XF V8 SPORT               
108947;I/JAGUAR XF V6 H LUXURY            
108949;I/JAGUAR XF V8 P LUXURY            
108951;I/JAGUAR XJ6 V6                    
108952;I/JAGUAR XFR V8SC                  
108955;I/JAGUAR XF R                      
108956;I/JAGUAR XK                        
108957;I/JAGUAR XJ SC PORTFOLIO           
108958;I/JAGUAR XF                        
108960;I/JAGUAR XJ SCSUPERSPORT           
108962;I/JAGUAR XF V8 LUXURY              
108964;I/JAGUAR XKRS COUPE                
108966;I/JAGUAR MARK VIII SEDAN           
108967;I/JAGUAR XFR 5.0 V8 SC             
108968;I/JAGUAR XF 2.0 LUXURY             
108969;I/JAGUAR XF 2.0 PLUXURY            
108971;I/JAGUAR XJ 2.0 P LUXURY           
108972;I/JAGUAR XF 3.0V6 SCPORT           
108973;I/JAGUAR F-TYPE S CABRIO           
108974;I/JAGUAR F-TYPE V8CABRIO           
108975;I/JAGUAR F-TYPE CABRIO             
108999;IMP/JAGUAR                         
109000;I/JEEP WILLYS                      
109001;IMP/JEEP GCHEROKEE LIMIT           
109002;IMP/JEEP GCHEROKEE LARED           
109003;IMP/JEEP CHEROKEE SPORT            
109004;IMP/JEEP WRANGLER SPORT            
109005;IMP/JEEP CHEROKEECOUNTRY           
109006;IMP/JEEP GCHEROKEE LIMLX           
109007;IMP/JEEP CHEROKEE RUBICO           
109008;I/JEEP CHEROKEE SPORT TD           
109009;I/JEEP GCHEROKEE LAREDTD           
109099;IMP/JEEP                           
109199;IMP/KAISER                         
109299;IMP/LANCIA                         
109300;I/LAND ROVER MRE CGPI              
109301;IMP/LAND ROVER DEFENDER            
109302;IMP/LAND ROVER DISCOVERY           
109303;IMP/LAND ROVER RANGE ROV           
109304;IMP/L.ROVER DEFENDER 90            
109305;IMP/L.ROVER DEFENDER 110           
109306;IMP/L.ROVER DISCOVERY              
109307;IMP/LR DISCOVERY V8I               
109308;IMP/LR DISCOVERY V8I ES            
109309;IMP/LR RANGE ROVER 46HSE           
109310;IMP/L.ROVER FREELANDER EX          
109311;I/LAND ROVER LRRTD4                
109399;IMP/LAND ROWER                     
109499;IMP/LEYLAND                        
109501;IMP/LINCOLN TOWN CAR               
109502;IMP/LINCOLN NAVIGATOR 4X4          
109503;I/LINCOLN LS V8                    
109504;I/LINCOLN LS V6                    
109505;I/LINCOLN LS                       
109506;I/LINCOLN MKZ 3.5L V6              
109509;I/LINCOLN TOWN CAR SIG L           
109599;IMP/LINCOLN                        
109601;IMP/M.BENZ 190 E 2.3/16            
109602;IMP/M.BENZ 380 SEL                 
109603;IMP/M.BENZ 190 E 2.6               
109604;IMP/M.BENZ 300 TE 2.4              
109605;IMP/MERCEDES BENS 560 SEC          
109606;I/M.BENZ S 320                     
109607;I/M.BENZ S 320L                    
109608;I/M.BENZ C320                      
109609;I/M.BENZ C200 KOMPRESSOR           
109610;I/M.BENZ C240                      
109611;I/M,BENZ SLK 32 AMG                
109612;I/M.BENZ C32 AMG                   
109613;I/M.BENZ S55 AMG                   
109614;I/M. BENZ C32 TOURING AMG          
109616;I/M. BENZ C200 K COUPE             
109617;I/M.BENZ E200 ELEGANCE             
109618;I/M.BENZ C200K TOURING             
109619;I/M.BENZ 560 SEL                   
109620;I/M.BENZ CLK 500                   
109621;I/M. BENZ E500                     
109622;I/M.BENZ.CLK 320                   
109623;I/M.BENZ C180K COUPE               
109624;I /M.BENZ C180K                    
109626;I/M. BENZ  S600                    
109627; I/ M. BENZ 500 SEC                
109629;I/M.BENZ SL 350                    
109630;I/M.BENZ E200                      
109631;I/M.BENZ 190E                      
109633;I/M.BENZ CLK 500 CA                
109636;I/M.BENZ E 500 T                   
109637;I/M.BENZ C230K                     
109638;I/M.BENZ C230K TOURING             
109639;I/M.BENZ CLK200CABRIOLET           
109640;I/M.BENZ CL 65 AMG                 
109641;I/M.BENZ S 65 AMG                  
109643;I/M.BENZ SLK 200 K                 
109644;I/M.BENZ CLS 350                   
109645;I/M.BENZ SLK 350                   
109646;I/M.BENZ CLS 500                   
109647;I/M.BENZ SLK 55 K AMG              
109649;I/M.BENZ E 350                     
109650;I/M.BENZ CLS 55 AMG                
109651;I/M.BENZ SLK 350 CONVERS           
109652;I/M.BENZ C 230                     
109653;I/M.BENZ E 240 ELEGANCE            
109654;I/M.BENZ CLK 350                   
109655;I/M.BENZ CLK 350 CA                
109656;I/M.BENZ B 200 T                   
109657;I/M.BENZ S 500                     
109659;I/M.BENZ E280                      
109660;I/M.BENZ SLK 55 AMG                
109661;I/M.BENZ S550V                     
109662;I/M.BENZ C180 ELEGANCE             
109663;I/M.BENZ C 200 K                   
109667;I/M.BENZ CLS 550                   
109668;I/M.BENZ 450 SEL                   
109669;I/M.BENZ LIMOUSINE C 180           
109670;I/M.BENZ CLK 550                   
109671;I/M.BENZ C350                      
109673;I/M.BENZ C350 SPORTSEDAN           
109674;I/M.BENZ C63 AMG TOURING           
109678;I/M.BENZ C63 AMG                   
109679;M.BENZ/CLC 200 K                   
109680;I/M.BENZ E 430 ELEGANCE            
109681;I/M.BENZ E 500                     
109682;I/M.BENZ E 350 COUPE               
109683;I/M.BENZ B 180                     
109684;I/M.BENZ E 500 COUPE               
109685;I/M.BENZ C 180 K                   
109686;I/M.BENZ C 200 CGI                 
109687;I/M.BENZ E 350 GUARD               
109688;I/M.BENZ E 500 GUARD               
109689;I/M.BENZ E550W                     
109690;I/M.BENZ E550 SEDAN                
109691;I/M.BENZ C 180 CGI                 
109693;I/M.BENZ SL 350 SPORT              
109694;I/M.BENZ C200CGI TOURING           
109695;I/M.BENZ C200 ELEGANCE             
109696;I/M.BENZ E 350 CA                  
109699;IMP/M.BENZ                         
109700;I/MERCURY MRE CGPI                 
109701;IMP/MERCURY VILLAGER GS            
109702;IMP/MERCURY VILLAGER LS            
109703;IMP/MERCURY MYSTIQUE LS            
109706;I/MERCURY GRAND MARQUIS            
109707;I/MERCURY MONTEREY HARD            
109708;I/PORSCHE 911 T                    
109710;I/MERCURY MILAN V6 PREMI           
109714;I/FORD THUNDERBIRD CONV            
109799;IMP/MERCURY                        
109800;I/MG MGB CABRIOLET                 
109899;IMP/MG                             
109999;IMP/MORRIS                         
110000;I/CHERY QQ3 1.1                    
110001;I/CHERY A316 HATCH                 
110002;I/CHERY A316 SEDAN                 
110003;I/CHERY FACE 1.3                   
110004;I/CHERY CIELO 1.6 HATCH            
110005;I/CHERY CIELO 1.6 SEDAN            
110007;I/CHERY RIICH M1                   
110008;I/CHERY CIELO 1.8 SEDAN            
110009;I/CHERY CIELO 2.0 AT SED           
110010;I/CHERY FULWIN2 1.5 SD             
110011;I/CHERY RIICH G5                   
110012;I/CHERY S18D                       
110014;I/CHERY FACE 1.3 FLEX              
110015;I/CHERY S18 1.3 FLEX               
110022;I/CHERY CELER 1.5FLEX HB           
110023;I/CHERY CELER 1.5 FLEX             
110024;I/CHERY QQ 1.1                     
110100;I/NASH METROPOLITAN CONV           
110102;I/CHEVROLET BEL AIR S              
110106;I/DODGE CHALLENGER COUPE           
110108;I/TRIUMPH TR-6 CONVERS             
110109;I/JAGUAR XKE-E TYPE                
110110;I/PORSCHE 911 GT3                  
110111;I/CADILLAC ELD. SEVILLE            
110112;I/MG TF 1500 CONV                  
110113;I/MERCEDES 250SL CONV              
110114;I/FERRARI 308 GTS CONV             
110115;I/CHEVROLET BELAIR COUPE           
110116;I/CHEVROLET IMPALA HARD            
110117;I/AMC JAVELIN                      
110118;I/FORD MUSTANG                     
110121;I/PLYMOUTH FURY III                
110122;I/ALFA ROMEO SPIDER 2000           
110123;I/JAGUAR XK140 DROPHEAD            
110125;I/FORD TORINO GT                   
110127;I/PONTIAC GRAND PRIX SJ            
110129;I/CHRYSLER CORDOBA HDTP            
110131;I/BUICK RIVIERA HDTP               
110132;I/ROLLS ROYCE CORNICHE             
110133;I/CHEVROLET MALIBU COUPE           
110134;I/WILLYS JEEPSTER                  
110136;I/CHEVROLET IMPALA SEDAN           
110137;I/FORD MODEL A COUPE               
110138;I/PIERCE ARROW 54 CLUB             
110140;I/PACKARD EIGHT CONV               
110141;I/CHEVROLET CAMARO SSHAR           
110143;I/FERRARI 308 GT4 DINO             
110145;I/JAGUAR XKE ROADSTER              
110146;I/PONTIAC ANNIVERSARY CP           
110147;I/DODGE DART SEDAN                 
110148;I/CADILLAC SERIES 75 SED           
110149;I/FORD MUSTANG GT FASTBA           
110150;I/JAGUAR E-TYPE SERIES I           
110152;I/OLDSMOBILE DINAMIC 88            
110153;I/MG TD 1952                       
110154;I/FORD SUPER DELUXE CONV           
110155;I/CADILLAC DEVILLE TOPWI           
110156;I/JAGUAR E-TYPE SRIII XK           
110157;I/HUDSON SUPER SIX                 
110159;I/BUICK SUPER HARD TOP             
110160;I/BENTLEY HP 4D SALOON             
110161;I/ROLLS ROYCE S.CLOUDIII           
110162;I/PACKARD 1001 SEDAN               
110164;I/DODGE DART SWINGER               
110165;I/JAGUAR XKE CONVERSIVEL           
110166;I/MINI COOPER SPORT HTP            
110168;I/OLDSMOBILE VISTA CR SW           
110169;I/PLYMOUTH FURY GRAN CPE           
110170;I/LINCOLN MK V COLLECTOR           
110171;I/CHRYSLER SARATOGA COUP           
110172;I/PLYMOUTH DUSTER                  
110173;I/DODGE CHARGER RALY 440           
110174;I/FORD CUSTOM DELUXE WAG           
110175;I/FORD SUPER DELUXE WAGO           
110176;I/FERRARI DINO 246 GTCOP           
110177;I/MERCEDES BENZ 300 GULL           
110179;I/MERCEDES BENZ 250SE CV           
110183;I/MERCURY SPORTSMAN CONV           
110184;I/LANCIA AURELIA B24 CON           
110187;I/DATSUN 280Z COUPE                
110188;I/LINCOLN ZEPHYR COUPE             
110190;I/PONTIAC TRANS AN COUPE           
110191;I/FORD GALAXIE SEDAN               
110192;I/CHRYSLER PLY VOL DUST            
110193;I/FORD FALCON CONVERS              
110194;I/FORD MUSTANG GT 5.0L             
110195;I/MG TD MARK II                    
110196;I/DESOTO ADVENTURER HARD           
110197;I/ALFA ROMEO GIULIA SPRI           
110198;I/MG MGB TOURER CONV               
110199;IMP/NASH                           
110200;I/OLDSMOBILE MRE CGPI              
110201;I/GM OLDSMOBILE CUTLASS            
110299;IMP/OLDSMOBILE                     
110300;I/OPEL MRE CGPI                    
110301;I/OPEL ASTRA 1.8 16V EA            
110302;I/OPEL VECTRA 1.6 AT               
110304;I/OPEL OMEGA 3.0 V6                
110306;I/OPEL TIGRA SPORT                 
110307;I/OPEL CORSA                       
110399;IMP/OPEL                           
110499;IMP/PACKARD                        
110501;IMP/PEUGEOT 205 CJ                 
110502;IMP/ PEUGEOT 205 CTI               
110503;IMP/PEUGEOT 205 GTI                
110504;IMP/PEUGEOT 205 JUNIOR             
110505;IMP/PEUGEOT 205 SX                 
110506;IMP/PEUGEOT 405 GL                 
110507;IMP/PEUGEOT 405 SR                 
110508;IMP/PEUGEOT 405 SRI                
110509;IMP/PEUGEOT 405 SRI BREAK          
110510;IMP/PEUGEOT 505 SRI                
110511;IMP/PEUGEOT 605 SRI 2.0            
110512;IMP/PEUGEOT 605 SV 3.0             
110513;IMP/PEUGEOT 405 STI                
110514;IMP/PEUGEOT 205 XSI                
110515;IMP/PEUGEOT 605 SLI                
110516;IMP/PEUGEOT 405 MI 16              
110517;IMP/PEUGEOT 106 XT                 
110518;IMP/PEUGEOT 306 CABRIO             
110519;IMP/PEUGEOT 306 S16                
110520;IMP/PEUGEOT 306 XSI                
110521;IMP/PEUGEOT 306 XT                 
110522;IMP/PEUGEOT 306 XS                 
110523;IMP/PEUGEOT 106 KID                
110524;IMP/PEUGEOT 106 XN                 
110525;IMP/PEUGEOT 806 SR                 
110526;IMP/PEUGEOT 806 SV                 
110527;IMP/PEUGEOT 806 ST                 
110528;IMP/PEUGEOT 806 PULLMANN           
110529;IMP/PEUGEOT 405 GLI                
110530;IMP/PEUGEOT 405 GLIBREAK           
110531;IMP/PEUGEOT 405 GRI                
110532;IMP/PEUGEOT 405 GRIBREAK           
110533;IMP/PEUGEOT 405 STIBREAK           
110534;IMP/PEUGEOT 306 XR                 
110535;IMP/PEUGEOT 306 XN                 
110536;IMP/PEUGEOT 306 SL                 
110537;IMP/PEUGEOT 306 SR                 
110538;IMP/PEUGEOT 306 ST                 
110539;IMP/PEUGEOT 406 SV                 
110540;IMP/PEUGEOT 406 SL                 
110541;IMP/PEUGEOT 406 SL SV 20           
110542;IMP/PEUGEOT 406 ST                 
110543;IMP/PEUGEOT 406 COUPE 3.0          
110545;IMP/PEUGEOT 106                    
110547;PEUGEOT/106 SOLEL                  
110548;IMP/PEUGEOT 406 COUPE 2.0          
110549;IMP/PEUGEOT 306 BREACK XR          
110550;IMP/PEUGEOT 406 SL B 20            
110551;IMP/PEUGEOT 406 ST B 20            
110552;IMP/PEUGEOT 406 SV 20              
110553;IMP/PEUGEOT 406 SL C 20            
110554;IMP/PEUGEOT 406 ST C 20            
110555;IMP/PEUGEOT 406 SV C 20            
110556;IMP/PEUGEOT 406 SL S 20            
110557;IMP/PEUGEOT 406 ST S 20            
110558;IMP/PEUGEOT 406 SV S 20            
110559;IMP/PEUGEOT 406 B 20               
110560;IMP/PEUGEOT 406 S 20               
110561;IMP/PEUGEOT 406 20                 
110562;IMP/PEUTEOT 406 SV C 30            
110563;IMP/PEUGEOT 406 SV S 30            
110564;IMP/PEUGEOT 306 XR H 18            
110565;IMP/PEUGEOT 306 XT H 18            
110566;IMP/PEUGEOT 306 XN H 18            
110567;IMP/PEUGEOT 306 XS H 18            
110568;IMP/PEUGEOT 306 SL H 18            
110569;IMP/PEUGEOT 306 ST H 18            
110570;IMP/PEUGEOT 306 SR H 18            
110571;IMP/PEUGEOT 306 SEL H 18           
110572;IMP/PEUGEOT 306 PAS M 18           
110573;IMP/PEUGEOT 306 RAL H 18           
110574;IMP/PEUGEOT 306 XR S 18            
110575;IMP/PEUGEOT 306 XT S 18            
110576;IMP/PEUGEOT 306 XN S 18            
110577;IMP/PEUGEOT 306 XS S 18            
110578;IMP/PEUGEOT 306 SL S 18            
110579;IMP/PEUGEOT 306 ST S 18            
110580;IMP/PEUGEOT 306 SR S 18            
110581;IMP/PEUGEOT 306 SEL S 18           
110582;IMP/PEUGEOT 306 PAS S 18           
110583;IMP/PEUGEOT 306 RAL S 18           
110584;IMP/PEUGEOT 306 XR B 18            
110585;IMP/PEUGEOT 306 XT B 18            
110586;IMP/PEUGEOT 306 XN B 18            
110587;IMP/PEUGEOT 306 XS B 18            
110588;IMP/PEUGEOT 306 SR B 18            
110589;IMP/PEUGEOT 306 SL B 18            
110590;IMP/PEUGEOT 306 ST B 18            
110591;IMP/PEUGEOT 306 SEL B 18           
110592;IMP/PEUGEOT 306 PAS B 18           
110593;IMP/PEUGEOT 306 RAL B 18           
110594;IMP/PEUGEOT 306 XR H3 18           
110595;IMP/PEUGEOT 306 XT H3 18           
110596;IMP/PEUGEOT 306 XN H3 18           
110597;IMP/PEUGEOT 306 XS H3 18           
110598;IMP/PEUGEOT 306 SL H3 18           
110599;IMP/PEUGEOT                        
110600;I/PLYMOUTH MRE CGPI                
110601;IMP/PLYMOUTH VOYAGER               
110602;IMP/PLYMOUTH GVOYAGER SE           
110603;I/PLYMOUTH BARRACUDA HAR           
110604;I/PLYMOUTH ROAD RUNNER             
110605;I/PLYMOUTH NEON HIGHLINE           
110606;I/CHRYSLER PLYMOUTH PROW           
110699;IMP/PLYMOUTH                       
110701;I/PONTIAC TRANS SPORT SE           
110704;I/PONTIAC GTO                      
110705;I/PONTIAC SOLSTICE                 
110706;I/PONTIAC SOLSTICE GXP             
110709;I/PONTIAC G8 GT                    
110710;I/PONTIAC GRAND AM SE1             
110712;I/PONTIAC FIRE TRANS AM            
110713;I/PONTIAC CHIEFTAIN                
110799;IMP/PONTIAC                        
110801;IMP/PORSCHE 944 S2                 
110802;IMP/PORSCHE CARRERA                
110803;IMP/PORSCHE 911 TURBO              
110804;IMP/PORSCHE 928 S4                 
110805;IMP/PORSCHE 928 GT                 
110806;IMP/PORSCHE 911 TARGA              
110807;IMP/PORSCHE 911 CARRERA4           
110808;IMP/PORSCHE 911 CARRERA4S          
110809;IMP/PORSHE BOXSTER                 
110810;I/PORSCHE 911 GT3                  
110811;I/PORSCHE BOXSTER S                
110812;I/PORSCHE 911 GT2                  
110813;I/PORSCHE CAYENNE V6               
110814;I/PORSCHE CARRERA GT               
110815;I/PORSHE 356                       
110816;I/PORSCHE 911 CARRERA S            
110817;I/PORSCHE 911 TURBO S              
110818;I/PORSCHE CARRERA 2S               
110819;I/PORSCHE 356 ROADSTER             
110820;I/PORSCHE 356 COUPE                
110821;I/PORSCHE 914 6                    
110822;I/PORSCHE CAYENNE                  
110823;I/PORSCHE 356 SPEEDSTER            
110824;I/PORSCHE 993 CARRERA              
110825;I/PORSCHE CAYENNE TURBOS           
110826;I/PORSCHE CARRERA S                
110827;I/PORSCHE 911 TARGA 4S             
110833;I/PORSCHE BOXSTER SRS60T           
110834;I/PORSCHE BOSXTER RS60             
110836;I/PORSCHE 911 CARRERA SC           
110837;I/PORSCHE 911 CARRERA 4SC          
110838;I/PORSCHE BOXSTER S PD             
110840;I/PORSCHE 928 S                    
110841;I/PORSCHE PANAMERA TURBO           
110842;I/PORSCHE PANAMERA 4S              
110843;I/PORSCHE PANAMERA S               
110844;I/PORSCHE 911 TURBO CAB            
110845;I/PORSCHE 911 GT3 RS               
110846;I/PORSCHE 911 CARRERA              
110847;I/PORSCHE 911 TURBO CA S           
110848;I/PORSCHE 911 SPORT CLAS           
110849;I/PORSCHE BOXSTER SPYDER           
110850;I/PORSCHE PANAMERA                 
110851;I/PORSCHE 911 GT2 RS               
110852;I/PORSCHE PANAMERA 4               
110853;I/PORSCHE 911CARRERA GTS           
110854;I/PORSCHE 911 SPEEDSTER            
110855;I/PORSCHE 911 BLACK EDIT           
110856;I/PORSCHE PANAMERA T. S            
110857;I/PORSCHE CARRERA GTS              
110858;I/PORSCHE PANAMERA S HYB           
110860;I/PORSCHE 911 GT3 RS 4.0           
110862;I/PORSCHE PANAMERA GTS             
110863;I/PORSCHE 911 CABRIOLET            
110864;I/PORSCHE 911 TURBOS918S           
110899;IMP/PORSCHE                        
110999;IMP/PREFECT                        
111001;IMP/RENAULT 21NEVADA GTX           
111002;IMP/RENAULT 21NEVADA TXE           
111003;IMP/RENAULT 21 GTX                 
111004;IMP/RENAULT 21 TXE                 
111005;IMP/RENAULT 21 TXI                 
111006;IMP/RENAULT 19 RN                  
111007;IMP/RENAULT 19 RT                  
111008;IMP/RENAULT 19 16S                 
111009;IMP/RENAULT TWINGO                 
111010;IMP/RENAULT SAFRANE V6             
111011;IMP/RENAULT LAGUNA V6              
111012;IMP/RENAULT LAGUNA 2.0             
111013;IMP/RENAULT 19 BACCARA             
111014;IMP/RENAULT 19 1.4E                
111015;IMP/RENAULT 19RTI                  
111016;IMP/RENAULT CLIO RL                
111017;IMP/RENAULT CLIO RT                
111018;IMP/RENAULT LAGUNA 2.0S            
111019;IMP/RENAULT CLIO RN                
111020;IMP/RENAULT TWINGO EASY            
111021;IMP/RENAULT LAGUNA NEVADA          
111022;IMP/RENAULT MEGANE 16B             
111023;IMP/RENAULT MEGANE 1.6 L           
111024;IMP/RENAULT MEGANE 2.0B            
111025;IMP/RENAULT MEGANE 2.0L            
111026;I/RENAULT G. ESPACE V6             
111027;I/RENAULT MRE CGPI                 
111028;I/RENAULT TWINGO 1.0               
111029;I/RENAULT MEGANE RN 1.6            
111030;I/RENAULT MEGANE RXE 1.6           
111031;I/RENAULT MEGANE RT 1.6            
111032;I/RENAULT MEGANE RT 2.0            
111033;I/RENAULT MEGANE RXE 2.0           
111034;I/RENAULT LAGUNA RXE 2.0           
111035;I/RENAULT CLIO RN 1.6              
111036;RENAULT/CLIO RT 1.6                
111037;I/RENAULT CLIO RL 1.0              
111038;I/RENAULT TWINGO 1.0 16V           
111041;I/RENAULT LAGUNA GRAN V6           
111047;I/RENAULT MEGANE EXP 16H           
111052;I/RENAULT MEGANE PRI 20S           
111064;I/RENAULT ESPACE P 3.5V6           
111080;I/RENAULT MEGANE2SDDY20            
111085;I/RENAULT CLIO AUT1616VS           
111087;I/RENAULT CLIO AUT1616VH           
111088;I/RENAULT CLIO PRI1616VS           
111089;I/RENAULT CLIO EXP1616VS           
111094;I/RENAULT CLIO AUT 16H3P           
111096;I/RENAULT LOGAN                    
111097;I/RENAULT MEGANE CC 20 A           
111099;IMP/RENAULT                        
111100;RENAULT/SCENIC RT 2.0              
111101;RENAULT/SCENIC RXE 2.0             
111102;RENAULT/SCENIC RXE 1.6 16          
111103;RENAULT/SCENIC RT 1.6 16           
111104;RENAULT/CLIO RN 1.6                
111105;RENAULT/CLIO RL 1.0                
111106;IMP/RENAULT CLIO RT 1.6            
111107;IMP/RENAULT CLIO RN 1.0            
111108;RENAULT/SCENIC RN 1.6 16V          
111109;RENAULT/SCENIC RT 1.6 16V          
111110;RENAULT/CLIO RN 1.6 16V            
111111;RENAULT/CLIO RT 1.6 16V            
111112;RENAULT/CLIO RL 1.0 16V            
111113;RENAULT/CLIO RT 1.0 16V            
111114;RENAULT/CLIO RN 1.0 16V            
111115;RENAULT/CLIO SI 1.6 16V            
111116;RENAULT/CLIO RL 1.6 16V            
111121;RENAULT/CLIO EXP 1.0 H             
111122;RENAULT/CLIO EXP 10 16VS           
111123; RENAULT/CLIO EXP 10 16VH          
111124;RENAULT/CLIO EXP 16 16VS           
111125;RENAULT/CLIO EXP 16 16VH           
111126; RENAULT/CLIO PRI 10 16VS          
111127;RENAULT/CLIO PRI 10 16VH           
111128; RENAULT/CLIO PRI 16 16VS          
111129;RENAULT/CLIO PRI 16 16VH           
111130;RENAULT/CLIO DYN 10 16VS           
111131;RENAULT/CLIO DYN 10 16VH           
111133;RENAULT/CLIO DYN 16 16VH           
111135;RENAULT/CLIO AUT 1.0 H             
111136;RENAULT/CLIO AUT 10 16VS           
111137;RENAULT/CLIO AUT 10 16VH           
111138;RENAULT/CLIO AUT 16 16VS           
111139;RENAULT/CLIO AUT 16 16VH           
111140;RENAULT/CLIO EXP 12 16VS           
111145;RENAULT/CLIO AUT 12 16VH           
111148;RENAULT/SCENIC EXP 1616V           
111149;RENAULT/SCENIC EXP 2016V           
111150;RENAULT/SCENIC PRI 1616V           
111151;RENAULT/SCENIC PRI 2016V           
111152;RENAULT/SCENIC AUT 1616V           
111154;RENAULT/CLIO AUT10 16H3P           
111156;RENAULT/CLIO EXP10 16H3P           
111159;RENAULT/CLIO DYN16 16H3P           
111160;RENAULT/CLIO AUT16 16H3P           
111161;RENAULT/CLIO AUT 10 H 3P           
111164;I/ROLLS ROICE PHANTOM              
111166;RENAULT/MEGANESD DYN 16            
111167;RENAULT/MEGANESD EXPR 16           
111169;RENAULT/MEGANEGT DYN 20            
