id_local;local;subprefeitura;distrito;latitude;longitude
1;QUEIROS TELES, AV ENG x SILVESTRE LOPES, R;BUTANTÃ;RIO PEQUENO;-23,571624;-46,778914
2;QUEIROS TELES, AV ENG - (N 1015 - PROX. R.  BARONE MERCADANTE);BUTANTÃ;RIO PEQUENO;-23,575084;-46,779839
3;QUEIROS TELES, AV ENG x MANUEL MARTINS COLLACO, R;BUTANTÃ;RIO PEQUENO;-23,572977;-46,779339
4;JOAQUIM LAPAS VEIGA, R x ANTONIO RAMIRO DA SILVA, AV;BUTANTÃ;RAPOSO TAVARES;-23,578711;-46,778342
5;HEITOR ANTONIO EIRAS GARCIA, AV ENG - (N 7060);BUTANTÃ;RAPOSO TAVARES;-23,603849;-46,787343
6;CAMPO LIMPO, ES DO x CARLOS LACERDA, AV x JOAO BATISTA REIMAO, R DR x JOVIANO PACHECO DE AGUIRRE, R DR;CAMPO LIMPO;CAMPO LIMPO;-23,633767;-46,773527
7;JOVIANO PACHECO DE AGUIRRE, R DR x AMERICO TRABULSI, R - (N 270);CAMPO LIMPO;CAMPO LIMPO;-23,63397;-46,775957
8;CARLOS LACERDA, AV - (N 227 - R. LOUIS BREA  ALT. Nº 243);CAMPO LIMPO;CAMPO LIMPO;-23,635128;-46,775803
9;PIRAJUSSARA-VALO VELHO, ES x AUGUSTO BARBOSA TAVARES, AV;CAMPO LIMPO;CAMPO LIMPO;-23,641655;-46,785005
10;CARLOS LACERDA, AV x PIRAJUSSARA-VALO VELHO, ES;CAMPO LIMPO;CAMPO LIMPO;-23,639029;-46,779867
11;CARLOS LACERDA, AV - (N 1286);CAMPO LIMPO;CAMPO LIMPO;-23,642462;-46,779803
12;CARLOS LACERDA, AV x JANUARIO DA CUNHA BARBOSA, R x MILAGRES, R DOS;CAMPO LIMPO;CAMPO LIMPO;-23,636589;-46,778147
13;CARLOS LACERDA, AV x AJURUETE, R x FELGUEIRAS, R;CAMPO LIMPO;CAMPO LIMPO;-23,642211;-46,77987
14;CARLOS LACERDA, AV x FREDERICO CONSOLO, R x PEIXOTO DA SILVA, R REV;CAMPO LIMPO;CAMPO LIMPO;-23,648086;-46,779025
15;CARLOS LACERDA, AV - (N 1628 - 1607/1610 - COLEGIO  OMEGA);CAMPO LIMPO;CAMPO LIMPO;-23,646039;-46,779311
17;CARLOS LACERDA, AV - (N 2179 - R. RAFAEL  PORTANTE);CAMPO LIMPO;CAMPO LIMPO;-23,651042;-46,778877
18;CARLOS LACERDA, AV x NAINPUR, R - (N 2290);CAMPO LIMPO;CAPAO REDONDO;-23,651615;-46,778484
20;CARLOS LACERDA, AV x ITAPECERICA, ES DE;CAMPO LIMPO;CAPAO REDONDO;-23,659506;-46,774707
21;CARLOS LACERDA, AV - (N 2653);CAMPO LIMPO;CAPAO REDONDO;-23,636438;-46,777988
22;CARLOS LACERDA, AV - (N 3056);CAMPO LIMPO;CAPAO REDONDO;-23,657593;-46,775905
23;CARLOS LACERDA, AV - (N 2907 - PROX.R. MARIA GOMES DA SILVA E R. MANOEL CARDOSO DE ABREU);CAMPO LIMPO;CAMPO LIMPO;-23,656601;-46,77639
24;RODRIGO SANCHES, AV DOM - (N 749);CAMPO LIMPO;CAPAO REDONDO;-23,661254;-46,786364
25;ITAPECERICA, ES DE x RODRIGO SANCHES, AV DOM;CAMPO LIMPO;CAPAO REDONDO;-23,661865;-46,779566
26;ITAPECERICA, ES DE x FELIPE CARRILLO PUERTO, AV x JERONIMO GRANERO GARCIA, R PAST;CAMPO LIMPO;CAPAO REDONDO;-23,666926;-46,783578
27;RODRIGO SANCHES, AV DOM - (N 312);CAMPO LIMPO;CAPAO REDONDO;-23,661735;-46,783564
29;ITAPECERICA, ES DE x DOMINGOS PEIXOTO DA SILVA, R - (N 5072);CAMPO LIMPO;CAPAO REDONDO;-23,660095;-46,776606
30;ITAPECERICA, ES DE x ANTONIO MAXIMIANO DA SILVA, R x JOSE MARIA DA SILVA VELHO, R ENG;CAMPO LIMPO;CAPAO REDONDO;-23,674126;-46,787939
32;ITAPECERICA, ES DE x SILVIA DE FARIA MARCONDES, R x SAFRA, R DA;CAMPO LIMPO;CAPAO REDONDO;-23,671476;-46,786909
34;ITAPECERICA, ES DE x FEITICO DA VILA, R x COSTA DA CASTANHEIRA, R;CAMPO LIMPO;CAPAO REDONDO;-23,685115;-46,800235
35;ITAPECERICA, ES DE - (N 7980 - R.ANDORINHA DOS BEIRAIS / R. TAJAL);CAMPO LIMPO;CAPAO REDONDO;-23,677654;-46,793982
37;M BOI MIRIM, ES x MANOEL LOPES, PC - (N 4051);M'BOI MIRIM;JARDIM ANGELA;-23,687392;-46,771822
38;M BOI MIRIM, ES - (N 6580 - P.S.DIEGO, ALT Nº 6489 (B/C e C/B));M'BOI MIRIM;JARDIM ANGELA;-23,702355;-46,78302
39;M BOI MIRIM, ES - (N 7815 - MOTEL);M'BOI MIRIM;JARDIM ANGELA;-23,709299;-46,783736
40;M BOI MIRIM, ES - (N 7991 - PROX. R. MANTUÁ);M'BOI MIRIM;JARDIM ANGELA;-23,712882;-46,781864
41;M BOI MIRIM, ES x BARONESA, ES DA;M'BOI MIRIM;JARDIM ANGELA;-23,71789;-46,784079
42;M BOI MIRIM, ES - (N 8829 - B/C - PROXIMO A RUA CLAMECY);M'BOI MIRIM;JARDIM ANGELA;-23,712461;-46,782155
46;M BOI MIRIM, ES x CACHOEIRINHA, ES DA;M'BOI MIRIM;JARDIM ANGELA;-23,722335;-46,785182
48;M BOI MIRIM, ES - (N 8541);M'BOI MIRIM;JARDIM ANGELA;-23,706541;-46,784465
49;M BOI MIRIM, ES - (N 10010 - B-C);M'BOI MIRIM;JARDIM ANGELA;-23,722218;-46,785164
50;M BOI MIRIM, ES - (N 9025 - C/B);M'BOI MIRIM;JARDIM ANGELA;-23,713004;-46,781728
51;M BOI MIRIM, ES x EMBU-GUACU, ES DO x SILVA MONTEIRO, R CD DE - (N 9881);M'BOI MIRIM;JARDIM ANGELA;-23,727924;-46,786269
53;M BOI MIRIM, ES - (N 10751 - B/C);M'BOI MIRIM;JARDIM ANGELA;-23,739401;-46,793139
56;SADAMU INOUE, R - (B/C - PROX. R.  ROMAO BOETA);PARELHEIROS;PARELHEIROS;-23,808758;-46,736884
57;SADAMU INOUE, R x JOSE LA TORRE, R x MANUCAIA, R;PARELHEIROS;PARELHEIROS;-23,807383;-46,736678
58;SADAMU INOUE, R x UMBERTO RAVELLO, R x TOMAS SANDRINO, R;PARELHEIROS;PARELHEIROS;-23,824867;-46,734301
60;SADAMU INOUE, R x MARCILAC, ES ENG;PARELHEIROS;PARELHEIROS;-23,827723;-46,73088
62;JERIMANDUBA, AV x GALVAO BUENO TRIGUEIRINHO, R x ALEXIOS JAFET, AV;PIRITUBA;JARAGUA;-23,454784;-46,749225
64;TURISTICA DO JARAGUA, ES x JOSE RUFINO FREIRE, R CEL - (N 613);PIRITUBA;SAO DOMINGOS;-23,487425;-46,756759
66;TURISTICA DO JARAGUA, ES x PAULO ZINGG, AV JORN;PIRITUBA;SAO DOMINGOS;-23,487414;-46,756769
67;TURISTICA DO JARAGUA, ES x JOSE VENANCIO DIAS, R CEL;PIRITUBA;SAO DOMINGOS;-23,483141;-46,755545
68;TURISTICA DO JARAGUA, ES x JURUBIM, R;PIRITUBA;SAO DOMINGOS;-23,483527;-46,755307
69;MUTINGA, AV - (N 2661 - 2774  -  PROX. R. VISC. DE MIRANDELA);PIRITUBA;SAO DOMINGOS;-23,488417;-46,749008
71;MUTINGA, AV x MARIA SALIM ROMEU, R;PIRITUBA;SAO DOMINGOS;-23,487083;-46,747741
72;MUTINGA, AV x FERNANDES CORREIA DIAS, R x LAURO CAVALCANTI DE FARIAS, R GAL;PIRITUBA;SAO DOMINGOS;-23,487367;-46,747904
73;JOSE RUFINO FREIRE, R CEL x BRUNO LINCOLN FUCHS, R;PIRITUBA;SAO DOMINGOS;-23,489965;-46,75501
74;ELISIO CORDEIRO DE SIQUEIRA, AV x ADEMAR MARTINS DE FREITAS, R x FRANCISCO JORGE MACIEL, R;PIRITUBA;SAO DOMINGOS;-23,49521;-46,746528
75;MUTINGA, AV x BETIM PAIS LEME, R;LAPA;JAGUARA;-23,487948;-46,731613
76;ELISIO CORDEIRO DE SIQUEIRA, AV x FABIO DE ALMEIDA MAGALHAES, R x LUIS GONCALVES BASTOS, R;PIRITUBA;SAO DOMINGOS;-23,49933;-46,747069
77;ELISIO CORDEIRO DE SIQUEIRA, AV x ERNESTO MOREIRA MAIA, R;PIRITUBA;SAO DOMINGOS;-23,503571;-46,748161
78;MUTINGA, AV x CANDIDO PORTINARI, AV x BARRA DO GARCA, R;LAPA;JAGUARA;-23,505903;-46,758966
79;REMEDIOS, AV DOS x AGAMENON MAGALHAES, R x ARTHUR FRIEDENREICH, R;LAPA;JAGUARA;-23,512235;-46,75982
80;MUTINGA, AV x REMEDIOS, AV DOS x OSWALDO NASCIMENTO, R x CAPELA DE SANTANA, R;LAPA;JAGUARA;-23,510579;-46,76146
81;CANDIDO PORTINARI, AV x ANTONIO AYROSA, R;LAPA;JAGUARA;-23,50861;-46,753504
82;ELISIO CORDEIRO DE SIQUEIRA, AV x INACIO LUIS DA COSTA, R x JOAQUIM OLIVEIRA FREITAS, R x FENELON GUEDES PEREIRA, PC;PIRITUBA;JAGUARA;-23,50654;-46,747625
83;CANDIDO PORTINARI, AV x PAUVA, R x JOANA GALVAO, R;LAPA;JAGUARA;-23,507956;-46,748987
84;PAUVA, R x VIRGILIO DOS SANTOS, R CEL;LAPA;JAGUARA;-23,510818;-46,747662
85;ELISIO CORDEIRO DE SIQUEIRA, AV x FRANCISCO COELHO, R;PIRITUBA;JAGUARA;-23,506666;-46,747708
86;REMEDIOS, AV DOS x ANTONIO AYROSA, R;LAPA;JAGUARA;-23,516788;-46,753572
87;REMEDIOS, AV DOS x REMEDIOS, PC NSRA DOS;LAPA;JAGUARA;-23,51969;-46,753052
91;ALTINO, AV PRES x BILLINGS, AV ENG;LAPA;JAGUARE;-23,533428;-46,755006
92;CAETANOPOLIS, R x FIDELIS, R S;LAPA;JAGUARE;-23,547687;-46,750952
93;ALTINO, AV PRES - (N 1100 - 1190  -  PROX. R. FLORESTANO BANDECCHI);LAPA;JAGUARE;-23,543038;-46,752198
94;MAC ARTHUR, AV GAL x CORIFEU DE AZEVEDO MARQUES, AV x TEODORO QUARTIM BARBOSA, R DR;LAPA;RIO PEQUENO;-23,556679;-46,750103
95;MAC ARTHUR, AV GAL - (N 1304 - PROX. R. DOMINGOS MAZZEU);LAPA;JAGUARE;-23,553932;-46,752712
96;CAETANOPOLIS, R - (N 106);LAPA;JAGUARE;-23,547802;-46,754035
97;CAETANOPOLIS, R - (PROX. R. PEIXE BOI);LAPA;JAGUARE;-23,547796;-46,75315
98;MAC ARTHUR, AV GAL x ALTINO, AV PRES;LAPA;JAGUARE;-23,551031;-46,748742
99;ALTINO, AV PRES x HENRIQUE DUMONT VILARES, PC x BOLONHA, AV x BRASILIA MARCONDES BUARQUE, R;LAPA;JAGUARE;-23,547585;-46,749632
100;CORIFEU DE AZEVEDO MARQUES, AV x DOMINGOS MAZZEU, R;LAPA;RIO PEQUENO;-23,566879;-46,743328
101;CANDIDO MOTTA FILHO, AV DR x CELINA SAMPAIO, R PROFA;BUTANTÃ;RIO PEQUENO;-23,556795;-46,753786
102;CORIFEU DE AZEVEDO MARQUES, AV x HERBERT BALDUS, R PROF;LAPA;RIO PEQUENO;-23,555609;-46,754724
103;CORIFEU DE AZEVEDO MARQUES, AV x AIRES MARTINS TORRES, R DR;LAPA;RIO PEQUENO;-23,564857;-46,745039
104;CESAR WASHINGTON A DE PROENCA, PC x CORIFEU DE AZEVEDO MARQUES, AV - (C168);LAPA;RIO PEQUENO;-23,558456;-46,746681
105;CORIFEU DE AZEVEDO MARQUES, AV x CANDIDO MOTTA FILHO, AV DR x MAC ARTHUR, AV GAL;LAPA;RIO PEQUENO;-23,556885;-46,749886
106;CORIFEU DE AZEVEDO MARQUES, AV - (N 4047 - QUARTEL);BUTANTÃ;RIO PEQUENO;-23,561619;-46,746877
107;ESCOLA POLITECNICA, AV - (PROX. 93 D.P);LAPA;RIO PEQUENO;-23,556382;-46,739166
108;CESAR WASHINGTON A DE PROENCA, PC x JAGUARE, AV x ESCOLA POLITECNICA, AV;LAPA;JAGUARE;-23,558021;-46,745933
109;JORGE WARD, R x MIGUEL TEODORO FERREIRA, R;BUTANTÃ;RIO PEQUENO;-23,567976;-46,757962
110;ESCOLA POLITECNICA, AV x JOSE DO PATROCINIO WAETGE, R x ANTONIO DIAS PEREIRA, R x WALDEMAR ROBERTO, AV;BUTANTÃ;RIO PEQUENO;-23,569603;-46,761438
111;ESCOLA POLITECNICA, AV x JOAQUIM DIAS BICALHO, R - (N 4000 - C-B);BUTANTÃ;RIO PEQUENO;-23,569339;-46,760623
112;ESCOLA POLITECNICA, AV x JOAQUIM NUNES LOPES, R - (N 4359 - B-C);BUTANTÃ;RIO PEQUENO;-23,570437;-46,762578
113;OTACILIO TOMANIK, AV x RIO PEQUENO, AV DO;BUTANTÃ;RIO PEQUENO;-23,566005;-46,752281
114;RIO PEQUENO, AV DO x JORGE WARD, R x ARTHUR SOTER LOPES DA SILVA, R - (N 1255);BUTANTÃ;RIO PEQUENO;-23,568875;-46,756477
115;JOSE JOAQUIM SEABRA, AV - (N 1187 - ESCOLA);BUTANTÃ;RIO PEQUENO;-23,567113;-46,754666
116;RIO PEQUENO, AV DO x JOSE JOAQUIM SEABRA, AV;BUTANTÃ;RIO PEQUENO;-23,566577;-46,753909
117;ESCOLA POLITECNICA, AV x JORGE WARD, R;BUTANTÃ;RIO PEQUENO;-23,568159;-46,757474
118;ESCOLA POLITECNICA, AV x GILIO SATTIN, R PROF;BUTANTÃ;RIO PEQUENO;-23,563823;-46,753143
119;ESCOLA POLITECNICA, AV - (N 463 - C/B PROX R. ANTONIO PINTO FREITAS);BUTANTÃ;RIO PEQUENO;-23,553667;-46,733985
120;ESCOLA POLITECNICA, AV x SERGIO RUIZ DE ALBUQUERQUE, R DR;BUTANTÃ;RIO PEQUENO;-23,564307;-46,753965
121;CORIFEU DE AZEVEDO MARQUES, AV x RIO PEQUENO, AV DO x REMO, AV S;BUTANTÃ;RIO PEQUENO;-23,562669;-46,746658
123;ESCOLA POLITECNICA, AV x LUIS EDUARDO MATARAZZO, R CD x YOSOJI YAMAGUTI, R;BUTANTÃ;RIO PEQUENO;-23,56331;-46,752428
124;ESCOLA POLITECNICA, AV x KIMITOSHI TIKAMI, R x JOAO DIAS DA SILVEIRA, R PROF x NILTON VIEIRA DE ALMEIDA, PC;BUTANTÃ;RIO PEQUENO;-23,574742;-46,765126
126;HEITOR ANTONIO EIRAS GARCIA, AV ENG x FIUZA DE CASTRO, AV MAL x JOSE JOAQUIM SEABRA, AV;BUTANTÃ;RIO PEQUENO;-23,577858;-46,748448
128;ESCOLA POLITECNICA, AV x GUAVIRA, R x MASO DI BIANCO, R;BUTANTÃ;RIO PEQUENO;-23,57981;-46,76957
129;ESCOLA POLITECNICA, AV x RAPOSO TAVARES, VIA;BUTANTÃ;RIO PEQUENO;-23,581756;-46,771264
131;HEITOR ANTONIO EIRAS GARCIA, AV ENG x CAETANO BIZARRO, R x SANTO AMARO, ES DE;BUTANTÃ;RAPOSO TAVARES;-23,588561;-46,766838
132;HEITOR ANTONIO EIRAS GARCIA, AV ENG x AYLTHON BRANDAO JOLY, R PROF;BUTANTÃ;RAPOSO TAVARES;-23,590141;-46,768016
133;ABIGAIL ALVES PIRES, R PROFA x PAULO CARVALHO FERREIRA, R DR;BUTANTÃ;RIO PEQUENO;-23,573953;-46,761499
134;ARTUR FERREIRA DE ABREU, R - (N 326 - 336-ESCOLA);BUTANTÃ;RAPOSO TAVARES;-23,596314;-46,768537
135;CARLOS DE MESQUITA, R x PIRAJUSSARA, AV x EZEQUIEL CAMPOS DIAS, AV DR;BUTANTÃ;VILA SONIA;-23,600782;-46,747558
136;PIRAJUSSARA, AV x CAMINHO DO ENGENHO, R;BUTANTÃ;VILA SONIA;-23,595747;-46,745986
137;PIRAJUSSARA, AV x ERNESTO SENA, R;BUTANTÃ;VILA SONIA;-23,602935;-46,748612
141;CORREIA DE ALMEIDA, R PDE - (N 277 - RETORNO EXTRA - AV. JORGE AMADO);CAMPO LIMPO;CAMPO LIMPO;-23,64316;-46,752135
142;FRANCISCO MORATO, AV PROF x LUIZ MIGLIANO, R DR x JOSE BRAZ, R;BUTANTÃ;VILA SONIA;-23,606096;-46,747466
143;FRANCISCO MORATO, AV PROF x GUILHERME DUMONT VILARES, AV DR x DEBORA DE SOUZA ALEXANDRE, PC x JOSE BRAZ, R - (C151);BUTANTÃ;VILA SONIA;-23,605525;-46,746474
146;CAMPO LIMPO, ES DO x MIRANDAS, ES DOS x DOMINGOS DE MEIRA, R;CAMPO LIMPO;CAMPO LIMPO;-23,614888;-46,755978
149;CAMPO LIMPO, ES DO x LOURENCO SAPORITO, R x GUILHERME MAINARD, R;CAMPO LIMPO;CAMPO LIMPO;-23,624643;-46,764392
150;CAMPO LIMPO, ES DO x PHELIPPE NAGI HADDAD, R;CAMPO LIMPO;CAMPO LIMPO;-23,626109;-46,765714
151;CAMPO LIMPO, ES DO x GUILHERME MAINARD, R x JOAO LUNARDELLI, R;CAMPO LIMPO;CAMPO LIMPO;-23,62408;-46,764187
152;CAMPO LIMPO, ES DO x JOSE MARCONDES RANGEL, R DR;CAMPO LIMPO;CAMPO LIMPO;-23,625165;-46,765076
153;CAMPO LIMPO, ES DO x CAMPOEIRO, R x CLARIMUNDO GONCALVES, R x AMADOR AUGUSTO, PC;CAMPO LIMPO;CAMPO LIMPO;-23,622068;-46,760484
156;CAMPO LIMPO, ES DO x AMARO OLIVEIRA LIMA, R x AMADOR AUGUSTO, PC;CAMPO LIMPO;CAMPO LIMPO;-23,622469;-46,762029
158;CAMPO LIMPO, ES DO x KUNITO MIYASAKA, R;CAMPO LIMPO;CAMPO LIMPO;-23,629121;-46,769002
159;CAMPO LIMPO, ES DO x JACARATINGA, R x MIGUEL GONCALVES CORREIA, R;CAMPO LIMPO;CAMPO LIMPO;-23,633471;-46,770836
160;CAMPO LIMPO, ES DO x AMERICO FALCAO, R x AVELINO LEMOS JUNIOR, R DR;CAMPO LIMPO;CAMPO LIMPO;-23,629946;-46,769885
161;CAMPO LIMPO, ES DO - (N 3087);CAMPO LIMPO;CAMPO LIMPO;-23,651751;-46,758169
162;CAMPO LIMPO, ES DO x IVAR BECKMAN, R x ANDAGUACU, PC x FRANCISCO DE HOLANDA, R;CAMPO LIMPO;CAMPO LIMPO;-23,629845;-46,7699
164;CAMPO LIMPO, ES DO x MARIO NEME, R x MARTINHO LUTERO, R;CAMPO LIMPO;CAMPO LIMPO;-23,628063;-46,767251
165;CAMPO LIMPO, ES DO x VELHA DE ITAPECERICA, ES;CAMPO LIMPO;CAMPO LIMPO;-23,648763;-46,75352
166;CAMPO LIMPO, ES DO x JARACATIA, R x ANACE, AV;CAMPO LIMPO;CAMPO LIMPO;-23,616883;-46,757043
167;CAMPO LIMPO, ES DO x JOAO BERNARDO VIEIRA, R x NICOLAS LANCRET, R;CAMPO LIMPO;CAMPO LIMPO;-23,636489;-46,769369
168;CAMPO LIMPO, ES DO - (N 2500 - SATMO SUPERMERCADOS);CAMPO LIMPO;CAMPO LIMPO;-23,635952;-46,769708
169;CAMPO LIMPO, ES DO x ADAO COSTA MENDES, R - (N 1970);CAMPO LIMPO;CAMPO LIMPO;-23,640132;-46,766518
170;CAMPO LIMPO, ES DO x MONFORTE DE LEMOS, R x DIOGO RODRIGUES, R;CAMPO LIMPO;CAMPO LIMPO;-23,641799;-46,766394
171;CAMPO LIMPO, ES DO - (N 2287 - PROX. R.  OTTO KOCH);CAMPO LIMPO;CAMPO LIMPO;-23,637446;-46,768252
172;SILVIO RIBEIRO ARAGAO, AV - (N 700 - MOV. DEMOVE);CAMPO LIMPO;CAMPO LIMPO;-23,640021;-46,748451
173;LEITAO DA CUNHA, R PROF - (N 318);CAMPO LIMPO;CAMPO LIMPO;-23,636913;-46,755342
174;CARLOS CALDEIRA FILHO, AV x BELEZAS, AV DAS x SILVIO RIBEIRO ARAGAO, AV;CAMPO LIMPO;CAMPO LIMPO;-23,640306;-46,74668
175;CARLOS CALDEIRA FILHO, AV x MANUEL DE OLIVEIRA FALCAO, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,642126;-46,746878
176;CARLOS CALDEIRA FILHO, AV x ROGERIO DE PAULA BRITO, R;CAMPO LIMPO;CAPAO REDONDO;-23,649802;-46,758738
177;CARLOS CALDEIRA FILHO, AV x CAMPO LIMPO, ES DO - (CA302);M'BOI MIRIM;JARDIM SAO LUIS;-23,648264;-46,758671
178;ITAPECERICA, ES DE x CAMPO LIMPO, ES DO x CARTOGRAFOS, PC DOS;M'BOI MIRIM;CAPAO REDONDO;-23,648646;-46,753412
179;ITAPECERICA, ES DE x ROGERIO DE PAULA BRITO, R x JUAN GIL, R;CAMPO LIMPO;CAPAO REDONDO;-23,650622;-46,757245
180;CAMPO LIMPO, ES DO - (N 382);M'BOI MIRIM;JARDIM SAO LUIS;-23,648316;-46,759725
181;ITAPECERICA, ES DE - (N 1935 - PARADA A.A .BCO. BRASIL);M'BOI MIRIM;JARDIM SAO LUIS;-23,648819;-46,75328
182;CAMPO LIMPO, ES DO x THEREZA MAIA PINTO, R;CAMPO LIMPO;CAPAO REDONDO;-23,648635;-46,753922
183;CARLOS CALDEIRA FILHO, AV x BOM CONSELHO, R NSRA DO;CAMPO LIMPO;JARDIM SAO LUIS;-23,646154;-46,756475
184;CARLOS CALDEIRA FILHO, AV x THEREZA MAIA PINTO, R x PRAIA DE CARREIROS, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,645826;-46,754063
185;CARLOS CALDEIRA FILHO, AV x BALDOMERO CARQUEJA, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,645536;-46,752159
187;ITAPECERICA, ES DE x CANDIDO DAS NEVES, R x CICERO JOSE SARAIVA, PC;M'BOI MIRIM;JARDIM SAO LUIS;-23,64597;-46,746774
188;ITAPECERICA, ES DE x THEREZA MOUCO DE OLIVEIRA, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,64852;-46,749774
189;ITAPECERICA, ES DE x AMANCIO PEDRO DE OLIVEIRA, R - (N 1501);M'BOI MIRIM;JARDIM SAO LUIS;-23,647865;-46,748136
190;ITAPECERICA, ES DE - (N 1350 - GARAGEM  VIACAO CAMPO BELO);M'BOI MIRIM;JARDIM SAO LUIS;-23,646581;-46,747104
192;ITAPECERICA, ES DE x JOAO DAMASCENO, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,644866;-46,745688
193;ITAPECERICA, ES DE - (N 1661 - HOSPITAL  DO CAMPO LIMPO);CAMPO LIMPO;VILA ANDRADE;-23,648802;-46,75034
194;CARLOS CALDEIRA FILHO, AV - (N 1600 - PROX. R. SEBASTIAO AZEVEDO);CAMPO LIMPO;CAPAO REDONDO;-23,642678;-46,747079
195;CARLOS CALDEIRA FILHO, AV - (PROX. R. AMADEU  SIMEI);CAMPO LIMPO;VILA ANDRADE;-23,645263;-46,750535
196;ITAPECERICA, ES DE x ANTONIO SALVIA, R x HUMBERTO MORBIO, R;CAMPO LIMPO;CAPAO REDONDO;-23,6577;-46,764519
197;CARLOS CALDEIRA FILHO, AV x SABIN, AV x TULLIO MUGNAINI, R;CAMPO LIMPO;CAPAO REDONDO;-23,658002;-46,767684
199;CARLOS CALDEIRA FILHO, AV x JOSE DE JAMBEIRO, R PDE;CAMPO LIMPO;CAMPO LIMPO;-23,654434;-46,764187
200;SANT ANNA, AV COMEN x ELLIS MAAS, AV;CAMPO LIMPO;CAPAO REDONDO;-23,666973;-46,772726
201;ELLIS MAAS, AV x LUIS PENIDO BURNIER, R ALM;CAMPO LIMPO;CAPAO REDONDO;-23,663025;-46,769403
202;ELLIS MAAS, AV - (N 520 - FRENTE AO INSTITUTO ADVENTISTA);CAMPO LIMPO;CAPAO REDONDO;-23,662965;-46,769404
203;ITAPECERICA, ES DE x CARLOS CALDEIRA FILHO, AV;CAMPO LIMPO;CAPAO REDONDO;-23,648271;-46,758666
204;ITAPECERICA, ES DE - (N 4180 - RETORNO);CAMPO LIMPO;CAPAO REDONDO;-23,646404;-46,747097
205;ELLIS MAAS, AV x TELEMACO H M VAN LANGENDLONCK, AV PROF x ANA ELISA, R;CAMPO LIMPO;CAPAO REDONDO;-23,665087;-46,770623
206;ITAPECERICA, ES DE x PAULINO VITAL DE MORAIS, R x TULLIO MUGNAINI, R;CAMPO LIMPO;CAPAO REDONDO;-23,659633;-46,766675
207;ITAPECERICA, ES DE x ELLIS MAAS, AV x LUIS DA FONSECA GALVAO, R DR;CAMPO LIMPO;CAPAO REDONDO;-23,660489;-46,768116
210;ANTONIO RAMOS ROSA, R - (PX.R.FIM SEMANA);M'BOI MIRIM;JARDIM SAO LUIS;-23,671709;-46,734884
211;SANT ANNA, AV COMEN - (N 836 - ESCOLA);CAMPO LIMPO;CAPAO REDONDO;-23,674195;-46,773694
212;SANT ANNA, AV COMEN x ATOS TOMAS FERRACCIU, AV;CAMPO LIMPO;CAPAO REDONDO;-23,669989;-46,773053
213;ANTUNES DOS SANTOS, R COMEN - (N 755 - PROX. R. JOÃO DE GÓIS);CAMPO LIMPO;CAPAO REDONDO;-23,670274;-46,765797
214;ANTUNES DOS SANTOS, R COMEN x JOAQUIM VIEIRA DA COSTA, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,671411;-46,759847
215;ANTUNES DOS SANTOS, R COMEN x EMERICO LOBO DE MESQUITA, R x FERREIROPOLIS, R x POLIFONIA, R DA;M'BOI MIRIM;JARDIM SAO LUIS;-23,670694;-46,760429
216;DEOCLECIANO DE OLIVEIRA FILHO, R x CRISTIANO CLEMENTE DA SILVA, AV;M'BOI MIRIM;JARDIM SAO LUIS;-23,671335;-46,757831
217;ITAPECERICA, ES DE x FRANCISCO COSTABILE PALURI, R;CAMPO LIMPO;CAPAO REDONDO;-23,652465;-46,758653
218;ITAPECERICA, ES DE x AGOSTINHO RUBIN, AV x JOSE DE JAMBEIRO, R PDE;CAMPO LIMPO;CAPAO REDONDO;-23,655982;-46,762582
219;ITAPECERICA, ES DE x NICOLINO BARRA, R BR;CAMPO LIMPO;CAPAO REDONDO;-23,651649;-46,757896
221;ITAPECERICA, ES DE - (N 3200 - TERM.DE ONIBUS  CAPELINHA);CAMPO LIMPO;CAPAO REDONDO;-23,65749;-46,764564
222;M BOI MIRIM, ES - (N 1317 - PARADA DANIEL KLEIN/Nº 1576);M'BOI MIRIM;JARDIM SAO LUIS;-23,67294;-46,744266
223;SANT ANNA, AV COMEN x MARIO DOS SANTOS, PC PROF x HENRIQUE SAM MINDLIN, R;CAMPO LIMPO;CAPAO REDONDO;-23,675944;-46,773984
225;M BOI MIRIM, ES x PAULO RODRIGUES JUNIOR, R x FRANCISCO NOGUEIRA SILVA, R - (N 3028);M'BOI MIRIM;JARDIM ANGELA;-23,676277;-46,757523
226;M BOI MIRIM, ES x VICENZO CATENA, R x ESTER DE BARROS OLIVEIRA, R - (N 3018);M'BOI MIRIM;JARDIM ANGELA;-23,677184;-46,761782
227;M BOI MIRIM, ES x RIO BRANCO PARANHOS, R x CRISTIANO CLEMENTE DA SILVA, AV x OROZIMBO RODRIGUES PAIVA, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,675219;-46,756642
228;M BOI MIRIM, ES x ROBERTO SELMI-DEI, R;M'BOI MIRIM;JARDIM SAO LUIS;-23,675866;-46,753221
