Nome_Compl;codlog;codlog5;FromLeft;ToLeft;FromRight;ToRight;tipo;titulo;preposicao;nome;codseg;classif4;GETs;DETs; ID_1 ; ID_2 ;Via_ou_Eix;Trecho_Iní;Trecho_Fim;Sentido; Extensão_E ;Horário;Região;Início_Ope
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700005;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;1809;1809;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700006;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700007;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700008;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;1709;1709;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700009;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;7035;7035;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700010;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700011;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700012;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700013;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;201;201;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700014;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700015;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700016;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700017;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;1;6507;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700018;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700019;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;4040;6165;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700020;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;4040;6165;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700021;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;4040;6165;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700022;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;480;5265;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700023;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;2223;2661;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700035;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;2685;2875;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700036;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;3177;3275;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700037;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700060;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700061;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700066;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;5;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700070;Transito Rápido;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;5;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700071;Transito Rápido;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;5;2305;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700073;Transito Rápido;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;5;2391;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700074;Transito Rápido;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700062;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700062;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV MORVAN DIAS DE FIGUEIREDO;142700;14270;0;0;0;0;AV;;;MORVAN DIAS DE FIGUEIREDO;SG142700053;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AC A PONTE DAS BANDEIRAS;299111;29911;1;183;2;182;AC;;;A PONTE DAS BANDEIRAS;SG299111001;Arterial II;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV ASSIS CHATEAUBRIAND;024210;02421;0;0;0;0;AV;;;ASSIS CHATEAUBRIAND;SG024210002;Arterial I;MB;TT; 400 ; 1 ;Av. Morvan Dias de Figueiredo (Marginal Tietê);Ponte Aricanduva;Ponte das Bandeiras;Castelo Branco; 4.90 ;2ª a 6ª das 06-09h;Norte;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616002;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616003;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616004;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616005;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616006;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616007;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616008;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616009;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616010;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;1795;1795;0;0;AV;PRES;;CASTELO BRANCO;SG045616011;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616012;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616013;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616014;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616015;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616016;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;3200;3333;AV;PRES;;CASTELO BRANCO;SG045616017;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616018;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616019;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616076;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616077;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;5;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616078;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;1000;1000;AV;PRES;;CASTELO BRANCO;SG045616079;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;0;0;AV;PRES;;CASTELO BRANCO;SG045616080;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;3;15;0;0;AV;PRES;;CASTELO BRANCO;SG045616081;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV PRES CASTELO BRANCO;045616;04561;0;0;1200;1200;AV;PRES;;CASTELO BRANCO;SG045616082;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711011;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711012;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;920;1792;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711013;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;1880;1880;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711014;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711015;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;2;4;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711016;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711017;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711018;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;5;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711034;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;5;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711035;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;5;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711036;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;5;0;320;432;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711037;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;436;438;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711039;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;440;750;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711040;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
AV CDSSA ELISABETH DE ROBIANO;063711;06371;0;0;0;0;AV;CDSSA;;ELISABETH DE ROBIANO;SG063711041;Arterial I;MB;TT; 500 ; 2 ;Av. Pres. Castelo Branco / Av. Condessa Elisabeth de Robiano (Marginal Tietê);Ponte das Bandeiras;Ponte Aricanduva;Ayrton Senna; 7.70 ;2ª a 6ª das 17-20h;Leste;2013.06.17
