Nome_Compl;codlog;codlog5;FromLeft;ToLeft;FromRight;ToRight;tipo;titulo;preposicao;nome;codseg;classif4;gets;dets; ID ; ID_2 ;Via;Início;Fim;Sentido;Ext___Km_;Caracterís;horario
AV ALVARO RAMOS;009067;00906;1667;1671;1082;1266;AV;;;ALVARO RAMOS;SG009067008;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1673;1679;1304;1508;AV;;;ALVARO RAMOS;SG009067009;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1681;1683;1536;1582;AV;;;ALVARO RAMOS;SG009067010;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1683;1685;1612;1664;AV;;;ALVARO RAMOS;SG009067011;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1685;1699;1688;1698;AV;;;ALVARO RAMOS;SG009067012;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1717;1737;1700;1748;AV;;;ALVARO RAMOS;SG009067013;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1739;1823;1776;1808;AV;;;ALVARO RAMOS;SG009067014;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1849;1887;1884;1898;AV;;;ALVARO RAMOS;SG009067016;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1909;1933;1900;1952;AV;;;ALVARO RAMOS;SG009067017;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1935;2065;1976;2072;AV;;;ALVARO RAMOS;SG009067018;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;1841;1847;1810;1854;AV;;;ALVARO RAMOS;SG009067015;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV ALVARO RAMOS;009067;00906;895;991;1014;1062;AV;;;ALVARO RAMOS;SG009067007;Arterial II;SE;SE 1; 1 ; 1 ;Av. Álvaro Ramos;R. Serra da Bocaina;R. Serra de Jairé;bairro;1,1;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;73;143;48;150;AV;;;AMADOR BUENO DA VEIGA;SG009547038;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;195;195;172;200;AV;;;AMADOR BUENO DA VEIGA;SG009547039;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;237;247;202;352;AV;;;AMADOR BUENO DA VEIGA;SG009547040;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;249;271;384;426;AV;;;AMADOR BUENO DA VEIGA;SG009547041;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;455;527;454;488;AV;;;AMADOR BUENO DA VEIGA;SG009547042;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV AMADOR BUENO DA VEIGA;009547;00954;15;55;20;46;AV;;;AMADOR BUENO DA VEIGA;SG009547037;Arterial II;LE;LE 1; 2 ; 2 ;Av. Amador Bueno da Veiga;R. Pedro Alegretti;R. Pe. João;centro;0,5;Faixas Exclusivas no Contra-Fluxo;
AV ARICANDUVA;021814;02181;0;0;38;993;AV;;;ARICANDUVA;SG021814046;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;2;782;AV;;;ARICANDUVA;SG021814065;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;784;1458;AV;;;ARICANDUVA;SG021814066;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;1460;3990;AV;;;ARICANDUVA;SG021814067;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;88;4178;AV;;;ARICANDUVA;SG021814068;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;12;656;AV;;;ARICANDUVA;SG021814069;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814070;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814071;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;21;6730;AV;;;ARICANDUVA;SG021814072;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;21;6730;AV;;;ARICANDUVA;SG021814073;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;14;7262;AV;;;ARICANDUVA;SG021814074;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814083;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814084;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814085;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4053;4053;0;0;AV;;;ARICANDUVA;SG021814086;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4333;4333;0;0;AV;;;ARICANDUVA;SG021814087;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814088;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4777;4777;0;0;AV;;;ARICANDUVA;SG021814089;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4777;4777;0;0;AV;;;ARICANDUVA;SG021814090;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814091;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4877;4877;0;0;AV;;;ARICANDUVA;SG021814092;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814095;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814096;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;6049;6049;0;0;AV;;;ARICANDUVA;SG021814097;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;19;9013;0;0;AV;;;ARICANDUVA;SG021814098;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;9299;9299;0;0;AV;;;ARICANDUVA;SG021814099;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814100;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814101;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814102;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;6600;7602;AV;;;ARICANDUVA;SG021814103;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;7010;7600;AV;;;ARICANDUVA;SG021814104;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;6;7920;AV;;;ARICANDUVA;SG021814105;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4615;4623;5552;6400;AV;;;ARICANDUVA;SG021814106;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;4625;4655;0;0;AV;;;ARICANDUVA;SG021814107;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;8424;9000;AV;;;ARICANDUVA;SG021814108;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;8624;8624;AV;;;ARICANDUVA;SG021814109;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814110;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814111;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814112;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;9900;9900;AV;;;ARICANDUVA;SG021814113;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814114;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814115;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;10400;10400;AV;;;ARICANDUVA;SG021814116;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814117;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;43;122;0;0;AV;;;ARICANDUVA;SG021814118;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814119;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814120;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814121;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814122;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;58;10120;AV;;;ARICANDUVA;SG021814123;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;6;11500;AV;;;ARICANDUVA;SG021814124;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;10;815;AV;;;ARICANDUVA;SG021814125;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;1;11800;AV;;;ARICANDUVA;SG021814126;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814127;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814128;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814129;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814130;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814131;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814132;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814133;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814134;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814135;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814150;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814151;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814152;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814153;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814154;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814155;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814156;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814157;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000742;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;5555;5555;0;0;AV;;;ARICANDUVA;SG021814094;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;5555;5555;0;0;AV;;;ARICANDUVA;SG021814094;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;5555;5555;0;0;AV;;;ARICANDUVA;SG021814094;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;5555;5555;0;0;AV;;;ARICANDUVA;SG021814094;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814093;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;SG021814093;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000810;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000811;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000812;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000813;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000814;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000815;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000816;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000817;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000818;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000819;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000820;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000821;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000822;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000823;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000824;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000825;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000826;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000827;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000828;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000829;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000830;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
AV ARICANDUVA;021814;02181;0;0;0;0;AV;;;ARICANDUVA;CET00000831;Arterial I;SE;SE 1; 3 ; 3 ;Av. Aricanduva;Av. Ragueb Chofi;R. Júlio Colaço;duplo;10,9;;
