Nome_Compl;codlog;codlog5;FromLeft;ToLeft;FromRight;ToRight;tipo;titulo;preposicao;nome;codseg;classif4;gets;dets; ID ; ID_2 ;Via;Início;Fim;Sentido;Ext___Km_;Caracterís;horario
AV S MIGUEL;138819;13881;1155;1159;0;0;AV;S;;MIGUEL;SG138819041;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1161;1189;0;0;AV;S;;MIGUEL;SG138819042;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1443;1461;0;0;AV;S;;MIGUEL;SG138819043;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1463;1549;0;0;AV;S;;MIGUEL;SG138819044;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1591;1679;0;0;AV;S;;MIGUEL;SG138819045;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1745;1789;0;0;AV;S;;MIGUEL;SG138819046;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1791;1863;0;0;AV;S;;MIGUEL;SG138819047;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1885;1939;0;0;AV;S;;MIGUEL;SG138819048;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;1979;2007;0;0;AV;S;;MIGUEL;SG138819049;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2009;2035;0;0;AV;S;;MIGUEL;SG138819050;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2037;2057;0;0;AV;S;;MIGUEL;SG138819051;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2059;2089;0;0;AV;S;;MIGUEL;SG138819052;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;0;0;AV;S;;MIGUEL;SG138819053;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2091;2253;0;0;AV;S;;MIGUEL;SG138819054;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2259;2315;0;0;AV;S;;MIGUEL;SG138819055;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;25;2463;0;0;AV;S;;MIGUEL;SG138819056;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2515;2601;0;0;AV;S;;MIGUEL;SG138819057;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2643;2719;0;0;AV;S;;MIGUEL;SG138819058;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2777;2787;0;0;AV;S;;MIGUEL;SG138819059;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2789;2873;0;0;AV;S;;MIGUEL;SG138819060;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;2957;2967;2884;2884;AV;S;;MIGUEL;SG138819061;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;0;0;AV;S;;MIGUEL;SG138819063;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3195;3195;3180;3186;AV;S;;MIGUEL;SG138819064;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3333;3403;3188;3264;AV;S;;MIGUEL;SG138819065;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3405;3405;0;0;AV;S;;MIGUEL;SG138819066;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3643;3655;0;0;AV;S;;MIGUEL;SG138819067;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3665;4333;0;0;AV;S;;MIGUEL;SG138819068;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3771;3895;0;0;AV;S;;MIGUEL;SG138819069;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;3921;3981;0;0;AV;S;;MIGUEL;SG138819070;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4011;4087;0;0;AV;S;;MIGUEL;SG138819071;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4115;4265;0;0;AV;S;;MIGUEL;SG138819072;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;0;0;AV;S;;MIGUEL;SG138819073;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;3290;3500;AV;S;;MIGUEL;SG138819074;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;3520;3608;AV;S;;MIGUEL;SG138819075;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;3644;4030;AV;S;;MIGUEL;SG138819076;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;3780;3902;AV;S;;MIGUEL;SG138819077;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4086;4086;AV;S;;MIGUEL;SG138819078;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4078;4210;AV;S;;MIGUEL;SG138819079;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4238;4278;AV;S;;MIGUEL;SG138819080;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4333;4339;4310;4318;AV;S;;MIGUEL;SG138819081;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4341;4387;4320;4344;AV;S;;MIGUEL;SG138819082;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4346;4426;AV;S;;MIGUEL;SG138819083;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;0;0;AV;S;;MIGUEL;SG138819084;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4536;4552;AV;S;;MIGUEL;SG138819085;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4606;4606;AV;S;;MIGUEL;SG138819086;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4670;4710;AV;S;;MIGUEL;SG138819087;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4724;4826;AV;S;;MIGUEL;SG138819088;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;4864;5012;AV;S;;MIGUEL;SG138819089;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5020;5188;AV;S;;MIGUEL;SG138819090;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5222;5236;AV;S;;MIGUEL;SG138819091;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5300;5348;AV;S;;MIGUEL;SG138819092;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5350;5430;AV;S;;MIGUEL;SG138819093;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5550;5700;AV;S;;MIGUEL;SG138819094;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5760;5760;AV;S;;MIGUEL;SG138819095;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5762;5780;AV;S;;MIGUEL;SG138819096;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5816;5888;AV;S;;MIGUEL;SG138819097;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5944;5988;AV;S;;MIGUEL;SG138819098;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;5990;6098;AV;S;;MIGUEL;SG138819099;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;6100;6200;AV;S;;MIGUEL;SG138819100;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;6250;6330;AV;S;;MIGUEL;SG138819101;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;0;0;0;0;AV;S;;MIGUEL;SG138819102;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4453;4591;0;0;AV;S;;MIGUEL;SG138819103;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4681;4703;0;0;AV;S;;MIGUEL;SG138819104;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4705;4807;0;0;AV;S;;MIGUEL;SG138819105;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4865;4893;0;0;AV;S;;MIGUEL;SG138819106;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4895;4987;0;0;AV;S;;MIGUEL;SG138819107;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;4989;5111;0;0;AV;S;;MIGUEL;SG138819108;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;5259;5605;0;0;AV;S;;MIGUEL;SG138819109;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;5675;5891;0;0;AV;S;;MIGUEL;SG138819110;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;5943;6035;0;0;AV;S;;MIGUEL;SG138819111;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6095;6165;0;0;AV;S;;MIGUEL;SG138819112;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6171;6337;0;0;AV;S;;MIGUEL;SG138819113;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6379;6535;0;0;AV;S;;MIGUEL;SG138819114;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6663;6717;0;0;AV;S;;MIGUEL;SG138819115;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6813;6867;0;0;AV;S;;MIGUEL;SG138819116;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
AV S MIGUEL;138819;13881;6913;6969;0;0;AV;S;;MIGUEL;SG138819117;Arterial I;LE;LE 1; 38 ; 38 ;Av. São Miguel;Av. Custódio de Lima;R. Uicó;duplo;7,4;2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b);2ª à 6ª - 5h00 às 9h00 (c) e 17h00 às 20h00 (b)
